"","col2","res2","end2"
"1","chr22",16880000,1.7e+07
"2","chr22",1.7e+07,17160000
"3","chr22",17160000,17240000
"4","chr22",17240000,17400000
"5","chr22",17400000,17520000
"6","chr22",17520000,18040000
"7","chr22",18040000,18680000
"8","chr22",18680000,20720000
"9","chr22",20720000,21440000
"10","chr22",21440000,21520000
"11","chr22",21520000,22320000
"12","chr22",22320000,22720000
"13","chr22",22720000,23480000
"14","chr22",23480000,24400000
"15","chr22",24400000,2.5e+07
"16","chr22",2.5e+07,25600000
"17","chr22",25600000,26200000
"18","chr22",26200000,26760000
"19","chr22",26760000,27080000
"20","chr22",27080000,27760000
"21","chr22",27760000,28440000
"22","chr22",28440000,28960000
"23","chr22",28960000,29760000
"24","chr22",29760000,29960000
"25","chr22",29960000,30840000
"26","chr22",30840000,31760000
"27","chr22",31760000,32480000
"28","chr22",32480000,32840000
"29","chr22",32840000,33680000
"30","chr22",33680000,34320000
"31","chr22",34320000,35400000
"32","chr22",35400000,35680000
"33","chr22",35680000,36920000
"34","chr22",36920000,37400000
"35","chr22",37400000,38400000
"36","chr22",38400000,39160000
"37","chr22",39160000,39920000
"38","chr22",39920000,40440000
"39","chr22",40440000,40800000
"40","chr22",40800000,41200000
"41","chr22",41200000,41680000
"42","chr22",41680000,42080000
"43","chr22",42080000,42320000
"44","chr22",42320000,42960000
"45","chr22",42960000,43600000
"46","chr22",43600000,4.4e+07
"47","chr22",4.4e+07,44200000
"48","chr22",44200000,45080000
"49","chr22",45080000,45960000
"50","chr22",45960000,46400000
"51","chr22",46400000,47200000
"52","chr22",47200000,47720000
"53","chr22",47720000,47960000
"54","chr22",47960000,48600000
"55","chr22",48600000,50160000
"56","chr22",50160000,51320000
"57","chr22",51320000,51320000
