"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr5",1,480001,1
"2","chr5",480001,920001,1
"3","chr5",920001,1160001,1
"4","chr5",1160001,1640001,1
"5","chr5",1640001,2160001,1
"6","chr5",2160001,2920001,1
"7","chr5",2920001,3600001,1
"8","chr5",3600001,4080001,1
"9","chr5",4080001,4680001,1
"10","chr5",4680001,5440001,1
"11","chr5",5520001,6080001,1
"12","chr5",6080001,6600001,1
"13","chr5",6760001,7080001,1
"14","chr5",7080001,7840001,1
"15","chr5",7840001,8680001,1
"16","chr5",8680001,9160001,1
"17","chr5",9160001,9560001,1
"18","chr5",9560001,10240001,1
"19","chr5",10240001,10760001,1
"20","chr5",10760001,11520001,1
"21","chr5",11520001,12040001,1
"22","chr5",12040001,12640001,1
"23","chr5",12640001,13160001,1
"24","chr5",13160001,13960001,1
"25","chr5",13960001,14680001,1
"26","chr5",14680001,15040001,1
"27","chr5",15040001,15400001,1
"28","chr5",15400001,15760001,1
"29","chr5",15760001,16440001,1
"30","chr5",16440001,17200001,1
"31","chr5",17200001,17520001,1
"32","chr5",17560001,17920001,1
"33","chr5",17920001,18320001,1
"34","chr5",18320001,18760001,1
"35","chr5",18760001,19600001,1
"36","chr5",19760001,20040001,1
"37","chr5",20040001,20280001,1
"38","chr5",20280001,20960001,1
"39","chr5",20960001,21480001,1
"40","chr5",21480001,21800001,1
"41","chr5",21800001,22240001,1
"42","chr5",22240001,22680001,1
"43","chr5",22680001,23200001,1
"44","chr5",23200001,23800001,1
"45","chr5",23800001,24160001,1
"46","chr5",24160001,24600001,1
"47","chr5",24600001,25080001,1
"48","chr5",25080001,25720001,1
"49","chr5",25720001,26520001,1
"50","chr5",26520001,27000001,1
"51","chr5",27000001,27640001,1
"52","chr5",27640001,28040001,1
"53","chr5",28040001,28320001,1
"54","chr5",28320001,28760001,1
"55","chr5",28760001,29240001,1
"56","chr5",29240001,29720001,1
"57","chr5",29720001,30000001,1
"58","chr5",30000001,30440001,1
"59","chr5",30440001,31240001,1
"60","chr5",31240001,31560001,1
"61","chr5",31560001,32160001,1
"62","chr5",32160001,32600001,1
"63","chr5",32600001,33440001,1
"64","chr5",33440001,34200001,1
"65","chr5",34200001,34440001,1
"66","chr5",34440001,35040001,1
"67","chr5",36080001,36720001,1
"68","chr5",36720001,37080001,1
"69","chr5",37080001,37360001,1
"70","chr5",37360001,37760001,1
"71","chr5",37760001,38200001,1
"72","chr5",38200001,38920001,1
"73","chr5",38920001,39560001,1
"74","chr5",39560001,40120001,1
"75","chr5",40120001,40880001,1
"76","chr5",40880001,41680001,1
"77","chr5",41680001,41960001,1
"78","chr5",41960001,42760001,1
"79","chr5",42760001,43520001,1
"80","chr5",43520001,43720001,1
"81","chr5",43720001,44400001,1
"82","chr5",44400001,44800001,1
"83","chr5",44960001,45560001,1
"84","chr5",45560001,45840001,1
"85","chr5",46000001,46280001,1
"86","chr5",49600001,50240001,1
"87","chr5",50240001,50680001,1
"88","chr5",50680001,51280001,1
"89","chr5",51280001,52000001,1
"90","chr5",52000001,52440001,1
"91","chr5",52440001,52800001,1
"92","chr5",52800001,53520001,1
"93","chr5",53520001,53800001,1
"94","chr5",53800001,54200001,1
"95","chr5",54200001,54440001,1
"96","chr5",54440001,55000001,1
"97","chr5",55000001,55560001,1
"98","chr5",55560001,56160001,1
"99","chr5",56160001,56560001,1
"100","chr5",56560001,57080001,1
"101","chr5",57080001,57760001,1
"102","chr5",57760001,58160001,1
"103","chr5",58160001,58680001,1
"104","chr5",58680001,59080001,1
"105","chr5",59080001,59880001,1
"106","chr5",59880001,60240001,1
"107","chr5",60240001,60960001,1
"108","chr5",60960001,61480001,1
"109","chr5",61480001,61720001,1
"110","chr5",61720001,62080001,1
"111","chr5",62080001,62720001,1
