"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr2",1,640001,1
"2","chr2",640001,1080001,1
"3","chr2",1080001,1560001,1
"4","chr2",1560001,1880001,1
"5","chr2",1880001,2480001,1
"6","chr2",2480001,2800001,1
"7","chr2",2800001,3480001,1
"8","chr2",3480001,3720001,1
"9","chr2",3720001,4000001,1
"10","chr2",4000001,4360001,1
"11","chr2",4360001,5000001,1
"12","chr2",5040001,5520001,1
"13","chr2",5520001,6080001,1
"14","chr2",6080001,6920001,1
"15","chr2",6920001,7240001,1
"16","chr2",7240001,7800001,1
"17","chr2",7800001,8320001,1
"18","chr2",8320001,8880001,1
"19","chr2",8880001,9560001,1
"20","chr2",9560001,10160001,1
"21","chr2",10160001,10840001,1
"22","chr2",10840001,11280001,1
"23","chr2",11280001,11960001,1
"24","chr2",11960001,12600001,1
"25","chr2",12600001,13200001,1
"26","chr2",13200001,13720001,1
"27","chr2",13720001,14400001,1
"28","chr2",14400001,15080001,1
"29","chr2",15080001,15760001,1
"30","chr2",15760001,16360001,1
"31","chr2",16360001,16680001,1
"32","chr2",16680001,16960001,1
"33","chr2",16960001,17880001,1
"34","chr2",17880001,18560001,1
"35","chr2",18560001,18960001,1
"36","chr2",19000001,19600001,1
"37","chr2",19600001,20080001,1
"38","chr2",20080001,20840001,1
"39","chr2",20840001,21280001,1
"40","chr2",21280001,21680001,1
"41","chr2",21680001,22000001,1
"42","chr2",22000001,22520001,1
"43","chr2",22520001,23280001,1
"44","chr2",23280001,23600001,1
"45","chr2",23600001,24040001,1
"46","chr2",24040001,24440001,1
"47","chr2",24440001,25120001,1
"48","chr2",25120001,25480001,1
"49","chr2",25480001,26120001,1
"50","chr2",26120001,26440001,1
"51","chr2",26440001,26920001,1
"52","chr2",26920001,27560001,1
"53","chr2",27560001,27920001,1
"54","chr2",27920001,28640001,1
"55","chr2",28640001,29160001,1
"56","chr2",29160001,29440001,1
"57","chr2",29440001,30320001,1
"58","chr2",30320001,30920001,1
"59","chr2",30920001,31600001,1
"60","chr2",31600001,32040001,1
"61","chr2",32040001,32640001,1
"62","chr2",32640001,33000001,1
"63","chr2",33000001,33840001,1
"64","chr2",33840001,34360001,1
"65","chr2",34360001,34760001,1
"66","chr2",34760001,35320001,1
"67","chr2",35320001,35920001,1
"68","chr2",35920001,36560001,1
"69","chr2",36560001,37240001,1
"70","chr2",37240001,37520001,1
"71","chr2",37520001,38120001,1
"72","chr2",38120001,38520001,1
"73","chr2",38520001,39000001,1
"74","chr2",39000001,39520001,1
"75","chr2",39520001,40000001,1
"76","chr2",40000001,40440001,1
"77","chr2",40440001,41040001,1
"78","chr2",41040001,41640001,1
"79","chr2",41640001,42040001,1
"80","chr2",42040001,42560001,1
"81","chr2",42560001,43040001,1
"82","chr2",43040001,43800001,1
"83","chr2",43800001,44200001,1
"84","chr2",44200001,44600001,1
"85","chr2",44600001,45200001,1
"86","chr2",45200001,45800001,1
"87","chr2",45800001,46200001,1
"88","chr2",46200001,46840001,1
"89","chr2",46840001,47120001,1
"90","chr2",47120001,47640001,1
"91","chr2",47640001,48080001,1
"92","chr2",48080001,48720001,1
"93","chr2",48720001,49160001,1
"94","chr2",49160001,49800001,1
"95","chr2",49800001,50720001,1
"96","chr2",50720001,51120001,1
"97","chr2",51120001,51600001,1
"98","chr2",51600001,52120001,1
"99","chr2",52120001,52840001,1
"100","chr2",52840001,53640001,1
"101","chr2",53640001,54080001,1
"102","chr2",54080001,54320001,1
"103","chr2",54320001,54960001,1
"104","chr2",54960001,55440001,1
"105","chr2",55440001,55760001,1
"106","chr2",55760001,56400001,1
"107","chr2",56400001,57000001,1
"108","chr2",57000001,57760001,1
"109","chr2",57920001,58720001,1
"110","chr2",58720001,58960001,1
"111","chr2",58960001,59520001,1
"112","chr2",59520001,60120001,1
"113","chr2",60120001,60920001,1
"114","chr2",60920001,61520001,1
"115","chr2",61520001,62200001,1
"116","chr2",62200001,62640001,1
"117","chr2",62640001,63000001,1
"118","chr2",63000001,63800001,1
"119","chr2",63800001,64120001,1
"120","chr2",64120001,64720001,1
"121","chr2",64720001,65120001,1
"122","chr2",65120001,65800001,1
"123","chr2",65800001,66200001,1
"124","chr2",66200001,66840001,1
"125","chr2",66840001,67440001,1
"126","chr2",67440001,68240001,1
"127","chr2",68240001,68680001,1
"128","chr2",68680001,69160001,1
"129","chr2",69160001,69600001,1
"130","chr2",69600001,70080001,1
"131","chr2",70080001,70520001,1
"132","chr2",70520001,71200001,1
"133","chr2",71200001,71760001,1
"134","chr2",71760001,72360001,1
"135","chr2",72360001,73120001,1
"136","chr2",73120001,73760001,1
"137","chr2",73760001,74360001,1
"138","chr2",74360001,74880001,1
"139","chr2",74880001,75280001,1
"140","chr2",75280001,75920001,1
"141","chr2",75920001,76800001,1
"142","chr2",76800001,77160001,1
"143","chr2",77160001,77640001,1
"144","chr2",77640001,77920001,1
"145","chr2",77920001,78280001,1
"146","chr2",78280001,79200001,1
"147","chr2",80240001,80560001,1
"148","chr2",80560001,80840001,1
"149","chr2",80840001,81520001,1
"150","chr2",81520001,82160001,1
"151","chr2",82160001,82600001,1
"152","chr2",82600001,83120001,1
"153","chr2",83120001,83440001,1
"154","chr2",83440001,83960001,1
"155","chr2",83960001,84600001,1
"156","chr2",84600001,85120001,1
"157","chr2",85120001,85520001,1
"158","chr2",85520001,85880001,1
"159","chr2",85880001,86400001,1
"160","chr2",86400001,87120001,1
"161","chr2",87320001,88240001,1
"162","chr2",88280001,89000001,1
"163","chr2",89000001,89320001,1
"164","chr2",89320001,89600001,1
"165","chr2",96640001,97240001,1
"166","chr2",97240001,97840001,1
"167","chr2",99080001,99720001,1
"168","chr2",99720001,100120001,1
"169","chr2",100120001,100880001,1
"170","chr2",100880001,101200001,1
"171","chr2",101200001,101640001,1
"172","chr2",101640001,101880001,1
"173","chr2",101880001,102480001,1
"174","chr2",102480001,103240001,1
"175","chr2",103240001,103480001,1
"176","chr2",103480001,103840001,1
"177","chr2",103840001,104600001,1
"178","chr2",104600001,105520001,1
"179","chr2",105520001,105960001,1
"180","chr2",105960001,106720001,1
"181","chr2",106720001,107240001,1
"182","chr2",107240001,107640001,1
"183","chr2",107640001,108440001,1
"184","chr2",108520001,108800001,1
"185","chr2",108800001,109400001,1
"186","chr2",109480001,109800001,1
"187","chr2",109800001,110080001,1
"188","chr2",110160001,110520001,1
"189","chr2",112120001,112560001,1
"190","chr2",112720001,113320001,1
"191","chr2",113320001,114320001,1
"192","chr2",114480001,114720001,1
"193","chr2",114720001,115160001,1
"194","chr2",115160001,115400001,1
"195","chr2",115400001,115960001,1
"196","chr2",115960001,116200001,1
"197","chr2",116200001,116800001,1
"198","chr2",116800001,117280001,1
"199","chr2",117280001,118120001,1
