"","col2","res2","end2"
"1","chr2",440000,640000
"2","chr2",640000,1200000
"3","chr2",1200000,1560000
"4","chr2",1560000,1840000
"5","chr2",1840000,2440000
"6","chr2",2440000,2720000
"7","chr2",2720000,2800000
"8","chr2",2800000,3560000
"9","chr2",3560000,3640000
"10","chr2",3640000,4e+06
"11","chr2",4e+06,5e+06
"12","chr2",5e+06,5080000
"13","chr2",5080000,6080000
"14","chr2",6080000,6920000
"15","chr2",6920000,7240000
"16","chr2",7240000,8240000
"17","chr2",8240000,8920000
"18","chr2",8920000,9560000
"19","chr2",9560000,9920000
"20","chr2",9920000,10240000
"21","chr2",10240000,10840000
"22","chr2",10840000,11280000
"23","chr2",11280000,11960000
"24","chr2",11960000,13160000
"25","chr2",13160000,14520000
"26","chr2",14520000,15080000
"27","chr2",15080000,15760000
"28","chr2",15760000,1.6e+07
"29","chr2",1.6e+07,16360000
"30","chr2",16360000,16720000
"31","chr2",16720000,17960000
"32","chr2",17960000,18560000
"33","chr2",18560000,20120000
"34","chr2",20120000,20840000
"35","chr2",20840000,21280000
"36","chr2",21280000,22520000
"37","chr2",22520000,23280000
"38","chr2",23280000,23600000
"39","chr2",23600000,23840000
"40","chr2",23840000,23920000
"41","chr2",23920000,25040000
"42","chr2",25040000,25440000
"43","chr2",25440000,25560000
"44","chr2",25560000,2.6e+07
"45","chr2",2.6e+07,26520000
"46","chr2",26520000,26800000
"47","chr2",26800000,2.7e+07
"48","chr2",2.7e+07,27240000
"49","chr2",27240000,27600000
"50","chr2",27600000,27920000
"51","chr2",27920000,28640000
"52","chr2",28640000,29040000
"53","chr2",29040000,29520000
"54","chr2",29520000,29800000
"55","chr2",29800000,29960000
"56","chr2",29960000,30360000
"57","chr2",30360000,30960000
"58","chr2",30960000,31200000
"59","chr2",31200000,31600000
"60","chr2",31600000,31800000
"61","chr2",31800000,32920000
"62","chr2",32920000,33800000
"63","chr2",33800000,35920000
"64","chr2",35920000,36560000
"65","chr2",36560000,37520000
"66","chr2",37520000,38320000
"67","chr2",38320000,38520000
"68","chr2",38520000,39360000
"69","chr2",39360000,39440000
"70","chr2",39440000,40200000
"71","chr2",40200000,40280000
"72","chr2",40280000,41040000
"73","chr2",41040000,42080000
"74","chr2",42080000,42320000
"75","chr2",42320000,43040000
"76","chr2",43040000,43280000
"77","chr2",43280000,43800000
"78","chr2",43800000,44200000
"79","chr2",44200000,44600000
"80","chr2",44600000,45040000
"81","chr2",45040000,45120000
"82","chr2",45120000,45200000
"83","chr2",45200000,45800000
"84","chr2",45800000,46200000
"85","chr2",46200000,46680000
"86","chr2",46680000,47120000
"87","chr2",47120000,47640000
"88","chr2",47640000,4.8e+07
"89","chr2",4.8e+07,48720000
"90","chr2",48720000,49160000
"91","chr2",49160000,49720000
"92","chr2",49720000,50720000
"93","chr2",50720000,52320000
"94","chr2",52320000,53600000
"95","chr2",53600000,5.4e+07
"96","chr2",5.4e+07,54920000
"97","chr2",54920000,55640000
"98","chr2",55640000,55720000
"99","chr2",55720000,56400000
"100","chr2",56400000,57840000
"101","chr2",57840000,58960000
"102","chr2",58960000,59520000
"103","chr2",59520000,60280000
"104","chr2",60280000,60400000
"105","chr2",60400000,60920000
"106","chr2",60920000,61400000
"107","chr2",61400000,62240000
"108","chr2",62240000,62640000
"109","chr2",62640000,6.3e+07
"110","chr2",6.3e+07,63480000
"111","chr2",63480000,63560000
"112","chr2",63560000,64240000
"113","chr2",64240000,64600000
"114","chr2",64600000,64760000
"115","chr2",64760000,65120000
"116","chr2",65120000,65840000
"117","chr2",65840000,66200000
"118","chr2",66200000,66760000
"119","chr2",66760000,67960000
"120","chr2",67960000,68240000
"121","chr2",68240000,68920000
"122","chr2",68920000,69160000
"123","chr2",69160000,69600000
"124","chr2",69600000,70080000
"125","chr2",70080000,70520000
"126","chr2",70520000,70880000
"127","chr2",70880000,71080000
"128","chr2",71080000,71400000
"129","chr2",71400000,71760000
"130","chr2",71760000,72360000
"131","chr2",72360000,73120000
"132","chr2",73120000,73400000
"133","chr2",73400000,73520000
"134","chr2",73520000,73840000
"135","chr2",73840000,73960000
"136","chr2",73960000,74360000
"137","chr2",74360000,74760000
"138","chr2",74760000,74840000
"139","chr2",74840000,75200000
"140","chr2",75200000,75880000
"141","chr2",75880000,77200000
"142","chr2",77200000,79200000
"143","chr2",79200000,80200000
"144","chr2",80200000,80560000
"145","chr2",80560000,80840000
"146","chr2",80840000,82120000
"147","chr2",82120000,83960000
"148","chr2",83960000,84840000
"149","chr2",84840000,85120000
"150","chr2",85120000,85520000
"151","chr2",85520000,85840000
"152","chr2",85840000,86360000
"153","chr2",86360000,87280000
"154","chr2",87280000,87400000
"155","chr2",87400000,88280000
"156","chr2",88280000,88440000
"157","chr2",88440000,88600000
"158","chr2",88600000,88680000
"159","chr2",88680000,89240000
"160","chr2",89240000,89320000
"161","chr2",89320000,89400000
"162","chr2",89400000,89480000
"163","chr2",89480000,89920000
"164","chr2",89920000,9e+07
"165","chr2",9e+07,90200000
"166","chr2",90200000,90280000
"167","chr2",90280000,95320000
"168","chr2",95320000,95520000
"169","chr2",95520000,95600000
"170","chr2",95600000,95920000
"171","chr2",95920000,96040000
"172","chr2",96040000,96440000
"173","chr2",96440000,96520000
"174","chr2",96520000,97040000
"175","chr2",97040000,97200000
"176","chr2",97200000,97480000
"177","chr2",97480000,97720000
"178","chr2",97720000,97800000
"179","chr2",97800000,98360000
"180","chr2",98360000,9.9e+07
"181","chr2",9.9e+07,99240000
"182","chr2",99240000,99720000
"183","chr2",99720000,100120000
"184","chr2",100120000,100640000
"185","chr2",100640000,100880000
"186","chr2",100880000,101200000
"187","chr2",101200000,101640000
"188","chr2",101640000,101840000
"189","chr2",101840000,102480000
"190","chr2",102480000,102960000
"191","chr2",102960000,103480000
"192","chr2",103480000,103600000
"193","chr2",103600000,104560000
"194","chr2",104560000,105480000
"195","chr2",105480000,105600000
"196","chr2",105600000,106160000
"197","chr2",106160000,106360000
"198","chr2",106360000,106720000
"199","chr2",106720000,107240000
"200","chr2",107240000,107640000
"201","chr2",107640000,108520000
"202","chr2",108520000,108760000
"203","chr2",108760000,109560000
"204","chr2",109560000,109680000
"205","chr2",109680000,109800000
"206","chr2",109800000,110280000
"207","chr2",110280000,110520000
"208","chr2",110520000,111360000
"209","chr2",111360000,111560000
"210","chr2",111560000,111640000
"211","chr2",111640000,112040000
"212","chr2",112040000,112560000
"213","chr2",112560000,112800000
"214","chr2",112800000,113320000
"215","chr2",113320000,113760000
"216","chr2",113760000,114240000
"217","chr2",114240000,114720000
"218","chr2",114720000,115600000
"219","chr2",115600000,117280000
"220","chr2",117280000,118560000
"221","chr2",118560000,118960000
"222","chr2",118960000,119040000
"223","chr2",119040000,119440000
"224","chr2",119440000,119600000
"225","chr2",119600000,1.2e+08
"226","chr2",1.2e+08,120960000
"227","chr2",120960000,121520000
"228","chr2",121520000,121600000
"229","chr2",121600000,121840000
"230","chr2",121840000,122120000
"231","chr2",122120000,122560000
"232","chr2",122560000,122920000
"233","chr2",122920000,1.23e+08
"234","chr2",1.23e+08,124760000
"235","chr2",124760000,125280000
"236","chr2",125280000,125560000
"237","chr2",125560000,126480000
"238","chr2",126480000,127240000
"239","chr2",127240000,127880000
"240","chr2",127880000,128520000
"241","chr2",128520000,128880000
"242","chr2",128880000,129520000
"243","chr2",129520000,1.3e+08
"244","chr2",1.3e+08,130480000
"245","chr2",130480000,130640000
"246","chr2",130640000,131120000
"247","chr2",131120000,131200000
"248","chr2",131200000,133160000
"249","chr2",133160000,133400000
"250","chr2",133400000,133960000
"251","chr2",133960000,134640000
"252","chr2",134640000,134880000
"253","chr2",134880000,135200000
"254","chr2",135200000,135640000
"255","chr2",135640000,136840000
"256","chr2",136840000,137160000
"257","chr2",137160000,137640000
"258","chr2",137640000,138640000
"259","chr2",138640000,139600000
"260","chr2",139600000,140840000
"261","chr2",140840000,143800000
"262","chr2",143800000,145440000
"263","chr2",145440000,147480000
"264","chr2",147480000,148680000
"265","chr2",148680000,149680000
"266","chr2",149680000,149800000
"267","chr2",149800000,150440000
"268","chr2",150440000,151480000
"269","chr2",151480000,152440000
"270","chr2",152440000,153600000
"271","chr2",153600000,154400000
"272","chr2",154400000,156200000
"273","chr2",156200000,158120000
"274","chr2",158120000,158880000
"275","chr2",158880000,159600000
"276","chr2",159600000,160040000
"277","chr2",160040000,160920000
"278","chr2",160920000,162040000
"279","chr2",162040000,163200000
"280","chr2",163200000,165800000
"281","chr2",165800000,167320000
"282","chr2",167320000,1.69e+08
"283","chr2",1.69e+08,169800000
"284","chr2",169800000,170280000
"285","chr2",170280000,171200000
"286","chr2",171200000,171760000
"287","chr2",171760000,172400000
"288","chr2",172400000,1.73e+08
"289","chr2",1.73e+08,173400000
"290","chr2",173400000,174080000
"291","chr2",174080000,174160000
"292","chr2",174160000,174960000
"293","chr2",174960000,176160000
"294","chr2",176160000,176960000
"295","chr2",176960000,178160000
"296","chr2",178160000,178680000
"297","chr2",178680000,178840000
"298","chr2",178840000,179560000
"299","chr2",179560000,180840000
"300","chr2",180840000,182600000
"301","chr2",182600000,1.84e+08
"302","chr2",1.84e+08,184920000
"303","chr2",184920000,187680000
"304","chr2",187680000,190280000
"305","chr2",190280000,191160000
"306","chr2",191160000,191760000
"307","chr2",191760000,192640000
"308","chr2",192640000,194560000
"309","chr2",194560000,196160000
"310","chr2",196160000,196920000
"311","chr2",196920000,197640000
"312","chr2",197640000,198640000
"313","chr2",198640000,199200000
"314","chr2",199200000,200840000
"315","chr2",200840000,201360000
"316","chr2",201360000,202080000
"317","chr2",202080000,202680000
"318","chr2",202680000,203080000
"319","chr2",203080000,204320000
"320","chr2",204320000,204920000
"321","chr2",204920000,205720000
"322","chr2",205720000,206560000
"323","chr2",206560000,2.07e+08
"324","chr2",2.07e+08,207520000
"325","chr2",207520000,208400000
"326","chr2",208400000,209240000
"327","chr2",209240000,210200000
"328","chr2",210200000,211080000
"329","chr2",211080000,211880000
