"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr8",160001,760001,1
"2","chr8",760001,1560001,1
"3","chr8",1560001,2040001,1
"4","chr8",2200001,2440001,1
"5","chr8",2440001,2720001,1
"6","chr8",2720001,3240001,1
"7","chr8",3240001,3800001,1
"8","chr8",3800001,4200001,1
"9","chr8",4200001,4840001,1
"10","chr8",4840001,5360001,1
"11","chr8",5360001,6160001,1
"12","chr8",6160001,6840001,1
"13","chr8",8080001,8600001,1
"14","chr8",8600001,8880001,1
"15","chr8",8880001,9720001,1
"16","chr8",9720001,10360001,1
"17","chr8",10360001,10720001,1
"18","chr8",10720001,11160001,1
"19","chr8",11160001,12080001,1
"20","chr8",12320001,12920001,1
"21","chr8",12920001,13560001,1
"22","chr8",13560001,14120001,1
"23","chr8",14120001,14760001,1
"24","chr8",14760001,15200001,1
"25","chr8",15200001,15680001,1
"26","chr8",15680001,16040001,1
"27","chr8",16040001,16440001,1
"28","chr8",16440001,17120001,1
"29","chr8",17120001,17800001,1
"30","chr8",17800001,18040001,1
"31","chr8",18040001,18640001,1
"32","chr8",18640001,19240001,1
"33","chr8",19240001,19680001,1
"34","chr8",19680001,20000001,1
"35","chr8",20000001,20280001,1
"36","chr8",20280001,20880001,1
"37","chr8",20880001,21680001,1
"38","chr8",21680001,21920001,1
"39","chr8",21920001,22440001,1
"40","chr8",22440001,22920001,1
"41","chr8",22920001,23320001,1
"42","chr8",23320001,24080001,1
"43","chr8",24080001,25000001,1
"44","chr8",25000001,25400001,1
"45","chr8",25400001,25960001,1
"46","chr8",25960001,26520001,1
"47","chr8",26520001,27160001,1
"48","chr8",27160001,27680001,1
"49","chr8",27680001,28200001,1
"50","chr8",28200001,28600001,1
"51","chr8",28600001,29200001,1
"52","chr8",29200001,29920001,1
"53","chr8",29920001,30480001,1
"54","chr8",30480001,31080001,1
"55","chr8",31080001,31440001,1
"56","chr8",31440001,32080001,1
"57","chr8",32080001,32440001,1
"58","chr8",32440001,33200001,1
"59","chr8",33200001,33480001,1
"60","chr8",33480001,34080001,1
"61","chr8",34080001,34560001,1
"62","chr8",34560001,35000001,1
"63","chr8",35000001,35440001,1
"64","chr8",35440001,36040001,1
"65","chr8",36040001,36680001,1
"66","chr8",36680001,37040001,1
"67","chr8",37040001,37640001,1
"68","chr8",37640001,38040001,1
"69","chr8",38040001,38600001,1
"70","chr8",38600001,39000001,1
"71","chr8",39000001,39720001,1
"72","chr8",39720001,40080001,1
"73","chr8",40080001,40840001,1
"74","chr8",40840001,41480001,1
"75","chr8",41480001,42000001,1
"76","chr8",42000001,42680001,1
"77","chr8",42680001,43080001,1
"78","chr8",43080001,43800001,1
"79","chr8",47080001,47720001,1
"80","chr8",47720001,48160001,1
"81","chr8",48160001,48880001,1
"82","chr8",48880001,49080001,1
"83","chr8",49080001,49880001,1
"84","chr8",49880001,50280001,1
"85","chr8",50280001,50840001,1
"86","chr8",50840001,51400001,1
"87","chr8",51400001,51840001,1
"88","chr8",51840001,52520001,1
"89","chr8",52520001,52920001,1
"90","chr8",52920001,53440001,1
"91","chr8",53440001,53880001,1
"92","chr8",53880001,54640001,1
"93","chr8",54640001,55080001,1
"94","chr8",55080001,55520001,1
"95","chr8",55520001,55960001,1
"96","chr8",55960001,56640001,1
"97","chr8",56640001,57000001,1
"98","chr8",57000001,57400001,1
"99","chr8",57400001,57840001,1
"100","chr8",57840001,58320001,1
"101","chr8",58320001,58800001,1
"102","chr8",58800001,59320001,1
"103","chr8",59320001,59600001,1
"104","chr8",59600001,59960001,1
"105","chr8",59960001,60840001,1
"106","chr8",60840001,61360001,1
"107","chr8",61360001,62040001,1
"108","chr8",62040001,62480001,1
"109","chr8",62480001,62880001,1
"110","chr8",62880001,63120001,1
"111","chr8",63120001,63520001,1
"112","chr8",63520001,64080001,1
"113","chr8",64080001,64280001,1
"114","chr8",64280001,64840001,1
"115","chr8",64840001,65480001,1
"116","chr8",65480001,65800001,1
"117","chr8",65800001,66240001,1
"118","chr8",66240001,66480001,1
"119","chr8",67520001,68120001,1
"120","chr8",68120001,68720001,1
"121","chr8",68720001,69440001,1
"122","chr8",69440001,70000001,1
"123","chr8",70000001,70520001,1
"124","chr8",70520001,71000001,1
"125","chr8",71000001,71600001,1
"126","chr8",71760001,72600001,1
"127","chr8",72600001,73080001,1
"128","chr8",73080001,73840001,1
"129","chr8",73840001,74200001,1
"130","chr8",74200001,74560001,1
"131","chr8",74560001,74960001,1
"132","chr8",74960001,75280001,1
