"","col2","res2","end2"
"1","chr18",640000,880000
"2","chr18",880000,1520000
"3","chr18",1520000,2080000
"4","chr18",2080000,2560000
"5","chr18",2560000,3280000
"6","chr18",3280000,4120000
"7","chr18",4120000,4480000
"8","chr18",4480000,5040000
"9","chr18",5040000,5880000
"10","chr18",5880000,6520000
"11","chr18",6520000,7200000
"12","chr18",7200000,7840000
"13","chr18",7840000,8400000
"14","chr18",8400000,8640000
"15","chr18",8640000,9080000
"16","chr18",9080000,9960000
"17","chr18",9960000,10560000
"18","chr18",10560000,11160000
"19","chr18",11160000,11640000
"20","chr18",11640000,12120000
"21","chr18",12120000,12200000
"22","chr18",12200000,12680000
"23","chr18",12680000,1.3e+07
"24","chr18",1.3e+07,13120000
"25","chr18",13120000,13720000
"26","chr18",13720000,14200000
"27","chr18",14200000,14360000
"28","chr18",14360000,14960000
"29","chr18",14960000,15040000
"30","chr18",15040000,15280000
"31","chr18",15280000,15360000
"32","chr18",15360000,18560000
"33","chr18",18560000,18800000
"34","chr18",18800000,19120000
"35","chr18",19120000,19440000
"36","chr18",19440000,19800000
"37","chr18",19800000,20360000
"38","chr18",20360000,21080000
"39","chr18",21080000,21720000
"40","chr18",21720000,21920000
"41","chr18",21920000,22360000
"42","chr18",22360000,22920000
"43","chr18",22920000,23520000
"44","chr18",23520000,23960000
"45","chr18",23960000,24600000
"46","chr18",24600000,25200000
"47","chr18",25200000,26440000
"48","chr18",26440000,28520000
"49","chr18",28520000,29680000
"50","chr18",29680000,30520000
"51","chr18",30520000,31800000
"52","chr18",31800000,32440000
"53","chr18",32440000,32800000
"54","chr18",32800000,33320000
"55","chr18",33320000,33520000
"56","chr18",33520000,34360000
"57","chr18",34360000,35040000
"58","chr18",35040000,35440000
"59","chr18",35440000,36520000
"60","chr18",36520000,37400000
"61","chr18",37400000,37760000
"62","chr18",37760000,39560000
"63","chr18",39560000,41200000
"64","chr18",41200000,42160000
"65","chr18",42160000,42840000
"66","chr18",42840000,43200000
"67","chr18",43200000,43720000
"68","chr18",43720000,44240000
"69","chr18",44240000,44520000
"70","chr18",44520000,44880000
"71","chr18",44880000,4.5e+07
"72","chr18",4.5e+07,45240000
"73","chr18",45240000,45560000
"74","chr18",45560000,46200000
"75","chr18",46200000,4.7e+07
"76","chr18",4.7e+07,47400000
"77","chr18",47400000,47720000
"78","chr18",47720000,4.8e+07
"79","chr18",4.8e+07,48320000
"80","chr18",48320000,48640000
"81","chr18",48640000,49160000
"82","chr18",49160000,49320000
"83","chr18",49320000,49760000
"84","chr18",49760000,50440000
"85","chr18",50440000,50840000
"86","chr18",50840000,51160000
"87","chr18",51160000,51680000
"88","chr18",51680000,52680000
"89","chr18",52680000,53120000
"90","chr18",53120000,53480000
"91","chr18",53480000,54320000
"92","chr18",54320000,54720000
"93","chr18",54720000,54800000
"94","chr18",54800000,55320000
"95","chr18",55320000,55800000
"96","chr18",55800000,56040000
"97","chr18",56040000,56160000
"98","chr18",56160000,56800000
"99","chr18",56800000,57200000
"100","chr18",57200000,57480000
"101","chr18",57480000,58320000
"102","chr18",58320000,59200000
"103","chr18",59200000,59800000
"104","chr18",59800000,60240000
"105","chr18",60240000,61160000
"106","chr18",61160000,61680000
"107","chr18",61680000,62080000
"108","chr18",62080000,63440000
"109","chr18",63440000,64880000
"110","chr18",64880000,66440000
"111","chr18",66440000,67760000
"112","chr18",67760000,68680000
"113","chr18",68680000,69520000
"114","chr18",69520000,70320000
"115","chr18",70320000,71720000
"116","chr18",71720000,72240000
"117","chr18",72240000,72840000
"118","chr18",72840000,73080000
"119","chr18",73080000,73640000
"120","chr18",73640000,73880000
"121","chr18",73880000,74600000
"122","chr18",74600000,74920000
"123","chr18",74920000,75640000
"124","chr18",75640000,76240000
"125","chr18",76240000,76680000
"126","chr18",76680000,77120000
"127","chr18",77120000,77480000
"128","chr18",77480000,77640000
"129","chr18",77640000,78080000
"130","chr18",78080000,78080000
