"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr7",40001,320001,1
"2","chr7",320001,920001,1
"3","chr7",920001,1600001,1
"4","chr7",1600001,2240001,1
"5","chr7",2240001,2760001,1
"6","chr7",2760001,3280001,1
"7","chr7",3280001,3720001,1
"8","chr7",3720001,3960001,1
"9","chr7",3960001,4640001,1
"10","chr7",4640001,5000001,1
"11","chr7",5000001,5880001,1
"12","chr7",6000001,6480001,1
"13","chr7",6520001,7000001,1
"14","chr7",7000001,7600001,1
"15","chr7",7600001,8440001,1
"16","chr7",8440001,8840001,1
"17","chr7",8840001,9360001,1
"18","chr7",9360001,10000001,1
"19","chr7",10000001,10440001,1
"20","chr7",10440001,11000001,1
"21","chr7",11000001,11440001,1
"22","chr7",11440001,11800001,1
"23","chr7",11800001,12560001,1
"24","chr7",12560001,13320001,1
"25","chr7",13320001,13880001,1
"26","chr7",13880001,14480001,1
"27","chr7",14480001,14720001,1
"28","chr7",14720001,15200001,1
"29","chr7",15200001,16120001,1
"30","chr7",16120001,16640001,1
"31","chr7",16640001,16920001,1
"32","chr7",16920001,17720001,1
"33","chr7",17720001,18400001,1
"34","chr7",18400001,18760001,1
"35","chr7",18760001,19160001,1
"36","chr7",19160001,19720001,1
"37","chr7",19720001,20720001,1
"38","chr7",20720001,21320001,1
"39","chr7",21320001,21760001,1
"40","chr7",21760001,22080001,1
"41","chr7",22080001,22560001,1
"42","chr7",22560001,23200001,1
"43","chr7",23200001,23760001,1
"44","chr7",23760001,24440001,1
"45","chr7",24440001,24800001,1
"46","chr7",24800001,25200001,1
"47","chr7",25200001,25880001,1
"48","chr7",25880001,26400001,1
"49","chr7",26400001,26720001,1
"50","chr7",26720001,27200001,1
"51","chr7",27200001,27720001,1
"52","chr7",27720001,28160001,1
"53","chr7",28160001,28920001,1
"54","chr7",28920001,29480001,1
"55","chr7",29480001,29960001,1
"56","chr7",29960001,30640001,1
"57","chr7",30640001,31160001,1
"58","chr7",31160001,31680001,1
"59","chr7",31680001,32560001,1
"60","chr7",32560001,33200001,1
"61","chr7",33200001,33960001,1
"62","chr7",33960001,34240001,1
"63","chr7",34240001,35000001,1
"64","chr7",35000001,35680001,1
"65","chr7",35680001,36440001,1
"66","chr7",36440001,37240001,1
"67","chr7",37240001,37880001,1
"68","chr7",37880001,38400001,1
"69","chr7",38400001,38840001,1
"70","chr7",38840001,39600001,1
"71","chr7",39600001,40200001,1
"72","chr7",41240001,41960001,1
"73","chr7",41960001,42640001,1
"74","chr7",42640001,42960001,1
"75","chr7",42960001,43560001,1
"76","chr7",43560001,44000001,1
"77","chr7",44000001,44280001,1
"78","chr7",44280001,44600001,1
"79","chr7",44600001,45200001,1
"80","chr7",45200001,45920001,1
"81","chr7",45920001,46400001,1
"82","chr7",46400001,46760001,1
"83","chr7",46760001,47200001,1
"84","chr7",47200001,47960001,1
"85","chr7",47960001,48400001,1
"86","chr7",48400001,48960001,1
"87","chr7",48960001,49480001,1
"88","chr7",49480001,49800001,1
"89","chr7",49800001,50120001,1
"90","chr7",50120001,50520001,1
"91","chr7",50520001,51240001,1
"92","chr7",51240001,51480001,1
"93","chr7",51480001,51760001,1
"94","chr7",51760001,52200001,1
"95","chr7",52200001,52600001,1
"96","chr7",52600001,53240001,1
"97","chr7",53240001,54120001,1
"98","chr7",54120001,54840001,1
"99","chr7",54840001,55680001,1
"100","chr7",55680001,56240001,1
"101","chr7",56240001,57160001,1
"102","chr7",57160001,57600001,1
"103","chr7",57600001,57880001,1
"104","chr7",62080001,62960001,1
"105","chr7",63240001,63880001,1
"106","chr7",63880001,64560001,1
"107","chr7",64680001,65080001,1
"108","chr7",65200001,65440001,1
"109","chr7",65440001,65960001,1
"110","chr7",65960001,66480001,1
"111","chr7",66480001,66800001,1
"112","chr7",66800001,67240001,1
"113","chr7",67240001,67640001,1
"114","chr7",67640001,68080001,1
"115","chr7",68080001,68440001,1
"116","chr7",68440001,68800001,1
"117","chr7",68800001,69360001,1
"118","chr7",69360001,69680001,1
"119","chr7",69680001,70000001,1
"120","chr7",70000001,70280001,1
"121","chr7",70280001,70600001,1
"122","chr7",70600001,70920001,1
"123","chr7",70920001,71200001,1
"124","chr7",71200001,71680001,1
"125","chr7",71680001,72080001,1
"126","chr7",72080001,72440001,1
"127","chr7",72680001,72960001,1
"128","chr7",72960001,73240001,1
"129","chr7",73240001,73640001,1
"130","chr7",73640001,74360001,1
"131","chr7",75160001,75400001,1
"132","chr7",75400001,76240001,1
"133","chr7",76280001,76560001,1
"134","chr7",76680001,77040001,1
"135","chr7",77040001,77280001,1
"136","chr7",77280001,77720001,1
"137","chr7",77720001,78120001,1
"138","chr7",78120001,78920001,1
"139","chr7",78920001,79680001,1
"140","chr7",79680001,80000001,1
"141","chr7",80000001,80360001,1
"142","chr7",80360001,81120001,1
"143","chr7",81120001,81680001,1
"144","chr7",81680001,82400001,1
"145","chr7",82400001,82920001,1
"146","chr7",82920001,83560001,1
"147","chr7",83560001,84080001,1
"148","chr7",84080001,84640001,1
"149","chr7",84640001,85480001,1
"150","chr7",85480001,86160001,1
"151","chr7",86160001,86560001,1
"152","chr7",86560001,86800001,1
"153","chr7",86800001,87080001,1
"154","chr7",87080001,87520001,1
"155","chr7",87520001,87840001,1
"156","chr7",87840001,88440001,1
"157","chr7",88440001,88840001,1
"158","chr7",88840001,89400001,1
"159","chr7",89400001,89760001,1
"160","chr7",89760001,90120001,1
"161","chr7",90120001,90720001,1
"162","chr7",90720001,91440001,1
"163","chr7",91440001,92160001,1
"164","chr7",92160001,92720001,1
"165","chr7",92720001,93280001,1
"166","chr7",93280001,93920001,1
"167","chr7",94960001,95520001,1
"168","chr7",95520001,96000001,1
"169","chr7",96000001,96720001,1
"170","chr7",96720001,97640001,1
"171","chr7",97640001,97840001,1
"172","chr7",97840001,98520001,1
"173","chr7",98520001,99000001,1
"174","chr7",99000001,99680001,1
"175","chr7",99680001,100440001,1
"176","chr7",100440001,100960001,1
"177","chr7",101000001,101400001,1
"178","chr7",101400001,101640001,1
"179","chr7",101640001,101920001,1
"180","chr7",101920001,102160001,1
"181","chr7",102320001,102720001,1
"182","chr7",102720001,103080001,1
"183","chr7",103080001,103840001,1
"184","chr7",103840001,104560001,1
"185","chr7",104560001,105240001,1
"186","chr7",105240001,105800001,1
"187","chr7",105800001,106440001,1
"188","chr7",106440001,106800001,1
"189","chr7",106800001,107360001,1
"190","chr7",107360001,107720001,1
"191","chr7",107720001,108240001,1
"192","chr7",108240001,109080001,1
"193","chr7",109080001,109560001,1
"194","chr7",109560001,110120001,1
"195","chr7",110120001,110720001,1
"196","chr7",110720001,111400001,1
"197","chr7",111400001,112160001,1
"198","chr7",112160001,112600001,1
