"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr9",1160001,1640001,1
"2","chr9",1640001,2280001,1
"3","chr9",2280001,2840001,1
"4","chr9",2840001,3240001,1
"5","chr9",3240001,3440001,1
"6","chr9",3440001,4080001,1
"7","chr9",4080001,4320001,1
"8","chr9",4320001,4640001,1
"9","chr9",4640001,5120001,1
"10","chr9",5120001,5760001,1
"11","chr9",5760001,6720001,1
"12","chr9",6720001,7280001,1
"13","chr9",7280001,7800001,1
"14","chr9",7800001,8360001,1
"15","chr9",8360001,9000001,1
"16","chr9",9000001,9360001,1
"17","chr9",9360001,10000001,1
"18","chr9",10000001,10360001,1
"19","chr9",10360001,10760001,1
"20","chr9",10920001,11400001,1
"21","chr9",11400001,11840001,1
"22","chr9",11840001,12680001,1
"23","chr9",12680001,13080001,1
"24","chr9",13080001,13480001,1
"25","chr9",13640001,14080001,1
"26","chr9",14080001,14440001,1
"27","chr9",14440001,14840001,1
"28","chr9",14840001,15160001,1
"29","chr9",15160001,15640001,1
"30","chr9",15640001,15840001,1
"31","chr9",15840001,16160001,1
"32","chr9",16160001,16680001,1
"33","chr9",16680001,17040001,1
"34","chr9",17040001,17520001,1
"35","chr9",17520001,18200001,1
"36","chr9",18200001,19040001,1
"37","chr9",19040001,19480001,1
"38","chr9",19480001,20200001,1
"39","chr9",20200001,21000001,1
"40","chr9",22040001,22520001,1
"41","chr9",22520001,23040001,1
"42","chr9",23040001,23480001,1
"43","chr9",23480001,23840001,1
"44","chr9",23840001,24080001,1
"45","chr9",24080001,24920001,1
"46","chr9",24920001,25320001,1
"47","chr9",25320001,25720001,1
"48","chr9",25720001,26680001,1
"49","chr9",26680001,27200001,1
"50","chr9",27200001,27560001,1
"51","chr9",27560001,28360001,1
"52","chr9",28360001,28760001,1
"53","chr9",28760001,29320001,1
"54","chr9",29320001,29760001,1
"55","chr9",29760001,30240001,1
"56","chr9",30240001,30800001,1
"57","chr9",30800001,31080001,1
"58","chr9",31080001,31800001,1
"59","chr9",31800001,32360001,1
"60","chr9",32360001,33000001,1
"61","chr9",33000001,33680001,1
"62","chr9",33680001,34280001,1
"63","chr9",34280001,34640001,1
"64","chr9",34640001,35080001,1
"65","chr9",35080001,35480001,1
"66","chr9",35480001,35840001,1
"67","chr9",35840001,36040001,1
"68","chr9",36040001,36360001,1
"69","chr9",36360001,36600001,1
