"","col2","res2","end2"
"1","chr9",1040000,1640000
"2","chr9",1640000,1720000
"3","chr9",1720000,1920000
"4","chr9",1920000,2240000
"5","chr9",2240000,2640000
"6","chr9",2640000,2840000
"7","chr9",2840000,3240000
"8","chr9",3240000,3720000
"9","chr9",3720000,4360000
"10","chr9",4360000,4760000
"11","chr9",4760000,5120000
"12","chr9",5120000,5600000
"13","chr9",5600000,6080000
"14","chr9",6080000,6360000
"15","chr9",6360000,6840000
"16","chr9",6840000,7280000
"17","chr9",7280000,7800000
"18","chr9",7800000,8200000
"19","chr9",8200000,9080000
"20","chr9",9080000,9360000
"21","chr9",9360000,9600000
"22","chr9",9600000,9760000
"23","chr9",9760000,12680000
"24","chr9",12680000,13440000
"25","chr9",13440000,13880000
"26","chr9",13880000,14080000
"27","chr9",14080000,14800000
"28","chr9",14800000,15120000
"29","chr9",15120000,15640000
"30","chr9",15640000,16120000
"31","chr9",16120000,16680000
"32","chr9",16680000,17080000
"33","chr9",17080000,17520000
"34","chr9",17520000,18240000
"35","chr9",18240000,18840000
"36","chr9",18840000,19040000
"37","chr9",19040000,19480000
"38","chr9",19480000,20200000
"39","chr9",20200000,21040000
"40","chr9",21040000,2.2e+07
"41","chr9",2.2e+07,22080000
"42","chr9",22080000,23120000
"43","chr9",23120000,23960000
"44","chr9",23960000,24920000
"45","chr9",24920000,25840000
"46","chr9",25840000,26680000
"47","chr9",26680000,27320000
"48","chr9",27320000,27560000
"49","chr9",27560000,28200000
"50","chr9",28200000,29440000
"51","chr9",29440000,29720000
"52","chr9",29720000,30920000
"53","chr9",30920000,31800000
"54","chr9",31800000,32360000
"55","chr9",32360000,3.3e+07
"56","chr9",3.3e+07,33680000
"57","chr9",33680000,3.4e+07
"58","chr9",3.4e+07,34280000
"59","chr9",34280000,34640000
"60","chr9",34640000,3.5e+07
"61","chr9",3.5e+07,35280000
"62","chr9",35280000,35480000
"63","chr9",35480000,35840000
"64","chr9",35840000,36160000
"65","chr9",36160000,36600000
"66","chr9",36600000,36880000
"67","chr9",36880000,37360000
"68","chr9",37360000,37560000
"69","chr9",37560000,37880000
"70","chr9",37880000,38400000
"71","chr9",38400000,38720000
"72","chr9",38720000,38800000
"73","chr9",38800000,3.9e+07
"74","chr9",3.9e+07,39120000
"75","chr9",39120000,39200000
"76","chr9",39200000,44160000
"77","chr9",44160000,44280000
"78","chr9",44280000,44720000
"79","chr9",44720000,44840000
"80","chr9",44840000,44920000
"81","chr9",44920000,47160000
"82","chr9",47160000,47240000
"83","chr9",47240000,66240000
"84","chr9",66240000,66320000
"85","chr9",66320000,70920000
"86","chr9",70920000,71200000
"87","chr9",71200000,71640000
"88","chr9",71640000,72120000
"89","chr9",72120000,72560000
"90","chr9",72560000,72880000
"91","chr9",72880000,73360000
"92","chr9",73360000,73880000
"93","chr9",73880000,74640000
"94","chr9",74640000,75240000
"95","chr9",75240000,75800000
"96","chr9",75800000,76320000
"97","chr9",76320000,77280000
"98","chr9",77280000,77960000
"99","chr9",77960000,78040000
"100","chr9",78040000,78520000
"101","chr9",78520000,78960000
"102","chr9",78960000,79360000
