"","col2","res2","end2"
"1","chr8",160000,360000
"2","chr8",360000,8e+05
"3","chr8",8e+05,1e+06
"4","chr8",1e+06,1200000
"5","chr8",1200000,1520000
"6","chr8",1520000,1600000
"7","chr8",1600000,1840000
"8","chr8",1840000,2040000
"9","chr8",2040000,2280000
"10","chr8",2280000,2360000
"11","chr8",2360000,2640000
"12","chr8",2640000,3400000
"13","chr8",3400000,4040000
"14","chr8",4040000,4200000
"15","chr8",4200000,4640000
"16","chr8",4640000,5120000
"17","chr8",5120000,5440000
"18","chr8",5440000,5960000
"19","chr8",5960000,6160000
"20","chr8",6160000,6240000
"21","chr8",6240000,6440000
"22","chr8",6440000,6520000
"23","chr8",6520000,6720000
"24","chr8",6720000,6800000
"25","chr8",6800000,6880000
"26","chr8",6880000,7e+06
"27","chr8",7e+06,8080000
"28","chr8",8080000,8600000
"29","chr8",8600000,8920000
"30","chr8",8920000,9240000
"31","chr8",9240000,9440000
"32","chr8",9440000,9720000
"33","chr8",9720000,9840000
"34","chr8",9840000,10120000
"35","chr8",10120000,10280000
"36","chr8",10280000,10480000
"37","chr8",10480000,10640000
"38","chr8",10640000,10840000
"39","chr8",10840000,11160000
"40","chr8",11160000,11400000
"41","chr8",11400000,11760000
"42","chr8",11760000,11840000
"43","chr8",11840000,12200000
"44","chr8",12200000,12280000
"45","chr8",12280000,12880000
"46","chr8",12880000,13240000
"47","chr8",13240000,13600000
"48","chr8",13600000,14120000
"49","chr8",14120000,14800000
"50","chr8",14800000,15280000
"51","chr8",15280000,15440000
"52","chr8",15440000,1.6e+07
"53","chr8",1.6e+07,16400000
"54","chr8",16400000,1.7e+07
"55","chr8",1.7e+07,17400000
"56","chr8",17400000,17800000
"57","chr8",17800000,18200000
"58","chr8",18200000,18400000
"59","chr8",18400000,18680000
"60","chr8",18680000,18920000
"61","chr8",18920000,19040000
"62","chr8",19040000,19200000
"63","chr8",19200000,19640000
"64","chr8",19640000,20080000
"65","chr8",20080000,20320000
"66","chr8",20320000,20440000
"67","chr8",20440000,20680000
"68","chr8",20680000,20880000
"69","chr8",20880000,21040000
"70","chr8",21040000,21120000
"71","chr8",21120000,21280000
"72","chr8",21280000,21640000
"73","chr8",21640000,21840000
"74","chr8",21840000,22120000
"75","chr8",22120000,22440000
"76","chr8",22440000,22840000
"77","chr8",22840000,23280000
"78","chr8",23280000,23720000
"79","chr8",23720000,23880000
"80","chr8",23880000,24320000
"81","chr8",24320000,24880000
"82","chr8",24880000,25360000
"83","chr8",25360000,25960000
"84","chr8",25960000,26440000
"85","chr8",26440000,26520000
"86","chr8",26520000,26960000
"87","chr8",26960000,27120000
"88","chr8",27120000,27440000
"89","chr8",27440000,27680000
"90","chr8",27680000,27960000
"91","chr8",27960000,28200000
"92","chr8",28200000,28680000
"93","chr8",28680000,28880000
"94","chr8",28880000,29160000
"95","chr8",29160000,29920000
"96","chr8",29920000,30560000
"97","chr8",30560000,31080000
"98","chr8",31080000,31440000
"99","chr8",31440000,31920000
"100","chr8",31920000,32360000
"101","chr8",32360000,32960000
"102","chr8",32960000,33480000
"103","chr8",33480000,33680000
"104","chr8",33680000,33920000
"105","chr8",33920000,34080000
"106","chr8",34080000,34680000
"107","chr8",34680000,34960000
"108","chr8",34960000,35320000
"109","chr8",35320000,35640000
"110","chr8",35640000,35800000
"111","chr8",35800000,36120000
"112","chr8",36120000,36240000
"113","chr8",36240000,36520000
"114","chr8",36520000,36680000
"115","chr8",36680000,37640000
"116","chr8",37640000,37960000
"117","chr8",37960000,38240000
"118","chr8",38240000,38640000
"119","chr8",38640000,38840000
"120","chr8",38840000,39160000
"121","chr8",39160000,39400000
"122","chr8",39400000,39760000
"123","chr8",39760000,39880000
"124","chr8",39880000,40080000
"125","chr8",40080000,40280000
"126","chr8",40280000,40400000
"127","chr8",40400000,40640000
"128","chr8",40640000,40920000
"129","chr8",40920000,4.1e+07
"130","chr8",4.1e+07,41160000
"131","chr8",41160000,41240000
"132","chr8",41240000,41400000
"133","chr8",41400000,41640000
"134","chr8",41640000,41720000
"135","chr8",41720000,41840000
"136","chr8",41840000,42040000
"137","chr8",42040000,42280000
"138","chr8",42280000,42560000
"139","chr8",42560000,42680000
"140","chr8",42680000,42960000
"141","chr8",42960000,43040000
"142","chr8",43040000,43120000
"143","chr8",43120000,43200000
"144","chr8",43200000,43280000
"145","chr8",43280000,43360000
"146","chr8",43360000,43440000
"147","chr8",43440000,43560000
"148","chr8",43560000,43680000
"149","chr8",43680000,43760000
"150","chr8",43760000,46920000
"151","chr8",46920000,47040000
"152","chr8",47040000,47120000
"153","chr8",47120000,47200000
"154","chr8",47200000,47280000
"155","chr8",47280000,47360000
"156","chr8",47360000,47600000
"157","chr8",47600000,47880000
"158","chr8",47880000,48160000
"159","chr8",48160000,48680000
"160","chr8",48680000,4.9e+07
"161","chr8",4.9e+07,49280000
"162","chr8",49280000,49400000
"163","chr8",49400000,49840000
"164","chr8",49840000,51360000
"165","chr8",51360000,52560000
"166","chr8",52560000,53600000
"167","chr8",53600000,54080000
"168","chr8",54080000,54760000
"169","chr8",54760000,55440000
"170","chr8",55440000,56360000
"171","chr8",56360000,56440000
"172","chr8",56440000,57120000
"173","chr8",57120000,57840000
"174","chr8",57840000,58400000
"175","chr8",58400000,59600000
"176","chr8",59600000,61320000
"177","chr8",61320000,62040000
"178","chr8",62040000,62480000
"179","chr8",62480000,63920000
"180","chr8",63920000,64240000
"181","chr8",64240000,65440000
"182","chr8",65440000,66520000
"183","chr8",66520000,67360000
"184","chr8",67360000,68240000
"185","chr8",68240000,68720000
"186","chr8",68720000,69440000
"187","chr8",69440000,70560000
"188","chr8",70560000,71040000
"189","chr8",71040000,71600000
"190","chr8",71600000,73080000
"191","chr8",73080000,73840000
"192","chr8",73840000,74560000
"193","chr8",74560000,75280000
"194","chr8",75280000,76440000
"195","chr8",76440000,79520000
"196","chr8",79520000,80560000
"197","chr8",80560000,81880000
"198","chr8",81880000,82720000
"199","chr8",82720000,8.6e+07
"200","chr8",8.6e+07,92400000
"201","chr8",92400000,94680000
"202","chr8",94680000,96320000
"203","chr8",96320000,97240000
"204","chr8",97240000,98600000
"205","chr8",98600000,99120000
"206","chr8",99120000,101160000
"207","chr8",101160000,102320000
"208","chr8",102320000,103240000
"209","chr8",103240000,104040000
"210","chr8",104040000,107640000
"211","chr8",107640000,112360000
"212","chr8",112360000,116080000
"213","chr8",116080000,117760000
"214","chr8",117760000,118360000
"215","chr8",118360000,119520000
"216","chr8",119520000,120480000
"217","chr8",120480000,120760000
"218","chr8",120760000,121440000
"219","chr8",121440000,123640000
"220","chr8",123640000,124240000
"221","chr8",124240000,125560000
"222","chr8",125560000,126040000
"223","chr8",126040000,127840000
"224","chr8",127840000,128120000
"225","chr8",128120000,129920000
"226","chr8",129920000,130760000
"227","chr8",130760000,131720000
"228","chr8",131720000,1.33e+08
"229","chr8",1.33e+08,133880000
"230","chr8",133880000,134200000
"231","chr8",134200000,134520000
"232","chr8",134520000,135040000
"233","chr8",135040000,135920000
"234","chr8",135920000,136480000
"235","chr8",136480000,137760000
"236","chr8",137760000,139160000
"237","chr8",139160000,139720000
"238","chr8",139720000,140520000
"239","chr8",140520000,140720000
"240","chr8",140720000,141240000
"241","chr8",141240000,141840000
"242","chr8",141840000,142200000
"243","chr8",142200000,142400000
"244","chr8",142400000,142640000
"245","chr8",142640000,142760000
"246","chr8",142760000,143200000
"247","chr8",143200000,143600000
"248","chr8",143600000,143840000
"249","chr8",143840000,144200000
"250","chr8",144200000,144640000
"251","chr8",144640000,145200000
"252","chr8",145200000,145280000
"253","chr8",145280000,145480000
"254","chr8",145480000,145680000
"255","chr8",145680000,146040000
"256","chr8",146040000,146240000
"257","chr8",146240000,146320000
"258","chr8",146320000,146400000
"259","chr8",146400000,146400000
