"","col2","res2","end2"
"1","chr4",40000,160000
"2","chr4",160000,240000
"3","chr4",240000,320000
"4","chr4",320000,480000
"5","chr4",480000,6e+05
"6","chr4",6e+05,8e+05
"7","chr4",8e+05,920000
"8","chr4",920000,1400000
"9","chr4",1400000,1560000
"10","chr4",1560000,1920000
"11","chr4",1920000,2e+06
"12","chr4",2e+06,2200000
"13","chr4",2200000,2480000
"14","chr4",2480000,2560000
"15","chr4",2560000,2720000
"16","chr4",2720000,3080000
"17","chr4",3080000,3560000
"18","chr4",3560000,3880000
"19","chr4",3880000,4e+06
"20","chr4",4e+06,4160000
"21","chr4",4160000,4280000
"22","chr4",4280000,4360000
"23","chr4",4360000,4440000
"24","chr4",4440000,4680000
"25","chr4",4680000,4760000
"26","chr4",4760000,4920000
"27","chr4",4920000,5040000
"28","chr4",5040000,5200000
"29","chr4",5200000,5400000
"30","chr4",5400000,5480000
"31","chr4",5480000,5640000
"32","chr4",5640000,5800000
"33","chr4",5800000,6e+06
"34","chr4",6e+06,6120000
"35","chr4",6120000,6400000
"36","chr4",6400000,6680000
"37","chr4",6680000,7160000
"38","chr4",7160000,7440000
"39","chr4",7440000,7520000
"40","chr4",7520000,7720000
"41","chr4",7720000,8120000
"42","chr4",8120000,8480000
"43","chr4",8480000,8720000
"44","chr4",8720000,8880000
"45","chr4",8880000,9120000
"46","chr4",9120000,9360000
"47","chr4",9360000,9440000
"48","chr4",9440000,9600000
"49","chr4",9600000,9760000
"50","chr4",9760000,10040000
"51","chr4",10040000,10160000
"52","chr4",10160000,10480000
"53","chr4",10480000,11040000
"54","chr4",11040000,11440000
"55","chr4",11440000,11800000
"56","chr4",11800000,1.2e+07
"57","chr4",1.2e+07,12680000
"58","chr4",12680000,13640000
"59","chr4",13640000,14280000
"60","chr4",14280000,14880000
"61","chr4",14880000,14960000
"62","chr4",14960000,15440000
"63","chr4",15440000,15760000
"64","chr4",15760000,16040000
"65","chr4",16040000,16200000
"66","chr4",16200000,16560000
"67","chr4",16560000,1.7e+07
"68","chr4",1.7e+07,17320000
"69","chr4",17320000,17560000
"70","chr4",17560000,17800000
"71","chr4",17800000,18600000
"72","chr4",18600000,19280000
"73","chr4",19280000,20240000
"74","chr4",20240000,20800000
"75","chr4",20800000,21080000
"76","chr4",21080000,21440000
"77","chr4",21440000,21800000
"78","chr4",21800000,22400000
"79","chr4",22400000,22720000
"80","chr4",22720000,23640000
"81","chr4",23640000,23880000
"82","chr4",23880000,24440000
"83","chr4",24440000,24880000
"84","chr4",24880000,24960000
"85","chr4",24960000,25400000
"86","chr4",25400000,25800000
"87","chr4",25800000,25920000
"88","chr4",25920000,26440000
"89","chr4",26440000,26720000
"90","chr4",26720000,27040000
"91","chr4",27040000,27400000
"92","chr4",27400000,30040000
"93","chr4",30040000,30120000
"94","chr4",30120000,30720000
"95","chr4",30720000,31720000
"96","chr4",31720000,33160000
"97","chr4",33160000,34760000
"98","chr4",34760000,35920000
"99","chr4",35920000,36400000
"100","chr4",36400000,37400000
"101","chr4",37400000,37800000
"102","chr4",37800000,38160000
"103","chr4",38160000,38800000
"104","chr4",38800000,39440000
"105","chr4",39440000,4e+07
"106","chr4",4e+07,40080000
"107","chr4",40080000,40520000
"108","chr4",40520000,40920000
"109","chr4",40920000,41240000
"110","chr4",41240000,41720000
"111","chr4",41720000,41880000
"112","chr4",41880000,42280000
"113","chr4",42280000,42960000
"114","chr4",42960000,43680000
"115","chr4",43680000,44680000
"116","chr4",44680000,45560000
"117","chr4",45560000,46040000
"118","chr4",46040000,46920000
"119","chr4",46920000,47640000
"120","chr4",47640000,48160000
"121","chr4",48160000,48240000
"122","chr4",48240000,49480000
"123","chr4",49480000,49600000
"124","chr4",49600000,52680000
"125","chr4",52680000,52800000
"126","chr4",52800000,52880000
"127","chr4",52880000,53240000
"128","chr4",53240000,53440000
"129","chr4",53440000,53880000
"130","chr4",53880000,54360000
"131","chr4",54360000,54480000
"132","chr4",54480000,54720000
"133","chr4",54720000,54800000
"134","chr4",54800000,55080000
"135","chr4",55080000,55280000
"136","chr4",55280000,55560000
"137","chr4",55560000,55840000
"138","chr4",55840000,56200000
"139","chr4",56200000,56840000
"140","chr4",56840000,57240000
"141","chr4",57240000,57760000
"142","chr4",57760000,57840000
"143","chr4",57840000,58120000
"144","chr4",58120000,58520000
"145","chr4",58520000,58600000
"146","chr4",58600000,59880000
"147","chr4",59880000,61360000
"148","chr4",61360000,62560000
"149","chr4",62560000,63440000
"150","chr4",63440000,65480000
"151","chr4",65480000,67680000
"152","chr4",67680000,68240000
"153","chr4",68240000,69400000
"154","chr4",69400000,69480000
"155","chr4",69480000,70520000
"156","chr4",70520000,71480000
"157","chr4",71480000,71880000
"158","chr4",71880000,72600000
"159","chr4",72600000,73360000
"160","chr4",73360000,73920000
"161","chr4",73920000,75040000
"162","chr4",75040000,75680000
"163","chr4",75680000,76440000
"164","chr4",76440000,76840000
"165","chr4",76840000,77040000
"166","chr4",77040000,77680000
"167","chr4",77680000,77920000
"168","chr4",77920000,78120000
"169","chr4",78120000,78280000
"170","chr4",78280000,78360000
"171","chr4",78360000,78520000
"172","chr4",78520000,78960000
"173","chr4",78960000,79040000
"174","chr4",79040000,79440000
"175","chr4",79440000,79840000
"176","chr4",79840000,81080000
"177","chr4",81080000,81200000
"178","chr4",81200000,82320000
"179","chr4",82320000,83200000
"180","chr4",83200000,83800000
"181","chr4",83800000,84200000
"182","chr4",84200000,84560000
"183","chr4",84560000,84880000
"184","chr4",84880000,85480000
"185","chr4",85480000,86040000
"186","chr4",86040000,86680000
"187","chr4",86680000,87400000
"188","chr4",87400000,88160000
"189","chr4",88160000,88920000
"190","chr4",88920000,89440000
"191","chr4",89440000,90040000
"192","chr4",90040000,90840000
"193","chr4",90840000,9.2e+07
"194","chr4",9.2e+07,92120000
"195","chr4",92120000,94160000
"196","chr4",94160000,95240000
"197","chr4",95240000,96080000
"198","chr4",96080000,97240000
"199","chr4",97240000,98680000
"200","chr4",98680000,99360000
"201","chr4",99360000,99800000
"202","chr4",99800000,100480000
"203","chr4",100480000,100880000
"204","chr4",100880000,101240000
"205","chr4",101240000,1.02e+08
"206","chr4",1.02e+08,103280000
"207","chr4",103280000,104080000
"208","chr4",104080000,104920000
"209","chr4",104920000,106400000
"210","chr4",106400000,107280000
"211","chr4",107280000,107920000
"212","chr4",107920000,108920000
"213","chr4",108920000,109560000
"214","chr4",109560000,110320000
"215","chr4",110320000,110920000
"216","chr4",110920000,111480000
"217","chr4",111480000,112880000
"218","chr4",112880000,113520000
"219","chr4",113520000,114240000
"220","chr4",114240000,115640000
"221","chr4",115640000,117080000
"222","chr4",117080000,119200000
"223","chr4",119200000,119520000
"224","chr4",119520000,120360000
"225","chr4",120360000,1.21e+08
"226","chr4",1.21e+08,122080000
"227","chr4",122080000,122800000
"228","chr4",122800000,123080000
"229","chr4",123080000,123920000
"230","chr4",123920000,125200000
"231","chr4",125200000,126240000
"232","chr4",126240000,127520000
"233","chr4",127520000,128440000
"234","chr4",128440000,129120000
"235","chr4",129120000,129800000
"236","chr4",129800000,130680000
"237","chr4",130680000,132640000
"238","chr4",132640000,132720000
"239","chr4",132720000,134080000
"240","chr4",134080000,135840000
"241","chr4",135840000,137880000
"242","chr4",137880000,138960000
"243","chr4",138960000,139840000
"244","chr4",139840000,140440000
"245","chr4",140440000,140680000
"246","chr4",140680000,140920000
"247","chr4",140920000,141280000
"248","chr4",141280000,142080000
"249","chr4",142080000,143040000
"250","chr4",143040000,144440000
"251","chr4",144440000,145080000
"252","chr4",145080000,146120000
"253","chr4",146120000,146520000
"254","chr4",146520000,147160000
"255","chr4",147160000,147920000
"256","chr4",147920000,148080000
"257","chr4",148080000,148960000
"258","chr4",148960000,149120000
"259","chr4",149120000,150320000
"260","chr4",150320000,150840000
"261","chr4",150840000,151160000
"262","chr4",151160000,1.52e+08
"263","chr4",1.52e+08,152280000
"264","chr4",152280000,152680000
"265","chr4",152680000,153040000
"266","chr4",153040000,153240000
"267","chr4",153240000,154040000
"268","chr4",154040000,154680000
"269","chr4",154680000,155440000
"270","chr4",155440000,156320000
"271","chr4",156320000,156880000
"272","chr4",156880000,158080000
"273","chr4",158080000,159160000
"274","chr4",159160000,159600000
"275","chr4",159600000,160360000
"276","chr4",160360000,160880000
"277","chr4",160880000,163400000
"278","chr4",163400000,164480000
"279","chr4",164480000,165680000
"280","chr4",165680000,1.66e+08
"281","chr4",1.66e+08,166400000
"282","chr4",166400000,167080000
"283","chr4",167080000,168240000
"284","chr4",168240000,169080000
"285","chr4",169080000,169840000
"286","chr4",169840000,170640000
"287","chr4",170640000,171040000
"288","chr4",171040000,171800000
"289","chr4",171800000,172720000
"290","chr4",172720000,173760000
"291","chr4",173760000,174240000
"292","chr4",174240000,175120000
"293","chr4",175120000,176480000
"294","chr4",176480000,177280000
"295","chr4",177280000,178160000
"296","chr4",178160000,178480000
"297","chr4",178480000,179520000
"298","chr4",179520000,180600000
"299","chr4",180600000,181840000
"300","chr4",181840000,181920000
"301","chr4",181920000,182320000
"302","chr4",182320000,182400000
"303","chr4",182400000,182480000
"304","chr4",182480000,182560000
"305","chr4",182560000,182840000
"306","chr4",182840000,182920000
"307","chr4",182920000,1.83e+08
"308","chr4",1.83e+08,183120000
"309","chr4",183120000,183200000
"310","chr4",183200000,183280000
"311","chr4",183280000,183400000
"312","chr4",183400000,183560000
"313","chr4",183560000,183800000
"314","chr4",183800000,1.84e+08
"315","chr4",1.84e+08,184320000
