"","col2","res2","end2"
"1","chr15",20040000,20200000
"2","chr15",20200000,22760000
"3","chr15",22760000,22880000
"4","chr15",22880000,23200000
"5","chr15",23200000,23280000
"6","chr15",23280000,23600000
"7","chr15",23600000,23680000
"8","chr15",23680000,24120000
"9","chr15",24120000,24360000
"10","chr15",24360000,24920000
"11","chr15",24920000,25440000
"12","chr15",25440000,25960000
"13","chr15",25960000,26520000
"14","chr15",26520000,27080000
"15","chr15",27080000,27400000
"16","chr15",27400000,27520000
"17","chr15",27520000,27880000
"18","chr15",27880000,28400000
"19","chr15",28400000,28600000
"20","chr15",28600000,29080000
"21","chr15",29080000,29280000
"22","chr15",29280000,29880000
"23","chr15",29880000,30360000
"24","chr15",30360000,30920000
"25","chr15",30920000,31120000
"26","chr15",31120000,31640000
"27","chr15",31640000,31960000
"28","chr15",31960000,32040000
"29","chr15",32040000,32440000
"30","chr15",32440000,32920000
"31","chr15",32920000,33560000
"32","chr15",33560000,3.4e+07
"33","chr15",3.4e+07,34320000
"34","chr15",34320000,34720000
"35","chr15",34720000,34800000
"36","chr15",34800000,35800000
"37","chr15",35800000,36800000
"38","chr15",36800000,37440000
"39","chr15",37440000,38200000
"40","chr15",38200000,38720000
"41","chr15",38720000,39080000
"42","chr15",39080000,39400000
"43","chr15",39400000,40080000
"44","chr15",40080000,40760000
"45","chr15",40760000,41640000
"46","chr15",41640000,42320000
"47","chr15",42320000,42960000
"48","chr15",42960000,43320000
"49","chr15",43320000,43680000
"50","chr15",43680000,43840000
"51","chr15",43840000,44840000
"52","chr15",44840000,45120000
"53","chr15",45120000,45240000
"54","chr15",45240000,45720000
"55","chr15",45720000,4.6e+07
"56","chr15",4.6e+07,46600000
"57","chr15",46600000,46760000
"58","chr15",46760000,47440000
"59","chr15",47440000,48280000
"60","chr15",48280000,48600000
"61","chr15",48600000,49520000
"62","chr15",49520000,49720000
"63","chr15",49720000,50640000
"64","chr15",50640000,51840000
"65","chr15",51840000,53040000
"66","chr15",53040000,54560000
"67","chr15",54560000,55160000
"68","chr15",55160000,55440000
"69","chr15",55440000,56200000
"70","chr15",56200000,5.7e+07
"71","chr15",5.7e+07,57560000
"72","chr15",57560000,5.8e+07
"73","chr15",5.8e+07,58480000
"74","chr15",58480000,59240000
"75","chr15",59240000,59960000
"76","chr15",59960000,60880000
"77","chr15",60880000,61200000
"78","chr15",61200000,61400000
"79","chr15",61400000,61760000
"80","chr15",61760000,62160000
"81","chr15",62160000,62640000
"82","chr15",62640000,63040000
"83","chr15",63040000,63400000
"84","chr15",63400000,63920000
"85","chr15",63920000,64440000
"86","chr15",64440000,65600000
"87","chr15",65600000,66200000
"88","chr15",66200000,66600000
"89","chr15",66600000,67720000
"90","chr15",67720000,68560000
"91","chr15",68560000,68840000
"92","chr15",68840000,69760000
"93","chr15",69760000,70960000
"94","chr15",70960000,71760000
"95","chr15",71760000,72040000
"96","chr15",72040000,72960000
"97","chr15",72960000,73560000
"98","chr15",73560000,74400000
"99","chr15",74400000,74600000
"100","chr15",74600000,75360000
"101","chr15",75360000,75640000
"102","chr15",75640000,76440000
"103","chr15",76440000,77200000
"104","chr15",77200000,78160000
"105","chr15",78160000,79200000
"106","chr15",79200000,79640000
"107","chr15",79640000,79880000
"108","chr15",79880000,80120000
"109","chr15",80120000,80720000
"110","chr15",80720000,81280000
"111","chr15",81280000,81680000
"112","chr15",81680000,82600000
"113","chr15",82600000,83200000
"114","chr15",83200000,83680000
"115","chr15",83680000,84240000
"116","chr15",84240000,84760000
"117","chr15",84760000,84880000
"118","chr15",84880000,85800000
"119","chr15",85800000,86400000
"120","chr15",86400000,86800000
"121","chr15",86800000,87160000
"122","chr15",87160000,88480000
"123","chr15",88480000,8.9e+07
"124","chr15",8.9e+07,89880000
"125","chr15",89880000,90800000
"126","chr15",90800000,91560000
"127","chr15",91560000,91840000
"128","chr15",91840000,92640000
"129","chr15",92640000,93560000
"130","chr15",93560000,94680000
"131","chr15",94680000,95560000
"132","chr15",95560000,97200000
"133","chr15",97200000,98400000
"134","chr15",98400000,98960000
"135","chr15",98960000,99760000
"136","chr15",99760000,100320000
"137","chr15",100320000,101160000
"138","chr15",101160000,101800000
"139","chr15",101800000,102400000
"140","chr15",102400000,102480000
"141","chr15",102480000,102560000
"142","chr15",102560000,102560000
