"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr15",22320001,22600001,1
"2","chr15",22760001,23280001,1
"3","chr15",23600001,23880001,1
"4","chr15",23880001,24120001,1
"5","chr15",24120001,24960001,1
"6","chr15",24960001,25560001,1
"7","chr15",25560001,26000001,1
"8","chr15",26000001,26520001,1
"9","chr15",26520001,27080001,1
"10","chr15",27080001,27520001,1
"11","chr15",27520001,28320001,1
"12","chr15",28320001,29080001,1
"13","chr15",29080001,29280001,1
"14","chr15",29280001,29960001,1
"15","chr15",29960001,30360001,1
"16","chr15",31000001,31960001,1
"17","chr15",31960001,32440001,1
"18","chr15",32920001,33560001,1
"19","chr15",33560001,34000001,1
"20","chr15",34000001,34320001,1
"21","chr15",34320001,34800001,1
"22","chr15",34840001,35280001,1
"23","chr15",35280001,35840001,1
"24","chr15",35840001,36080001,1
"25","chr15",36080001,36840001,1
"26","chr15",36840001,37400001,1
"27","chr15",37400001,38240001,1
"28","chr15",38240001,38720001,1
"29","chr15",38720001,39000001,1
"30","chr15",39000001,39400001,1
"31","chr15",39400001,40080001,1
"32","chr15",40080001,40320001,1
"33","chr15",40320001,40760001,1
"34","chr15",40760001,41360001,1
"35","chr15",41360001,41640001,1
"36","chr15",41640001,42000001,1
"37","chr15",42000001,42360001,1
"38","chr15",42360001,43000001,1
"39","chr15",43000001,43440001,1
"40","chr15",43520001,44120001,1
"41","chr15",44120001,44840001,1
"42","chr15",44840001,45120001,1
"43","chr15",46160001,46560001,1
"44","chr15",46560001,47480001,1
"45","chr15",47480001,48280001,1
"46","chr15",48280001,48600001,1
"47","chr15",48600001,49120001,1
"48","chr15",49120001,49720001,1
"49","chr15",49720001,50440001,1
"50","chr15",50440001,50640001,1
"51","chr15",50640001,50920001,1
"52","chr15",50920001,51200001,1
"53","chr15",51200001,51720001,1
"54","chr15",51720001,52480001,1
"55","chr15",52480001,53040001,1
"56","chr15",53040001,53520001,1
"57","chr15",53520001,54080001,1
"58","chr15",54080001,54640001,1
"59","chr15",54640001,55440001,1
"60","chr15",55440001,55840001,1
"61","chr15",55840001,56400001,1
"62","chr15",56400001,56760001,1
"63","chr15",56760001,57000001,1
"64","chr15",57000001,57560001,1
"65","chr15",57560001,58000001,1
"66","chr15",58000001,58480001,1
"67","chr15",59520001,59960001,1
"68","chr15",59960001,60760001,1
"69","chr15",60760001,61400001,1
"70","chr15",61400001,62160001,1
"71","chr15",62160001,62640001,1
"72","chr15",62640001,63040001,1
"73","chr15",63040001,63360001,1
"74","chr15",63360001,63920001,1
"75","chr15",63920001,64440001,1
"76","chr15",64440001,64680001,1
"77","chr15",64680001,65120001,1
"78","chr15",65120001,65600001,1
"79","chr15",65600001,65880001,1
"80","chr15",65880001,66200001,1
"81","chr15",66200001,66640001,1
"82","chr15",66640001,66880001,1
"83","chr15",66880001,67200001,1
"84","chr15",67200001,67720001,1
"85","chr15",67720001,68120001,1
"86","chr15",68120001,68480001,1
"87","chr15",68480001,69200001,1
"88","chr15",69200001,69760001,1
"89","chr15",69760001,70400001,1
"90","chr15",70400001,70840001,1
"91","chr15",70840001,71280001,1
"92","chr15",71280001,71720001,1
"93","chr15",71720001,72120001,1
"94","chr15",72120001,72600001,1
"95","chr15",72600001,72920001,1
"96","chr15",72960001,73560001,1
"97","chr15",73560001,74360001,1
"98","chr15",74400001,74640001,1
"99","chr15",74640001,74960001,1
"100","chr15",74960001,75560001,1
"101","chr15",75640001,76240001,1
"102","chr15",76240001,76480001,1
"103","chr15",76480001,77200001,1
"104","chr15",77280001,77840001,1
"105","chr15",77840001,78280001,1
"106","chr15",79320001,79600001,1
"107","chr15",79600001,80080001,1
"108","chr15",80080001,80680001,1
"109","chr15",80680001,81280001,1
"110","chr15",81280001,81680001,1
"111","chr15",81680001,82320001,1
"112","chr15",83200001,83680001,1
"113","chr15",83680001,84240001,1
"114","chr15",84240001,84960001,1
"115","chr15",85040001,85760001,1
"116","chr15",85800001,86400001,1
"117","chr15",86400001,86800001,1
"118","chr15",86800001,87440001,1
"119","chr15",87440001,88080001,1
"120","chr15",88080001,89000001,1
"121","chr15",89000001,89400001,1
"122","chr15",89400001,89880001,1
"123","chr15",89880001,90200001,1
"124","chr15",90200001,90800001,1
"125","chr15",90800001,91560001,1
"126","chr15",91560001,91840001,1
"127","chr15",91840001,92640001,1
"128","chr15",92640001,93240001,1
"129","chr15",93240001,93560001,1
"130","chr15",93560001,93920001,1
"131","chr15",93920001,94640001,1
"132","chr15",94640001,95080001,1
"133","chr15",95080001,95560001,1
"134","chr15",95560001,96440001,1
"135","chr15",96440001,96920001,1
"136","chr15",96920001,97520001,1
"137","chr15",97520001,98320001,1
"138","chr15",98320001,98960001,1
"139","chr15",98960001,99640001,1
"140","chr15",99640001,100320001,1
"141","chr15",100320001,101560001,1
"142","chr15",101560001,102400001,1
