"","col2","res2","end2"
"1","chr16",720000,1880000
"2","chr16",1880000,2560000
"3","chr16",2560000,2640000
"4","chr16",2640000,3240000
"5","chr16",3240000,3560000
"6","chr16",3560000,4e+06
"7","chr16",4e+06,4520000
"8","chr16",4520000,5160000
"9","chr16",5160000,5560000
"10","chr16",5560000,6720000
"11","chr16",6720000,8600000
"12","chr16",8600000,9240000
"13","chr16",9240000,10320000
"14","chr16",10320000,11040000
"15","chr16",11040000,11480000
"16","chr16",11480000,11960000
"17","chr16",11960000,12160000
"18","chr16",12160000,12480000
"19","chr16",12480000,12960000
"20","chr16",12960000,13560000
"21","chr16",13560000,1.4e+07
"22","chr16",1.4e+07,14360000
"23","chr16",14360000,14880000
"24","chr16",14880000,14960000
"25","chr16",14960000,15440000
"26","chr16",15440000,15520000
"27","chr16",15520000,16240000
"28","chr16",16240000,16360000
"29","chr16",16360000,18560000
"30","chr16",18560000,18640000
"31","chr16",18640000,19560000
"32","chr16",19560000,19920000
"33","chr16",19920000,20720000
"34","chr16",20720000,21160000
"35","chr16",21160000,21400000
"36","chr16",21400000,21920000
"37","chr16",21920000,2.2e+07
"38","chr16",2.2e+07,22120000
"39","chr16",22120000,22720000
"40","chr16",22720000,23080000
"41","chr16",23080000,23480000
"42","chr16",23480000,24040000
"43","chr16",24040000,24520000
"44","chr16",24520000,24840000
"45","chr16",24840000,25280000
"46","chr16",25280000,27120000
"47","chr16",27120000,27560000
"48","chr16",27560000,28600000
"49","chr16",28600000,28680000
"50","chr16",28680000,29600000
"51","chr16",29600000,30080000
"52","chr16",30080000,30200000
"53","chr16",30200000,30960000
"54","chr16",30960000,31520000
"55","chr16",31520000,32080000
"56","chr16",32080000,32200000
"57","chr16",32200000,32400000
"58","chr16",32400000,32680000
"59","chr16",32680000,33440000
"60","chr16",33440000,33520000
"61","chr16",33520000,33680000
"62","chr16",33680000,34200000
"63","chr16",34200000,34320000
"64","chr16",34320000,34600000
"65","chr16",34600000,35120000
"66","chr16",35120000,35240000
"67","chr16",35240000,46440000
"68","chr16",46440000,46680000
"69","chr16",46680000,47160000
"70","chr16",47160000,47520000
"71","chr16",47520000,47760000
"72","chr16",47760000,48200000
"73","chr16",48200000,48680000
"74","chr16",48680000,49400000
"75","chr16",49400000,50040000
"76","chr16",50040000,50880000
"77","chr16",50880000,52040000
"78","chr16",52040000,53080000
"79","chr16",53080000,53560000
"80","chr16",53560000,53960000
"81","chr16",53960000,54320000
"82","chr16",54320000,5.5e+07
"83","chr16",5.5e+07,55360000
"84","chr16",55360000,55920000
"85","chr16",55920000,56360000
"86","chr16",56360000,56840000
"87","chr16",56840000,57480000
"88","chr16",57480000,58240000
"89","chr16",58240000,58760000
"90","chr16",58760000,59840000
"91","chr16",59840000,60880000
"92","chr16",60880000,62240000
"93","chr16",62240000,63320000
"94","chr16",63320000,65160000
"95","chr16",65160000,65720000
"96","chr16",65720000,66360000
"97","chr16",66360000,66920000
"98","chr16",66920000,67560000
"99","chr16",67560000,68120000
"100","chr16",68120000,68560000
"101","chr16",68560000,68880000
"102","chr16",68880000,69400000
"103","chr16",69400000,69800000
"104","chr16",69800000,70280000
"105","chr16",70280000,70880000
"106","chr16",70880000,71400000
"107","chr16",71400000,71640000
"108","chr16",71640000,72160000
"109","chr16",72160000,72520000
"110","chr16",72520000,73280000
"111","chr16",73280000,74320000
"112","chr16",74320000,74720000
"113","chr16",74720000,75200000
"114","chr16",75200000,75680000
"115","chr16",75680000,76680000
"116","chr16",76680000,77240000
"117","chr16",77240000,78120000
"118","chr16",78120000,79240000
"119","chr16",79240000,79640000
"120","chr16",79640000,80520000
"121","chr16",80520000,8.1e+07
"122","chr16",8.1e+07,81960000
"123","chr16",81960000,82280000
"124","chr16",82280000,82600000
"125","chr16",82600000,83360000
"126","chr16",83360000,83960000
"127","chr16",83960000,84520000
"128","chr16",84520000,85080000
"129","chr16",85080000,85840000
"130","chr16",85840000,86560000
"131","chr16",86560000,87360000
"132","chr16",87360000,8.8e+07
"133","chr16",8.8e+07,88640000
"134","chr16",88640000,89320000
"135","chr16",89320000,89640000
"136","chr16",89640000,90080000
"137","chr16",90080000,90160000
"138","chr16",90160000,90360000
"139","chr16",90360000,90360000
