"","col2","res2","end2"
"1","chr19",240000,4e+05
"2","chr19",4e+05,1280000
"3","chr19",1280000,1880000
"4","chr19",1880000,2920000
"5","chr19",2920000,4240000
"6","chr19",4240000,5080000
"7","chr19",5080000,5680000
"8","chr19",5680000,7360000
"9","chr19",7360000,7440000
"10","chr19",7440000,8880000
"11","chr19",8880000,9400000
"12","chr19",9400000,9680000
"13","chr19",9680000,1e+07
"14","chr19",1e+07,11720000
"15","chr19",11720000,12760000
"16","chr19",12760000,14680000
"17","chr19",14680000,15680000
"18","chr19",15680000,16520000
"19","chr19",16520000,17480000
"20","chr19",17480000,18120000
"21","chr19",18120000,19640000
"22","chr19",19640000,20600000
"23","chr19",20600000,20960000
"24","chr19",20960000,21080000
"25","chr19",21080000,21920000
"26","chr19",21920000,22080000
"27","chr19",22080000,22360000
"28","chr19",22360000,22680000
"29","chr19",22680000,23040000
"30","chr19",23040000,23160000
"31","chr19",23160000,23400000
"32","chr19",23400000,24040000
"33","chr19",24040000,24200000
"34","chr19",24200000,24320000
"35","chr19",24320000,24400000
"36","chr19",24400000,24480000
"37","chr19",24480000,24560000
"38","chr19",24560000,27720000
"39","chr19",27720000,27880000
"40","chr19",27880000,27960000
"41","chr19",27960000,28040000
"42","chr19",28040000,28120000
"43","chr19",28120000,28320000
"44","chr19",28320000,28440000
"45","chr19",28440000,28640000
"46","chr19",28640000,28720000
"47","chr19",28720000,28920000
"48","chr19",28920000,29160000
"49","chr19",29160000,29360000
"50","chr19",29360000,29640000
"51","chr19",29640000,29720000
"52","chr19",29720000,30120000
"53","chr19",30120000,30640000
"54","chr19",30640000,3.1e+07
"55","chr19",3.1e+07,31160000
"56","chr19",31160000,31520000
"57","chr19",31520000,31640000
"58","chr19",31640000,31800000
"59","chr19",31800000,32080000
"60","chr19",32080000,32320000
"61","chr19",32320000,32560000
"62","chr19",32560000,32720000
"63","chr19",32720000,33120000
"64","chr19",33120000,33600000
"65","chr19",33600000,34280000
"66","chr19",34280000,3.5e+07
"67","chr19",3.5e+07,35320000
"68","chr19",35320000,36680000
"69","chr19",36680000,38360000
"70","chr19",38360000,4e+07
"71","chr19",4e+07,40640000
"72","chr19",40640000,41960000
"73","chr19",41960000,42360000
"74","chr19",42360000,43160000
"75","chr19",43160000,43440000
"76","chr19",43440000,43600000
"77","chr19",43600000,43840000
"78","chr19",43840000,45120000
"79","chr19",45120000,46440000
"80","chr19",46440000,47080000
"81","chr19",47080000,48440000
"82","chr19",48440000,48800000
"83","chr19",48800000,50240000
"84","chr19",50240000,51640000
"85","chr19",51640000,52360000
"86","chr19",52360000,53720000
"87","chr19",53720000,53880000
"88","chr19",53880000,5.4e+07
"89","chr19",5.4e+07,5.5e+07
"90","chr19",5.5e+07,55160000
"91","chr19",55160000,55360000
"92","chr19",55360000,56200000
"93","chr19",56200000,5.7e+07
"94","chr19",5.7e+07,57120000
"95","chr19",57120000,57760000
"96","chr19",57760000,59160000
"97","chr19",59160000,59160000
