"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr4",1,480001,1
"2","chr4",480001,1120001,1
"3","chr4",1120001,1680001,1
"4","chr4",1680001,2480001,1
"5","chr4",2480001,2960001,1
"6","chr4",2960001,3480001,1
"7","chr4",3480001,3960001,1
"8","chr4",3960001,4400001,1
"9","chr4",4400001,4880001,1
"10","chr4",4880001,5400001,1
"11","chr4",5400001,6000001,1
"12","chr4",6000001,6240001,1
"13","chr4",6240001,6640001,1
"14","chr4",6640001,7120001,1
"15","chr4",7120001,7760001,1
"16","chr4",7760001,8440001,1
"17","chr4",9480001,9680001,1
"18","chr4",9680001,10080001,1
"19","chr4",10120001,10560001,1
"20","chr4",10560001,11440001,1
"21","chr4",11440001,11800001,1
"22","chr4",11800001,12680001,1
"23","chr4",12680001,13600001,1
"24","chr4",13600001,14240001,1
"25","chr4",14240001,14720001,1
"26","chr4",14720001,15200001,1
"27","chr4",15200001,15720001,1
"28","chr4",15720001,16280001,1
"29","chr4",16280001,16920001,1
"30","chr4",16920001,17480001,1
"31","chr4",17480001,17800001,1
"32","chr4",17800001,18640001,1
"33","chr4",18640001,19200001,1
"34","chr4",19200001,19520001,1
"35","chr4",19520001,19800001,1
"36","chr4",19800001,20280001,1
"37","chr4",20280001,20720001,1
"38","chr4",20720001,21360001,1
"39","chr4",21360001,21760001,1
"40","chr4",21760001,22400001,1
"41","chr4",22400001,22720001,1
"42","chr4",22720001,23120001,1
"43","chr4",23120001,23760001,1
"44","chr4",23760001,24480001,1
"45","chr4",24480001,24960001,1
"46","chr4",24960001,25400001,1
"47","chr4",25400001,25920001,1
"48","chr4",25920001,26440001,1
"49","chr4",26440001,27040001,1
"50","chr4",27040001,27680001,1
"51","chr4",27680001,28200001,1
"52","chr4",28200001,28640001,1
"53","chr4",28640001,29200001,1
"54","chr4",29200001,29600001,1
"55","chr4",29600001,30040001,1
"56","chr4",30040001,30680001,1
"57","chr4",30680001,31040001,1
"58","chr4",31040001,31680001,1
"59","chr4",31680001,32280001,1
"60","chr4",32280001,32800001,1
"61","chr4",32800001,33200001,1
