"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr1",960001,1560001,1
"2","chr1",1560001,1840001,1
"3","chr1",1840001,2360001,1
"4","chr1",2360001,2600001,1
"5","chr1",2680001,3360001,1
"6","chr1",3360001,3840001,1
"7","chr1",4040001,4760001,1
"8","chr1",4760001,5160001,1
"9","chr1",5160001,5960001,1
"10","chr1",5960001,6680001,1
"11","chr1",6680001,7280001,1
"12","chr1",7280001,8040001,1
"13","chr1",8040001,8400001,1
"14","chr1",8400001,8920001,1
"15","chr1",8920001,9600001,1
"16","chr1",9600001,10000001,1
"17","chr1",10000001,10400001,1
"18","chr1",10400001,11080001,1
"19","chr1",12120001,12720001,1
"20","chr1",13880001,14280001,1
"21","chr1",14280001,14880001,1
"22","chr1",14880001,15640001,1
"23","chr1",15640001,15880001,1
"24","chr1",15880001,16720001,1
"25","chr1",16720001,17160001,1
"26","chr1",17160001,17760001,1
"27","chr1",17760001,17960001,1
"28","chr1",17960001,18480001,1
"29","chr1",18480001,19200001,1
"30","chr1",19200001,19640001,1
"31","chr1",19640001,20080001,1
"32","chr1",20080001,20840001,1
"33","chr1",20840001,21120001,1
"34","chr1",21120001,21520001,1
"35","chr1",21520001,21920001,1
"36","chr1",21920001,22360001,1
"37","chr1",22360001,23000001,1
"38","chr1",23000001,23280001,1
"39","chr1",23280001,23600001,1
"40","chr1",23600001,24080001,1
"41","chr1",24080001,24520001,1
"42","chr1",24520001,24960001,1
"43","chr1",24960001,25560001,1
"44","chr1",25640001,26160001,1
"45","chr1",26160001,26800001,1
"46","chr1",26800001,27240001,1
"47","chr1",27240001,27720001,1
"48","chr1",27720001,28080001,1
"49","chr1",28080001,28560001,1
"50","chr1",28560001,29120001,1
"51","chr1",29120001,29560001,1
"52","chr1",29640001,29840001,1
"53","chr1",29840001,30160001,1
"54","chr1",30160001,30640001,1
"55","chr1",30640001,31200001,1
"56","chr1",31200001,31560001,1
"57","chr1",31560001,31840001,1
"58","chr1",31840001,32240001,1
"59","chr1",32240001,32720001,1
"60","chr1",32720001,33280001,1
"61","chr1",33280001,33920001,1
"62","chr1",33920001,34120001,1
"63","chr1",34120001,34560001,1
"64","chr1",34560001,34840001,1
"65","chr1",34840001,35440001,1
"66","chr1",35440001,35920001,1
"67","chr1",35920001,36560001,1
"68","chr1",36560001,36960001,1
"69","chr1",36960001,37880001,1
"70","chr1",37880001,38480001,1
"71","chr1",38480001,39320001,1
"72","chr1",39320001,40040001,1
"73","chr1",40040001,40520001,1
"74","chr1",40520001,41040001,1
"75","chr1",41040001,41480001,1
"76","chr1",41480001,41720001,1
"77","chr1",41720001,42120001,1
"78","chr1",42120001,42640001,1
"79","chr1",42640001,43240001,1
"80","chr1",43240001,43680001,1
"81","chr1",43680001,44280001,1
"82","chr1",44280001,44520001,1
"83","chr1",44520001,45120001,1
"84","chr1",45120001,45480001,1
"85","chr1",45480001,46000001,1
"86","chr1",46000001,46720001,1
"87","chr1",46720001,47200001,1
"88","chr1",47200001,47720001,1
"89","chr1",47720001,48200001,1
"90","chr1",48200001,48720001,1
"91","chr1",48720001,49000001,1
"92","chr1",49000001,49400001,1
"93","chr1",49400001,50040001,1
"94","chr1",50040001,50800001,1
"95","chr1",50800001,51200001,1
"96","chr1",51200001,51760001,1
"97","chr1",51760001,52440001,1
"98","chr1",52440001,52800001,1
"99","chr1",52800001,53160001,1
"100","chr1",53160001,53720001,1
"101","chr1",53720001,54280001,1
"102","chr1",54280001,54560001,1
"103","chr1",54560001,55280001,1
"104","chr1",55280001,55760001,1
"105","chr1",55760001,56360001,1
"106","chr1",56360001,57080001,1
"107","chr1",57080001,57280001,1
"108","chr1",57280001,57880001,1
"109","chr1",57880001,58680001,1
"110","chr1",58680001,59200001,1
"111","chr1",59200001,59760001,1
"112","chr1",59760001,60240001,1
"113","chr1",60240001,60440001,1
"114","chr1",60440001,61240001,1
"115","chr1",62280001,62600001,1
"116","chr1",62600001,62920001,1
"117","chr1",62920001,63280001,1
"118","chr1",63280001,64000001,1
"119","chr1",64000001,64720001,1
"120","chr1",64720001,65160001,1
"121","chr1",65160001,65680001,1
"122","chr1",65680001,66160001,1
"123","chr1",66160001,66720001,1
"124","chr1",66720001,67200001,1
"125","chr1",67200001,67680001,1
"126","chr1",67680001,68000001,1
"127","chr1",68000001,68560001,1
"128","chr1",68560001,68920001,1
"129","chr1",68920001,69240001,1
"130","chr1",69240001,69880001,1
"131","chr1",69880001,70600001,1
"132","chr1",70600001,71000001,1
"133","chr1",71000001,71560001,1
"134","chr1",71560001,72000001,1
"135","chr1",72000001,72600001,1
"136","chr1",72600001,73040001,1
"137","chr1",73040001,73680001,1
"138","chr1",73680001,74280001,1
"139","chr1",74280001,75160001,1
"140","chr1",75160001,75680001,1
"141","chr1",75680001,76280001,1
"142","chr1",76280001,76800001,1
"143","chr1",76800001,77600001,1
"144","chr1",77600001,78040001,1
"145","chr1",78040001,78600001,1
"146","chr1",78600001,79160001,1
"147","chr1",79160001,79920001,1
"148","chr1",79920001,80680001,1
"149","chr1",80680001,81400001,1
"150","chr1",81400001,81760001,1
"151","chr1",81760001,82280001,1
"152","chr1",82280001,82520001,1
"153","chr1",82520001,83240001,1
"154","chr1",83240001,83640001,1
"155","chr1",83640001,84320001,1
"156","chr1",84320001,84600001,1
"157","chr1",84600001,85240001,1
"158","chr1",85240001,85760001,1
"159","chr1",85760001,86200001,1
"160","chr1",86200001,86800001,1
"161","chr1",86800001,87240001,1
"162","chr1",87240001,87560001,1
"163","chr1",87560001,87920001,1
"164","chr1",87920001,88560001,1
"165","chr1",88560001,89080001,1
"166","chr1",89080001,89440001,1
"167","chr1",89440001,89920001,1
"168","chr1",89920001,90240001,1
"169","chr1",90240001,90520001,1
"170","chr1",90520001,91160001,1
"171","chr1",91160001,91960001,1
