"","col2","res2","end2"
"1","chr20",280000,760000
"2","chr20",760000,960000
"3","chr20",960000,1200000
"4","chr20",1200000,1440000
"5","chr20",1440000,1880000
"6","chr20",1880000,2080000
"7","chr20",2080000,2440000
"8","chr20",2440000,2880000
"9","chr20",2880000,3160000
"10","chr20",3160000,3320000
"11","chr20",3320000,3560000
"12","chr20",3560000,4200000
"13","chr20",4200000,4520000
"14","chr20",4520000,4640000
"15","chr20",4640000,5200000
"16","chr20",5200000,5480000
"17","chr20",5480000,6120000
"18","chr20",6120000,6720000
"19","chr20",6720000,7920000
"20","chr20",7920000,8720000
"21","chr20",8720000,9360000
"22","chr20",9360000,9920000
"23","chr20",9920000,10400000
"24","chr20",10400000,11560000
"25","chr20",11560000,12400000
"26","chr20",12400000,12880000
"27","chr20",12880000,13760000
"28","chr20",13760000,14280000
"29","chr20",14280000,15400000
"30","chr20",15400000,15680000
"31","chr20",15680000,16760000
"32","chr20",16760000,17440000
"33","chr20",17440000,18560000
"34","chr20",18560000,19600000
"35","chr20",19600000,2e+07
"36","chr20",2e+07,20600000
"37","chr20",20600000,21600000
"38","chr20",21600000,22280000
"39","chr20",22280000,22680000
"40","chr20",22680000,23320000
"41","chr20",23320000,23640000
"42","chr20",23640000,23880000
"43","chr20",23880000,24160000
"44","chr20",24160000,24960000
"45","chr20",24960000,25520000
"46","chr20",25520000,25720000
"47","chr20",25720000,29800000
"48","chr20",29800000,29880000
"49","chr20",29880000,30120000
"50","chr20",30120000,30760000
"51","chr20",30760000,31440000
"52","chr20",31440000,31840000
"53","chr20",31840000,32720000
"54","chr20",32720000,33400000
"55","chr20",33400000,34040000
"56","chr20",34040000,34800000
"57","chr20",34800000,35760000
"58","chr20",35760000,36160000
"59","chr20",36160000,36680000
"60","chr20",36680000,37080000
"61","chr20",37080000,37600000
"62","chr20",37600000,37880000
"63","chr20",37880000,38280000
"64","chr20",38280000,38920000
"65","chr20",38920000,39360000
"66","chr20",39360000,39520000
"67","chr20",39520000,40360000
"68","chr20",40360000,40840000
"69","chr20",40840000,41240000
"70","chr20",41240000,41440000
"71","chr20",41440000,41560000
"72","chr20",41560000,41760000
"73","chr20",41760000,4.2e+07
"74","chr20",4.2e+07,42360000
"75","chr20",42360000,42720000
"76","chr20",42720000,43560000
"77","chr20",43560000,43920000
"78","chr20",43920000,44600000
"79","chr20",44600000,45080000
"80","chr20",45080000,45360000
"81","chr20",45360000,45760000
"82","chr20",45760000,47600000
"83","chr20",47600000,47960000
"84","chr20",47960000,48520000
"85","chr20",48520000,49440000
"86","chr20",49440000,49960000
"87","chr20",49960000,50680000
"88","chr20",50680000,5.1e+07
"89","chr20",5.1e+07,51280000
"90","chr20",51280000,51560000
"91","chr20",51560000,51840000
"92","chr20",51840000,52160000
"93","chr20",52160000,53560000
"94","chr20",53560000,54760000
"95","chr20",54760000,55120000
"96","chr20",55120000,56080000
"97","chr20",56080000,56800000
"98","chr20",56800000,57760000
"99","chr20",57760000,58080000
"100","chr20",58080000,58440000
"101","chr20",58440000,59080000
"102","chr20",59080000,59320000
"103","chr20",59320000,59840000
"104","chr20",59840000,60360000
"105","chr20",60360000,60440000
"106","chr20",60440000,60880000
"107","chr20",60880000,61480000
"108","chr20",61480000,62160000
"109","chr20",62160000,63040000
"110","chr20",63040000,63040000
