"","col2","res2","end2"
"1","chr21",9400000,9640000
"2","chr21",9640000,9720000
"3","chr21",9720000,9800000
"4","chr21",9800000,9880000
"5","chr21",9880000,10040000
"6","chr21",10040000,10400000
"7","chr21",10400000,10560000
"8","chr21",10560000,10920000
"9","chr21",10920000,1.1e+07
"10","chr21",1.1e+07,11200000
"11","chr21",11200000,14320000
"12","chr21",14320000,14440000
"13","chr21",14440000,14600000
"14","chr21",14600000,14680000
"15","chr21",14680000,14800000
"16","chr21",14800000,14920000
"17","chr21",14920000,15200000
"18","chr21",15200000,15280000
"19","chr21",15280000,15640000
"20","chr21",15640000,16200000
"21","chr21",16200000,16880000
"22","chr21",16880000,17280000
"23","chr21",17280000,1.8e+07
"24","chr21",1.8e+07,18680000
"25","chr21",18680000,18960000
"26","chr21",18960000,19320000
"27","chr21",19320000,20800000
"28","chr21",20800000,22360000
"29","chr21",22360000,24320000
"30","chr21",24320000,25480000
"31","chr21",25480000,26920000
"32","chr21",26920000,27240000
"33","chr21",27240000,27560000
"34","chr21",27560000,28120000
"35","chr21",28120000,30120000
"36","chr21",30120000,30440000
"37","chr21",30440000,30800000
"38","chr21",30800000,31320000
"39","chr21",31320000,31840000
"40","chr21",31840000,32480000
"41","chr21",32480000,33120000
"42","chr21",33120000,33640000
"43","chr21",33640000,3.4e+07
"44","chr21",3.4e+07,34560000
"45","chr21",34560000,34840000
"46","chr21",34840000,35280000
"47","chr21",35280000,35760000
"48","chr21",35760000,36040000
"49","chr21",36040000,36800000
"50","chr21",36800000,37400000
"51","chr21",37400000,37760000
"52","chr21",37760000,38360000
"53","chr21",38360000,39040000
"54","chr21",39040000,39520000
"55","chr21",39520000,39760000
"56","chr21",39760000,40080000
"57","chr21",40080000,40560000
"58","chr21",40560000,40800000
"59","chr21",40800000,41160000
"60","chr21",41160000,42480000
"61","chr21",42480000,43560000
"62","chr21",43560000,44320000
"63","chr21",44320000,44560000
"64","chr21",44560000,45080000
"65","chr21",45080000,45560000
"66","chr21",45560000,46200000
"67","chr21",46200000,46960000
"68","chr21",46960000,47600000
"69","chr21",47600000,48160000
"70","chr21",48160000,48160000
