"","col2","res2","end2"
"1","chr12",80000,2e+05
"2","chr12",2e+05,360000
"3","chr12",360000,520000
"4","chr12",520000,920000
"5","chr12",920000,1200000
"6","chr12",1200000,1720000
"7","chr12",1720000,2120000
"8","chr12",2120000,2520000
"9","chr12",2520000,2880000
"10","chr12",2880000,3400000
"11","chr12",3400000,3960000
"12","chr12",3960000,4400000
"13","chr12",4400000,4640000
"14","chr12",4640000,4880000
"15","chr12",4880000,5200000
"16","chr12",5200000,5560000
"17","chr12",5560000,6080000
"18","chr12",6080000,6480000
"19","chr12",6480000,7080000
"20","chr12",7080000,7280000
"21","chr12",7280000,7800000
"22","chr12",7800000,8160000
"23","chr12",8160000,8520000
"24","chr12",8520000,8600000
"25","chr12",8600000,9440000
"26","chr12",9440000,9640000
"27","chr12",9640000,9720000
"28","chr12",9720000,10120000
"29","chr12",10120000,10360000
"30","chr12",10360000,10920000
"31","chr12",10920000,11360000
"32","chr12",11360000,11640000
"33","chr12",11640000,12200000
"34","chr12",12200000,12480000
"35","chr12",12480000,12920000
"36","chr12",12920000,13400000
"37","chr12",13400000,13840000
"38","chr12",13840000,14240000
"39","chr12",14240000,14920000
"40","chr12",14920000,15440000
"41","chr12",15440000,15680000
"42","chr12",15680000,16080000
"43","chr12",16080000,16560000
"44","chr12",16560000,17040000
"45","chr12",17040000,18280000
"46","chr12",18280000,18600000
"47","chr12",18600000,1.9e+07
"48","chr12",1.9e+07,19440000
"49","chr12",19440000,19880000
"50","chr12",19880000,20640000
"51","chr12",20640000,21480000
"52","chr12",21480000,21840000
"53","chr12",21840000,22200000
"54","chr12",22200000,22840000
"55","chr12",22840000,23320000
"56","chr12",23320000,24120000
"57","chr12",24120000,24960000
"58","chr12",24960000,25320000
"59","chr12",25320000,25760000
"60","chr12",25760000,26200000
"61","chr12",26200000,26840000
"62","chr12",26840000,27160000
"63","chr12",27160000,27560000
"64","chr12",27560000,27800000
"65","chr12",27800000,28120000
"66","chr12",28120000,28400000
"67","chr12",28400000,29160000
"68","chr12",29160000,29680000
"69","chr12",29680000,30080000
"70","chr12",30080000,30600000
"71","chr12",30600000,30960000
"72","chr12",30960000,31240000
"73","chr12",31240000,31400000
"74","chr12",31400000,31800000
"75","chr12",31800000,32200000
"76","chr12",32200000,32520000
"77","chr12",32520000,32840000
"78","chr12",32840000,33320000
"79","chr12",33320000,34200000
"80","chr12",34200000,34520000
"81","chr12",34520000,34600000
"82","chr12",34600000,34680000
"83","chr12",34680000,34760000
"84","chr12",34760000,34840000
"85","chr12",34840000,37840000
"86","chr12",37840000,38160000
"87","chr12",38160000,38240000
"88","chr12",38240000,38320000
"89","chr12",38320000,38400000
"90","chr12",38400000,38720000
"91","chr12",38720000,39520000
"92","chr12",39520000,40120000
"93","chr12",40120000,40720000
"94","chr12",40720000,41360000
"95","chr12",41360000,42120000
"96","chr12",42120000,42480000
"97","chr12",42480000,42960000
"98","chr12",42960000,43720000
"99","chr12",43720000,44320000
"100","chr12",44320000,45160000
"101","chr12",45160000,45560000
"102","chr12",45560000,45880000
"103","chr12",45880000,46440000
"104","chr12",46440000,47400000
"105","chr12",47400000,47840000
"106","chr12",47840000,48040000
"107","chr12",48040000,48600000
"108","chr12",48600000,49040000
"109","chr12",49040000,49640000
"110","chr12",49640000,50040000
"111","chr12",50040000,50480000
"112","chr12",50480000,50840000
"113","chr12",50840000,51160000
"114","chr12",51160000,51440000
"115","chr12",51440000,51800000
"116","chr12",51800000,52400000
"117","chr12",52400000,53400000
"118","chr12",53400000,53920000
"119","chr12",53920000,54360000
"120","chr12",54360000,54600000
"121","chr12",54600000,54840000
"122","chr12",54840000,55080000
"123","chr12",55080000,55520000
"124","chr12",55520000,56040000
"125","chr12",56040000,56520000
"126","chr12",56520000,57120000
"127","chr12",57120000,57400000
"128","chr12",57400000,57920000
"129","chr12",57920000,58120000
"130","chr12",58120000,58320000
"131","chr12",58320000,58720000
"132","chr12",58720000,59560000
"133","chr12",59560000,60200000
"134","chr12",60200000,60920000
"135","chr12",60920000,61960000
"136","chr12",61960000,62600000
"137","chr12",62600000,62840000
"138","chr12",62840000,63200000
"139","chr12",63200000,63480000
"140","chr12",63480000,64200000
"141","chr12",64200000,64800000
"142","chr12",64800000,65160000
"143","chr12",65160000,65680000
"144","chr12",65680000,66520000
"145","chr12",66520000,67280000
"146","chr12",67280000,67720000
"147","chr12",67720000,68400000
"148","chr12",68400000,68760000
"149","chr12",68760000,69240000
"150","chr12",69240000,69640000
"151","chr12",69640000,70240000
"152","chr12",70240000,71120000
"153","chr12",71120000,71440000
"154","chr12",71440000,71960000
"155","chr12",71960000,72360000
"156","chr12",72360000,72640000
"157","chr12",72640000,74280000
"158","chr12",74280000,75040000
"159","chr12",75040000,75880000
"160","chr12",75880000,76440000
"161","chr12",76440000,76960000
"162","chr12",76960000,77400000
"163","chr12",77400000,78360000
"164","chr12",78360000,79760000
"165","chr12",79760000,80680000
"166","chr12",80680000,81720000
"167","chr12",81720000,82760000
"168","chr12",82760000,83520000
"169","chr12",83520000,85040000
"170","chr12",85040000,85840000
"171","chr12",85840000,86320000
"172","chr12",86320000,87320000
"173","chr12",87320000,88440000
"174","chr12",88440000,89400000
"175","chr12",89400000,89920000
"176","chr12",89920000,90600000
"177","chr12",90600000,91320000
"178","chr12",91320000,91760000
"179","chr12",91760000,92520000
"180","chr12",92520000,93080000
"181","chr12",93080000,93360000
"182","chr12",93360000,93840000
"183","chr12",93840000,94520000
"184","chr12",94520000,94920000
"185","chr12",94920000,95400000
"186","chr12",95400000,95960000
"187","chr12",95960000,96400000
