"","col2","res2","end2"
"1","chr12",80000,2e+05
"2","chr12",2e+05,320000
"3","chr12",320000,4e+05
"4","chr12",4e+05,520000
"5","chr12",520000,680000
"6","chr12",680000,880000
"7","chr12",880000,1280000
"8","chr12",1280000,1520000
"9","chr12",1520000,1680000
"10","chr12",1680000,2120000
"11","chr12",2120000,2240000
"12","chr12",2240000,2480000
"13","chr12",2480000,2560000
"14","chr12",2560000,2760000
"15","chr12",2760000,3160000
"16","chr12",3160000,3400000
"17","chr12",3400000,3640000
"18","chr12",3640000,4e+06
"19","chr12",4e+06,4200000
"20","chr12",4200000,4400000
"21","chr12",4400000,4680000
"22","chr12",4680000,4880000
"23","chr12",4880000,4960000
"24","chr12",4960000,5120000
"25","chr12",5120000,5280000
"26","chr12",5280000,5600000
"27","chr12",5600000,5760000
"28","chr12",5760000,6080000
"29","chr12",6080000,6680000
"30","chr12",6680000,7120000
"31","chr12",7120000,7200000
"32","chr12",7200000,7800000
"33","chr12",7800000,8160000
"34","chr12",8160000,8360000
"35","chr12",8360000,8560000
"36","chr12",8560000,8680000
"37","chr12",8680000,9080000
"38","chr12",9080000,9760000
"39","chr12",9760000,10040000
"40","chr12",10040000,10160000
"41","chr12",10160000,10400000
"42","chr12",10400000,10920000
"43","chr12",10920000,11360000
"44","chr12",11360000,11480000
"45","chr12",11480000,11560000
"46","chr12",11560000,11720000
"47","chr12",11720000,1.2e+07
"48","chr12",1.2e+07,12200000
"49","chr12",12200000,12880000
"50","chr12",12880000,13400000
"51","chr12",13400000,13720000
"52","chr12",13720000,13840000
"53","chr12",13840000,14120000
"54","chr12",14120000,14360000
"55","chr12",14360000,14880000
"56","chr12",14880000,16080000
"57","chr12",16080000,17040000
"58","chr12",17040000,18200000
"59","chr12",18200000,19440000
"60","chr12",19440000,19920000
"61","chr12",19920000,20560000
"62","chr12",20560000,21080000
"63","chr12",21080000,21320000
"64","chr12",21320000,21840000
"65","chr12",21840000,22520000
"66","chr12",22520000,22600000
"67","chr12",22600000,23200000
"68","chr12",23200000,23680000
"69","chr12",23680000,24320000
"70","chr12",24320000,24640000
"71","chr12",24640000,24920000
"72","chr12",24920000,25360000
"73","chr12",25360000,26240000
"74","chr12",26240000,26560000
"75","chr12",26560000,27040000
"76","chr12",27040000,27480000
"77","chr12",27480000,27880000
"78","chr12",27880000,28360000
"79","chr12",28360000,29200000
"80","chr12",29200000,29680000
"81","chr12",29680000,29960000
"82","chr12",29960000,30080000
"83","chr12",30080000,30440000
"84","chr12",30440000,30960000
"85","chr12",30960000,31360000
"86","chr12",31360000,31440000
"87","chr12",31440000,31800000
"88","chr12",31800000,32480000
"89","chr12",32480000,32920000
"90","chr12",32920000,33040000
"91","chr12",33040000,34280000
"92","chr12",34280000,34520000
"93","chr12",34520000,34600000
"94","chr12",34600000,34680000
"95","chr12",34680000,34760000
"96","chr12",34760000,34840000
"97","chr12",34840000,38120000
"98","chr12",38120000,38200000
"99","chr12",38200000,38280000
"100","chr12",38280000,38360000
"101","chr12",38360000,38440000
"102","chr12",38440000,38720000
"103","chr12",38720000,39640000
"104","chr12",39640000,40320000
"105","chr12",40320000,40400000
"106","chr12",40400000,41360000
"107","chr12",41360000,42440000
"108","chr12",42440000,42800000
"109","chr12",42800000,43720000
"110","chr12",43720000,44320000
