"","col2","res2","end2"
"1","chr13",19160000,19240000
"2","chr13",19240000,19400000
"3","chr13",19400000,19680000
"4","chr13",19680000,19800000
"5","chr13",19800000,2e+07
"6","chr13",2e+07,20280000
"7","chr13",20280000,20440000
"8","chr13",20440000,20760000
"9","chr13",20760000,21080000
"10","chr13",21080000,21480000
"11","chr13",21480000,21840000
"12","chr13",21840000,22200000
"13","chr13",22200000,22360000
"14","chr13",22360000,22600000
"15","chr13",22600000,22800000
"16","chr13",22800000,23320000
"17","chr13",23320000,24040000
"18","chr13",24040000,24280000
"19","chr13",24280000,24600000
"20","chr13",24600000,24800000
"21","chr13",24800000,25160000
"22","chr13",25160000,25320000
"23","chr13",25320000,25560000
"24","chr13",25560000,25960000
"25","chr13",25960000,26160000
"26","chr13",26160000,26680000
"27","chr13",26680000,27240000
"28","chr13",27240000,27520000
"29","chr13",27520000,27920000
"30","chr13",27920000,28600000
"31","chr13",28600000,28880000
"32","chr13",28880000,29400000
"33","chr13",29400000,29760000
"34","chr13",29760000,29960000
"35","chr13",29960000,30320000
"36","chr13",30320000,30760000
"37","chr13",30760000,31160000
"38","chr13",31160000,31760000
"39","chr13",31760000,3.2e+07
"40","chr13",3.2e+07,32440000
"41","chr13",32440000,32880000
"42","chr13",32880000,33760000
"43","chr13",33760000,34400000
"44","chr13",34400000,35760000
"45","chr13",35760000,36400000
"46","chr13",36400000,36520000
"47","chr13",36520000,3.7e+07
"48","chr13",3.7e+07,37640000
"49","chr13",37640000,38200000
"50","chr13",38200000,39640000
"51","chr13",39640000,40240000
"52","chr13",40240000,40640000
"53","chr13",40640000,40800000
"54","chr13",40800000,41320000
"55","chr13",41320000,41920000
"56","chr13",41920000,42240000
"57","chr13",42240000,42840000
"58","chr13",42840000,43160000
"59","chr13",43160000,43440000
"60","chr13",43440000,43720000
"61","chr13",43720000,44440000
"62","chr13",44440000,45040000
"63","chr13",45040000,45560000
"64","chr13",45560000,45960000
"65","chr13",45960000,46240000
"66","chr13",46240000,46520000
"67","chr13",46520000,47400000
"68","chr13",47400000,48120000
"69","chr13",48120000,48280000
"70","chr13",48280000,48360000
"71","chr13",48360000,48640000
"72","chr13",48640000,49160000
"73","chr13",49160000,49360000
"74","chr13",49360000,49640000
"75","chr13",49640000,50200000
"76","chr13",50200000,50960000
"77","chr13",50960000,51080000
"78","chr13",51080000,51520000
"79","chr13",51520000,51880000
"80","chr13",51880000,52400000
"81","chr13",52400000,52840000
"82","chr13",52840000,53120000
"83","chr13",53120000,53520000
"84","chr13",53520000,53760000
"85","chr13",53760000,54320000
"86","chr13",54320000,55840000
"87","chr13",55840000,56880000
"88","chr13",56880000,57720000
"89","chr13",57720000,58120000
"90","chr13",58120000,59560000
"91","chr13",59560000,6e+07
"92","chr13",6e+07,60120000
"93","chr13",60120000,60560000
"94","chr13",60560000,61040000
"95","chr13",61040000,61640000
"96","chr13",61640000,62560000
"97","chr13",62560000,64280000
"98","chr13",64280000,64400000
"99","chr13",64400000,66200000
"100","chr13",66200000,6.8e+07
"101","chr13",6.8e+07,70040000
"102","chr13",70040000,71160000
"103","chr13",71160000,71800000
"104","chr13",71800000,73280000
"105","chr13",73280000,74320000
"106","chr13",74320000,7.5e+07
"107","chr13",7.5e+07,75160000
"108","chr13",75160000,75840000
"109","chr13",75840000,76440000
"110","chr13",76440000,77120000
"111","chr13",77120000,77560000
"112","chr13",77560000,78080000
"113","chr13",78080000,78680000
"114","chr13",78680000,79640000
"115","chr13",79640000,80160000
"116","chr13",80160000,80960000
"117","chr13",80960000,81600000
"118","chr13",81600000,82880000
"119","chr13",82880000,85400000
"120","chr13",85400000,86440000
"121","chr13",86440000,88360000
"122","chr13",88360000,89720000
"123","chr13",89720000,90640000
"124","chr13",90640000,91760000
"125","chr13",91760000,92840000
"126","chr13",92840000,93520000
"127","chr13",93520000,95280000
"128","chr13",95280000,95840000
"129","chr13",95840000,96120000
"130","chr13",96120000,96640000
"131","chr13",96640000,97680000
"132","chr13",97680000,98160000
"133","chr13",98160000,98440000
"134","chr13",98440000,98640000
"135","chr13",98640000,99080000
"136","chr13",99080000,99520000
"137","chr13",99520000,99960000
"138","chr13",99960000,100320000
"139","chr13",100320000,100520000
"140","chr13",100520000,101200000
"141","chr13",101200000,101800000
"142","chr13",101800000,102600000
"143","chr13",102600000,103200000
"144","chr13",103200000,103520000
"145","chr13",103520000,104400000
"146","chr13",104400000,105400000
"147","chr13",105400000,106160000
"148","chr13",106160000,107200000
"149","chr13",107200000,107840000
"150","chr13",107840000,108320000
"151","chr13",108320000,108880000
"152","chr13",108880000,109640000
"153","chr13",109640000,109800000
"154","chr13",109800000,110320000
"155","chr13",110320000,110440000
"156","chr13",110440000,110880000
"157","chr13",110880000,111200000
"158","chr13",111200000,111600000
"159","chr13",111600000,111960000
"160","chr13",111960000,112040000
"161","chr13",112040000,112160000
"162","chr13",112160000,112600000
"163","chr13",112600000,112760000
"164","chr13",112760000,113200000
"165","chr13",113200000,113600000
"166","chr13",113600000,113840000
"167","chr13",113840000,114160000
"168","chr13",114160000,114240000
"169","chr13",114240000,114720000
"170","chr13",114720000,114840000
"171","chr13",114840000,114920000
"172","chr13",114920000,115200000
"173","chr13",115200000,115200000
