"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr13",19160001,19680001,1
"2","chr13",19680001,20200001,1
"3","chr13",20200001,20600001,1
"4","chr13",20600001,21480001,1
"5","chr13",21480001,22160001,1
"6","chr13",22160001,22840001,1
"7","chr13",22840001,23360001,1
"8","chr13",23360001,24040001,1
"9","chr13",24040001,24600001,1
"10","chr13",24600001,25160001,1
"11","chr13",25160001,25560001,1
"12","chr13",25560001,25920001,1
"13","chr13",25920001,26760001,1
"14","chr13",26760001,27520001,1
"15","chr13",27520001,27920001,1
"16","chr13",27920001,28600001,1
"17","chr13",28600001,29240001,1
"18","chr13",29240001,29960001,1
"19","chr13",29960001,30320001,1
"20","chr13",30320001,30640001,1
"21","chr13",30640001,31160001,1
"22","chr13",31160001,31720001,1
"23","chr13",31720001,32400001,1
"24","chr13",32400001,32880001,1
"25","chr13",32880001,33280001,1
"26","chr13",33280001,33840001,1
"27","chr13",33840001,34480001,1
"28","chr13",34480001,35080001,1
"29","chr13",35080001,35760001,1
"30","chr13",35760001,36520001,1
"31","chr13",36520001,37000001,1
"32","chr13",37000001,37640001,1
"33","chr13",37640001,38200001,1
"34","chr13",38200001,38800001,1
"35","chr13",38800001,39160001,1
"36","chr13",39160001,39640001,1
"37","chr13",39640001,40320001,1
"38","chr13",40320001,40640001,1
"39","chr13",40640001,41320001,1
"40","chr13",41320001,41920001,1
"41","chr13",41920001,42840001,1
"42","chr13",42840001,43440001,1
"43","chr13",43440001,43720001,1
"44","chr13",43720001,44440001,1
"45","chr13",44440001,45040001,1
"46","chr13",45040001,45560001,1
"47","chr13",45560001,46080001,1
"48","chr13",46080001,46600001,1
"49","chr13",46600001,47320001,1
"50","chr13",47320001,48120001,1
"51","chr13",48120001,48360001,1
"52","chr13",48360001,48640001,1
"53","chr13",48640001,49040001,1
"54","chr13",49040001,49360001,1
"55","chr13",49360001,49640001,1
"56","chr13",49640001,50200001,1
"57","chr13",50200001,50640001,1
"58","chr13",50640001,51160001,1
"59","chr13",51160001,51440001,1
"60","chr13",51440001,51960001,1
"61","chr13",51960001,52440001,1
"62","chr13",52440001,52800001,1
"63","chr13",52800001,53120001,1
"64","chr13",53120001,53760001,1
"65","chr13",53760001,54320001,1
"66","chr13",54320001,54800001,1
"67","chr13",54960001,55400001,1
"68","chr13",55400001,55840001,1
"69","chr13",55840001,56560001,1
"70","chr13",56560001,56880001,1
"71","chr13",56880001,57720001,1
"72","chr13",57720001,58200001,1
"73","chr13",58200001,58840001,1
"74","chr13",58840001,59560001,1
"75","chr13",59560001,60240001,1
"76","chr13",60240001,61040001,1
"77","chr13",61040001,61240001,1
"78","chr13",61240001,61720001,1
"79","chr13",61720001,61960001,1
"80","chr13",61960001,62560001,1
"81","chr13",62560001,63120001,1
"82","chr13",63120001,63680001,1
"83","chr13",63680001,64400001,1
"84","chr13",64400001,65040001,1
"85","chr13",65040001,65520001,1
"86","chr13",65520001,66240001,1
"87","chr13",66240001,66560001,1
"88","chr13",66560001,67200001,1
"89","chr13",67200001,67800001,1
"90","chr13",67800001,68000001,1
"91","chr13",68000001,68480001,1
"92","chr13",68480001,68840001,1
"93","chr13",68840001,69520001,1
"94","chr13",69520001,70080001,1
"95","chr13",70080001,70480001,1
"96","chr13",70480001,71160001,1
"97","chr13",71160001,71800001,1
"98","chr13",71800001,72560001,1
"99","chr13",72560001,73280001,1
"100","chr13",73280001,74000001,1
"101","chr13",74000001,74320001,1
"102","chr13",74320001,75000001,1
"103","chr13",75000001,75840001,1
"104","chr13",75840001,76440001,1
"105","chr13",76440001,77120001,1
"106","chr13",77120001,77560001,1
"107","chr13",77560001,78360001,1
"108","chr13",78360001,78680001,1
"109","chr13",78680001,79640001,1
"110","chr13",79640001,80160001,1
"111","chr13",80160001,80960001,1
"112","chr13",80960001,81640001,1
"113","chr13",81640001,82040001,1
"114","chr13",82040001,82480001,1
"115","chr13",82480001,82880001,1
"116","chr13",82880001,83760001,1
"117","chr13",83760001,84560001,1
"118","chr13",84560001,85200001,1
"119","chr13",85200001,85480001,1
"120","chr13",85480001,86400001,1
"121","chr13",86400001,87240001,1
"122","chr13",87320001,87600001,1
"123","chr13",87600001,87960001,1
"124","chr13",87960001,88600001,1
"125","chr13",88600001,89000001,1
"126","chr13",89000001,89720001,1
"127","chr13",89720001,90360001,1
"128","chr13",90360001,90720001,1
"129","chr13",90720001,91520001,1
"130","chr13",91520001,91960001,1
"131","chr13",91960001,92520001,1
"132","chr13",92520001,93000001,1
"133","chr13",93000001,93240001,1
"134","chr13",93240001,93520001,1
"135","chr13",93680001,93920001,1
"136","chr13",93920001,94200001,1
"137","chr13",94200001,95080001,1
"138","chr13",95080001,95280001,1
"139","chr13",95280001,95800001,1
"140","chr13",95800001,96640001,1
"141","chr13",96640001,96840001,1
"142","chr13",96840001,97320001,1
"143","chr13",97320001,97600001,1
"144","chr13",97600001,98160001,1
"145","chr13",98160001,98520001,1
"146","chr13",98520001,99080001,1
"147","chr13",99080001,99720001,1
"148","chr13",99720001,100120001,1
"149","chr13",100120001,100440001,1
"150","chr13",100440001,101200001,1
"151","chr13",101200001,101800001,1
"152","chr13",101800001,102080001,1
"153","chr13",102080001,102480001,1
"154","chr13",102480001,103200001,1
"155","chr13",103200001,103520001,1
"156","chr13",103520001,103840001,1
"157","chr13",103840001,104400001,1
"158","chr13",104400001,105120001,1
"159","chr13",105160001,105800001,1
"160","chr13",105800001,106040001,1
"161","chr13",106040001,106680001,1
"162","chr13",106680001,107200001,1
"163","chr13",107200001,107840001,1
"164","chr13",107840001,108320001,1
"165","chr13",108320001,108880001,1
"166","chr13",108880001,109600001,1
"167","chr13",109600001,110360001,1
"168","chr13",110360001,110880001,1
"169","chr13",110880001,111200001,1
"170","chr13",111200001,111520001,1
"171","chr13",111520001,112120001,1
"172","chr13",112200001,113200001,1
"173","chr13",113200001,115120001,1
