"","col2","res2","end2"
"1","chr11",160000,320000
"2","chr11",320000,4e+05
"3","chr11",4e+05,840000
"4","chr11",840000,1600000
"5","chr11",1600000,2200000
"6","chr11",2200000,2920000
"7","chr11",2920000,3440000
"8","chr11",3440000,3680000
"9","chr11",3680000,3840000
"10","chr11",3840000,4160000
"11","chr11",4160000,4640000
"12","chr11",4640000,5440000
"13","chr11",5440000,5920000
"14","chr11",5920000,6400000
"15","chr11",6400000,6760000
"16","chr11",6760000,7360000
"17","chr11",7360000,7720000
"18","chr11",7720000,8160000
"19","chr11",8160000,8640000
"20","chr11",8640000,9e+06
"21","chr11",9e+06,9200000
"22","chr11",9200000,9800000
"23","chr11",9800000,10400000
"24","chr11",10400000,10760000
"25","chr11",10760000,11440000
"26","chr11",11440000,11560000
"27","chr11",11560000,11800000
"28","chr11",11800000,12320000
"29","chr11",12320000,1.3e+07
"30","chr11",1.3e+07,13200000
"31","chr11",13200000,13480000
"32","chr11",13480000,13680000
"33","chr11",13680000,14280000
"34","chr11",14280000,14560000
"35","chr11",14560000,14920000
"36","chr11",14920000,15280000
"37","chr11",15280000,15840000
"38","chr11",15840000,16320000
"39","chr11",16320000,16760000
"40","chr11",16760000,17240000
"41","chr11",17240000,17600000
"42","chr11",17600000,18120000
"43","chr11",18120000,18760000
"44","chr11",18760000,19080000
"45","chr11",19080000,19560000
"46","chr11",19560000,20160000
"47","chr11",20160000,20400000
"48","chr11",20400000,20640000
"49","chr11",20640000,22240000
"50","chr11",22240000,22880000
"51","chr11",22880000,24520000
"52","chr11",24520000,26280000
"53","chr11",26280000,26760000
"54","chr11",26760000,27200000
"55","chr11",27200000,27520000
"56","chr11",27520000,28120000
"57","chr11",28120000,28520000
"58","chr11",28520000,29400000
"59","chr11",29400000,30320000
"60","chr11",30320000,31040000
"61","chr11",31040000,32280000
"62","chr11",32280000,32840000
"63","chr11",32840000,33360000
"64","chr11",33360000,33800000
"65","chr11",33800000,34160000
"66","chr11",34160000,34520000
"67","chr11",34520000,34920000
"68","chr11",34920000,35440000
"69","chr11",35440000,36280000
"70","chr11",36280000,36560000
"71","chr11",36560000,36880000
"72","chr11",36880000,37680000
"73","chr11",37680000,38840000
"74","chr11",38840000,40280000
"75","chr11",40280000,40760000
"76","chr11",40760000,41320000
"77","chr11",41320000,42520000
"78","chr11",42520000,43360000
"79","chr11",43360000,43600000
"80","chr11",43600000,44120000
"81","chr11",44120000,44560000
"82","chr11",44560000,44920000
"83","chr11",44920000,45360000
"84","chr11",45360000,45760000
