"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr11",160001,480001,1
"2","chr11",480001,800001,1
"3","chr11",800001,1160001,1
"4","chr11",1160001,1560001,1
"5","chr11",1560001,2200001,1
"6","chr11",2200001,2920001,1
"7","chr11",2920001,3440001,1
"8","chr11",3440001,4160001,1
"9","chr11",4160001,4640001,1
"10","chr11",4640001,5160001,1
"11","chr11",5160001,5960001,1
"12","chr11",5960001,6640001,1
"13","chr11",7680001,8160001,1
"14","chr11",8160001,8640001,1
"15","chr11",8640001,9000001,1
"16","chr11",9000001,9560001,1
"17","chr11",9560001,9760001,1
"18","chr11",9760001,10400001,1
"19","chr11",10400001,10760001,1
"20","chr11",10760001,11320001,1
"21","chr11",11320001,11800001,1
"22","chr11",11800001,12320001,1
"23","chr11",12320001,12960001,1
"24","chr11",12960001,13480001,1
"25","chr11",13480001,13720001,1
"26","chr11",13720001,14560001,1
"27","chr11",14560001,15280001,1
"28","chr11",15280001,15840001,1
"29","chr11",15840001,16760001,1
"30","chr11",16760001,17240001,1
"31","chr11",17240001,17600001,1
"32","chr11",17600001,18240001,1
"33","chr11",18240001,18800001,1
"34","chr11",18800001,19080001,1
"35","chr11",19080001,19560001,1
"36","chr11",19560001,20160001,1
"37","chr11",20160001,20680001,1
"38","chr11",20680001,21240001,1
"39","chr11",21240001,22040001,1
"40","chr11",22040001,22840001,1
"41","chr11",22840001,23440001,1
"42","chr11",24480001,24960001,1
"43","chr11",24960001,25520001,1
"44","chr11",25520001,26000001,1
"45","chr11",26000001,26280001,1
"46","chr11",26280001,26760001,1
"47","chr11",26760001,27200001,1
"48","chr11",27200001,27520001,1
"49","chr11",27520001,27720001,1
"50","chr11",27720001,28320001,1
"51","chr11",28320001,28640001,1
"52","chr11",28640001,29040001,1
"53","chr11",29040001,29440001,1
"54","chr11",29440001,30200001,1
"55","chr11",30200001,30960001,1
"56","chr11",30960001,31360001,1
"57","chr11",32400001,32840001,1
"58","chr11",32840001,33160001,1
"59","chr11",33160001,33800001,1
"60","chr11",33800001,34520001,1
"61","chr11",34520001,34920001,1
"62","chr11",34920001,35400001,1
"63","chr11",35400001,35640001,1
"64","chr11",35640001,36280001,1
"65","chr11",36280001,36560001,1
"66","chr11",36560001,36880001,1
"67","chr11",36880001,37600001,1
"68","chr11",37600001,37920001,1
"69","chr11",37920001,38800001,1
"70","chr11",38800001,39120001,1
"71","chr11",39120001,39480001,1
"72","chr11",39480001,39960001,1
"73","chr11",39960001,40320001,1
"74","chr11",40320001,40760001,1
"75","chr11",40760001,41200001,1
"76","chr11",41320001,41840001,1
"77","chr11",41840001,42480001,1
"78","chr11",42480001,43280001,1
"79","chr11",43280001,43520001,1
"80","chr11",43520001,43880001,1
"81","chr11",43880001,44120001,1
"82","chr11",44120001,44560001,1
"83","chr11",44560001,44960001,1
"84","chr11",44960001,45360001,1
"85","chr11",45360001,45800001,1
"86","chr11",45800001,46400001,1
"87","chr11",46400001,46840001,1
"88","chr11",46840001,47200001,1
"89","chr11",47200001,47800001,1
"90","chr11",47800001,48200001,1
"91","chr11",48200001,48520001,1
"92","chr11",48520001,49280001,1
"93","chr11",50320001,50960001,1
"94","chr11",55240001,55640001,1
"95","chr11",55640001,56600001,1
"96","chr11",56600001,57120001,1
"97","chr11",57120001,57600001,1
"98","chr11",57600001,58320001,1
"99","chr11",58320001,58960001,1
"100","chr11",58960001,59480001,1
"101","chr11",59480001,59920001,1
"102","chr11",59920001,60520001,1
"103","chr11",60520001,61000001,1
"104","chr11",61000001,61560001,1
"105","chr11",61560001,61880001,1
"106","chr11",61880001,62640001,1
"107","chr11",62640001,63240001,1
"108","chr11",63240001,63960001,1
"109","chr11",64120001,64520001,1
"110","chr11",64520001,65000001,1
"111","chr11",65000001,65400001,1
"112","chr11",65400001,65800001,1
"113","chr11",65800001,66080001,1
"114","chr11",66080001,66640001,1
"115","chr11",66640001,67280001,1
"116","chr11",67280001,67760001,1
"117","chr11",67760001,68280001,1
"118","chr11",68280001,68880001,1
"119","chr11",68880001,69520001,1
"120","chr11",69520001,70240001,1
"121","chr11",70240001,70800001,1
"122","chr11",70800001,71160001,1
"123","chr11",71160001,71400001,1
"124","chr11",71400001,71640001,1
"125","chr11",71640001,72160001,1
"126","chr11",72160001,72760001,1
"127","chr11",72760001,72960001,1
"128","chr11",72960001,73440001,1
"129","chr11",73440001,74160001,1
"130","chr11",74160001,74560001,1
"131","chr11",74560001,75120001,1
"132","chr11",75120001,75520001,1
"133","chr11",75520001,75920001,1
"134","chr11",75920001,76240001,1
"135","chr11",76240001,76880001,1
"136","chr11",76880001,77360001,1
"137","chr11",77360001,77840001,1
"138","chr11",77840001,78320001,1
"139","chr11",78320001,78880001,1
"140","chr11",78880001,79400001,1
"141","chr11",79400001,79880001,1
"142","chr11",79880001,80720001,1
"143","chr11",80720001,81240001,1
"144","chr11",81240001,81960001,1
"145","chr11",81960001,82600001,1
"146","chr11",82600001,83000001,1
"147","chr11",83000001,83520001,1
"148","chr11",83520001,84240001,1
"149","chr11",84240001,84440001,1
"150","chr11",84440001,85280001,1
"151","chr11",85280001,86040001,1
"152","chr11",86040001,86560001,1
"153","chr11",86560001,87040001,1
"154","chr11",87040001,87640001,1
"155","chr11",87640001,88280001,1
"156","chr11",88280001,88800001,1
"157","chr11",88800001,89800001,1
"158","chr11",89800001,90200001,1
"159","chr11",90200001,90760001,1
"160","chr11",90760001,91240001,1
"161","chr11",91240001,91880001,1
"162","chr11",91880001,92640001,1
"163","chr11",92640001,93400001,1
"164","chr11",93560001,94240001,1
"165","chr11",94240001,94880001,1
"166","chr11",94880001,95520001,1
"167","chr11",95520001,96160001,1
"168","chr11",96280001,96640001,1
"169","chr11",96640001,97120001,1
"170","chr11",97120001,97440001,1
"171","chr11",97440001,98080001,1
"172","chr11",98080001,98880001,1
"173","chr11",98880001,99640001,1
"174","chr11",99640001,100400001,1
"175","chr11",100400001,100840001,1
"176","chr11",100840001,101320001,1
"177","chr11",101320001,101720001,1
"178","chr11",101720001,102560001,1
"179","chr11",102560001,102960001,1
"180","chr11",102960001,103560001,1
"181","chr11",103560001,104080001,1
"182","chr11",104080001,104760001,1
"183","chr11",104760001,105200001,1
"184","chr11",105200001,105880001,1
"185","chr11",105880001,106160001,1
"186","chr11",106160001,106520001,1
"187","chr11",106520001,106920001,1
"188","chr11",106920001,107200001,1
"189","chr11",107200001,107880001,1
"190","chr11",107880001,108560001,1
"191","chr11",108560001,108960001,1
"192","chr11",108960001,109800001,1
"193","chr11",109800001,110320001,1
"194","chr11",110320001,111080001,1
"195","chr11",111080001,111440001,1
"196","chr11",111440001,111960001,1
"197","chr11",111960001,112440001,1
"198","chr11",112440001,113160001,1
"199","chr11",113160001,113640001,1
"200","chr11",113640001,114160001,1
"201","chr11",114160001,114400001,1
"202","chr11",114400001,114760001,1
"203","chr11",114760001,115400001,1
"204","chr11",115400001,116040001,1
"205","chr11",116040001,116560001,1
"206","chr11",116560001,117080001,1
"207","chr11",117080001,117680001,1
"208","chr11",117680001,118080001,1
"209","chr11",118080001,118480001,1
"210","chr11",118480001,118920001,1
"211","chr11",118920001,119240001,1
"212","chr11",119240001,120000001,1
"213","chr11",120000001,120360001,1
"214","chr11",120360001,121040001,1
"215","chr11",121040001,121480001,1
"216","chr11",121480001,122080001,1
"217","chr11",122080001,122400001,1
"218","chr11",122400001,122960001,1
"219","chr11",122960001,123440001,1
"220","chr11",123440001,124200001,1
"221","chr11",124200001,124520001,1
"222","chr11",124520001,125280001,1
"223","chr11",125280001,125760001,1
"224","chr11",125760001,126320001,1
"225","chr11",126320001,126880001,1
"226","chr11",126880001,127320001,1
"227","chr11",127320001,127880001,1
"228","chr11",127880001,128720001,1
"229","chr11",128720001,129240001,1
"230","chr11",129240001,129640001,1
"231","chr11",129640001,130080001,1
"232","chr11",130080001,130320001,1
"233","chr11",130320001,130800001,1
"234","chr11",130800001,131560001,1
"235","chr11",131680001,132120001,1
"236","chr11",132120001,133800001,1
"237","chr11",133800001,135000001,1
