"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr13",19160001,19720001,1
"2","chr13",19720001,20200001,1
"3","chr13",20200001,20640001,1
"4","chr13",21680001,22200001,1
"5","chr13",22200001,22760001,1
"6","chr13",22760001,23160001,1
"7","chr13",23160001,23920001,1
"8","chr13",23920001,24520001,1
"9","chr13",24520001,24840001,1
"10","chr13",24840001,25120001,1
"11","chr13",25120001,25560001,1
"12","chr13",25560001,26120001,1
"13","chr13",26120001,26760001,1
"14","chr13",26760001,27520001,1
"15","chr13",27520001,27920001,1
"16","chr13",27920001,28560001,1
"17","chr13",28560001,28880001,1
"18","chr13",28880001,29400001,1
"19","chr13",29400001,29960001,1
"20","chr13",29960001,30320001,1
"21","chr13",30320001,30680001,1
"22","chr13",30680001,31200001,1
"23","chr13",31200001,31800001,1
"24","chr13",31800001,32400001,1
"25","chr13",32400001,32920001,1
"26","chr13",32920001,33280001,1
"27","chr13",33280001,33640001,1
"28","chr13",33640001,34320001,1
"29","chr13",34320001,34760001,1
"30","chr13",34760001,35080001,1
"31","chr13",35080001,35360001,1
"32","chr13",35360001,35760001,1
"33","chr13",35760001,36440001,1
"34","chr13",36440001,36880001,1
"35","chr13",36880001,37640001,1
"36","chr13",37640001,38200001,1
"37","chr13",38200001,38640001,1
"38","chr13",38640001,39120001,1
"39","chr13",39120001,39600001,1
"40","chr13",39600001,40240001,1
"41","chr13",41280001,41640001,1
"42","chr13",41640001,41920001,1
"43","chr13",41920001,42240001,1
"44","chr13",42240001,42840001,1
"45","chr13",42840001,43280001,1
"46","chr13",43280001,43720001,1
"47","chr13",43720001,44440001,1
"48","chr13",44440001,45040001,1
"49","chr13",45040001,45600001,1
"50","chr13",45600001,46080001,1
"51","chr13",46080001,46760001,1
"52","chr13",46760001,47080001,1
"53","chr13",47080001,47360001,1
"54","chr13",47360001,48200001,1
"55","chr13",48200001,48520001,1
"56","chr13",48520001,49360001,1
"57","chr13",49360001,49840001,1
"58","chr13",49840001,50200001,1
"59","chr13",50200001,50640001,1
"60","chr13",50640001,51400001,1
"61","chr13",51400001,51920001,1
"62","chr13",51920001,52400001,1
"63","chr13",52400001,53000001,1
"64","chr13",53000001,53720001,1
"65","chr13",53720001,54240001,1
"66","chr13",54240001,54760001,1
"67","chr13",54760001,55320001,1
"68","chr13",55320001,55840001,1
"69","chr13",55840001,56600001,1
"70","chr13",56600001,57160001,1
"71","chr13",57160001,57640001,1
"72","chr13",57640001,58080001,1
"73","chr13",58080001,58520001,1
"74","chr13",58520001,58920001,1
"75","chr13",58920001,59240001,1
"76","chr13",59240001,60000001,1
"77","chr13",60000001,60320001,1
"78","chr13",60320001,61040001,1
"79","chr13",61040001,61240001,1
"80","chr13",61240001,61680001,1
"81","chr13",61680001,62280001,1
"82","chr13",62280001,62560001,1
"83","chr13",62560001,62920001,1
"84","chr13",62920001,63200001,1
"85","chr13",63200001,63600001,1
"86","chr13",63600001,64320001,1
"87","chr13",64320001,64680001,1
"88","chr13",64680001,65280001,1
"89","chr13",65280001,65920001,1
"90","chr13",65920001,66240001,1
"91","chr13",66240001,66520001,1
"92","chr13",66520001,66920001,1
"93","chr13",66920001,67200001,1
"94","chr13",67200001,67800001,1
"95","chr13",67800001,68000001,1
"96","chr13",68000001,68400001,1
"97","chr13",68400001,68880001,1
"98","chr13",68880001,69520001,1
"99","chr13",69520001,69800001,1
"100","chr13",69800001,70440001,1
"101","chr13",70440001,71160001,1
"102","chr13",71160001,71880001,1
"103","chr13",71880001,72440001,1
"104","chr13",72440001,73280001,1
"105","chr13",73360001,74320001,1
"106","chr13",74320001,74880001,1
"107","chr13",74880001,75200001,1
"108","chr13",75200001,75800001,1
"109","chr13",75800001,76440001,1
"110","chr13",76440001,77040001,1
"111","chr13",77040001,77600001,1
"112","chr13",77600001,78160001,1
"113","chr13",78160001,78720001,1
"114","chr13",78720001,79360001,1
"115","chr13",79360001,79880001,1
"116","chr13",79880001,80120001,1
"117","chr13",80120001,80920001,1
"118","chr13",80920001,81640001,1
"119","chr13",81640001,82120001,1
"120","chr13",82120001,82480001,1
"121","chr13",82480001,82920001,1
"122","chr13",82920001,83440001,1
"123","chr13",83440001,83920001,1
"124","chr13",83920001,84520001,1
"125","chr13",84520001,85400001,1
"126","chr13",85400001,86400001,1
"127","chr13",86400001,86920001,1
"128","chr13",86920001,87200001,1
"129","chr13",87200001,87480001,1
"130","chr13",87480001,87880001,1
"131","chr13",87880001,88320001,1
"132","chr13",88320001,88640001,1
"133","chr13",88640001,89040001,1
"134","chr13",89040001,89520001,1
"135","chr13",89520001,89760001,1
"136","chr13",89760001,90360001,1
"137","chr13",90360001,90600001,1
"138","chr13",90600001,91040001,1
"139","chr13",91040001,91680001,1
"140","chr13",91680001,92000001,1
"141","chr13",92000001,92440001,1
"142","chr13",92440001,92800001,1
"143","chr13",92800001,93480001,1
"144","chr13",93480001,93880001,1
"145","chr13",93880001,94520001,1
"146","chr13",94520001,95080001,1
"147","chr13",95080001,95280001,1
"148","chr13",95280001,95840001,1
"149","chr13",95840001,96560001,1
"150","chr13",96560001,96960001,1
"151","chr13",96960001,97640001,1
"152","chr13",97640001,98400001,1
"153","chr13",98400001,98640001,1
"154","chr13",98640001,99040001,1
"155","chr13",99040001,99320001,1
"156","chr13",99320001,100080001,1
"157","chr13",100080001,100280001,1
"158","chr13",100280001,100680001,1
"159","chr13",100680001,101200001,1
"160","chr13",101200001,101760001,1
"161","chr13",101760001,102440001,1
"162","chr13",102440001,103200001,1
"163","chr13",103200001,103520001,1
"164","chr13",103520001,103840001,1
"165","chr13",103840001,104520001,1
"166","chr13",105560001,106080001,1
"167","chr13",106080001,106720001,1
"168","chr13",106720001,107200001,1
"169","chr13",107200001,107840001,1
"170","chr13",108880001,109560001,1
"171","chr13",109560001,109920001,1
"172","chr13",109920001,110240001,1
"173","chr13",110240001,110760001,1
"174","chr13",110760001,111120001,1
"175","chr13",111120001,111720001,1
"176","chr13",111720001,112120001,1
"177","chr13",112200001,113640001,1
"178","chr13",113640001,115120001,1
