"","col2","res2","end2"
"1","chr13",19080000,19160000
"2","chr13",19160000,19240000
"3","chr13",19240000,19320000
"4","chr13",19320000,19400000
"5","chr13",19400000,19680000
"6","chr13",19680000,2e+07
"7","chr13",2e+07,20240000
"8","chr13",20240000,20440000
"9","chr13",20440000,20600000
"10","chr13",20600000,20760000
"11","chr13",20760000,21080000
"12","chr13",21080000,21480000
"13","chr13",21480000,21760000
"14","chr13",21760000,22200000
"15","chr13",22200000,22760000
"16","chr13",22760000,23160000
"17","chr13",23160000,23920000
"18","chr13",23920000,24040000
"19","chr13",24040000,24520000
"20","chr13",24520000,24840000
"21","chr13",24840000,25120000
"22","chr13",25120000,25600000
"23","chr13",25600000,26120000
"24","chr13",26120000,26760000
"25","chr13",26760000,27040000
"26","chr13",27040000,27240000
"27","chr13",27240000,27520000
"28","chr13",27520000,27920000
"29","chr13",27920000,28600000
"30","chr13",28600000,28880000
"31","chr13",28880000,29240000
"32","chr13",29240000,29400000
"33","chr13",29400000,29960000
"34","chr13",29960000,30320000
"35","chr13",30320000,30760000
"36","chr13",30760000,31200000
"37","chr13",31200000,31440000
"38","chr13",31440000,31800000
"39","chr13",31800000,3.2e+07
"40","chr13",3.2e+07,32440000
"41","chr13",32440000,32920000
"42","chr13",32920000,33240000
"43","chr13",33240000,33640000
"44","chr13",33640000,34120000
"45","chr13",34120000,34320000
"46","chr13",34320000,34760000
"47","chr13",34760000,34920000
"48","chr13",34920000,35200000
"49","chr13",35200000,35760000
"50","chr13",35760000,36360000
"51","chr13",36360000,36520000
"52","chr13",36520000,36920000
"53","chr13",36920000,37520000
"54","chr13",37520000,37640000
"55","chr13",37640000,38200000
"56","chr13",38200000,38640000
"57","chr13",38640000,39120000
"58","chr13",39120000,39600000
"59","chr13",39600000,40240000
"60","chr13",40240000,40640000
"61","chr13",40640000,41280000
"62","chr13",41280000,41640000
"63","chr13",41640000,41920000
"64","chr13",41920000,42240000
"65","chr13",42240000,42680000
"66","chr13",42680000,42880000
"67","chr13",42880000,43200000
"68","chr13",43200000,43440000
"69","chr13",43440000,43720000
"70","chr13",43720000,43880000
"71","chr13",43880000,44440000
"72","chr13",44440000,45040000
"73","chr13",45040000,45600000
"74","chr13",45600000,45920000
"75","chr13",45920000,46120000
"76","chr13",46120000,46360000
"77","chr13",46360000,46760000
"78","chr13",46760000,47080000
"79","chr13",47080000,47400000
"80","chr13",47400000,48200000
"81","chr13",48200000,48360000
"82","chr13",48360000,48640000
"83","chr13",48640000,48880000
"84","chr13",48880000,49160000
"85","chr13",49160000,49360000
"86","chr13",49360000,49840000
"87","chr13",49840000,50200000
"88","chr13",50200000,50640000
"89","chr13",50640000,51120000
"90","chr13",51120000,51400000
"91","chr13",51400000,51640000
"92","chr13",51640000,51920000
"93","chr13",51920000,52400000
"94","chr13",52400000,52840000
"95","chr13",52840000,53240000
"96","chr13",53240000,53720000
"97","chr13",53720000,54320000
"98","chr13",54320000,55440000
"99","chr13",55440000,56720000
"100","chr13",56720000,58080000
"101","chr13",58080000,59520000
"102","chr13",59520000,60200000
"103","chr13",60200000,61040000
"104","chr13",61040000,61680000
"105","chr13",61680000,62560000
"106","chr13",62560000,63680000
"107","chr13",63680000,64320000
"108","chr13",64320000,6.5e+07
"109","chr13",6.5e+07,66200000
"110","chr13",66200000,66800000
"111","chr13",66800000,6.7e+07
"112","chr13",6.7e+07,6.8e+07
"113","chr13",6.8e+07,68840000
"114","chr13",68840000,70040000
"115","chr13",70040000,71200000
"116","chr13",71200000,71880000
"117","chr13",71880000,73320000
"118","chr13",73320000,74320000
"119","chr13",74320000,74880000
"120","chr13",74880000,75200000
"121","chr13",75200000,75800000
"122","chr13",75800000,76120000
"123","chr13",76120000,76440000
"124","chr13",76440000,77120000
"125","chr13",77120000,77600000
"126","chr13",77600000,78240000
"127","chr13",78240000,78720000
"128","chr13",78720000,79880000
"129","chr13",79880000,80240000
"130","chr13",80240000,80920000
"131","chr13",80920000,81600000
"132","chr13",81600000,82480000
"133","chr13",82480000,83200000
"134","chr13",83200000,84400000
"135","chr13",84400000,85400000
"136","chr13",85400000,86440000
"137","chr13",86440000,88320000
"138","chr13",88320000,89760000
"139","chr13",89760000,90600000
"140","chr13",90600000,91680000
"141","chr13",91680000,92480000
"142","chr13",92480000,93520000
"143","chr13",93520000,95080000
"144","chr13",95080000,95840000
"145","chr13",95840000,96640000
"146","chr13",96640000,97640000
"147","chr13",97640000,98480000
"148","chr13",98480000,98800000
"149","chr13",98800000,99080000
"150","chr13",99080000,99480000
"151","chr13",99480000,99960000
"152","chr13",99960000,100320000
"153","chr13",100320000,100560000
"154","chr13",100560000,101200000
"155","chr13",101200000,101760000
"156","chr13",101760000,102600000
"157","chr13",102600000,103200000
"158","chr13",103200000,103520000
"159","chr13",103520000,104520000
"160","chr13",104520000,105200000
"161","chr13",105200000,105920000
"162","chr13",105920000,106720000
"163","chr13",106720000,107200000
"164","chr13",107200000,107800000
"165","chr13",107800000,108880000
"166","chr13",108880000,109560000
"167","chr13",109560000,110320000
"168","chr13",110320000,110760000
"169","chr13",110760000,111240000
"170","chr13",111240000,111560000
"171","chr13",111560000,111920000
"172","chr13",111920000,112120000
"173","chr13",112120000,113160000
"174","chr13",113160000,113800000
"175","chr13",113800000,114160000
"176","chr13",114160000,114320000
"177","chr13",114320000,115200000
"178","chr13",115200000,115200000
