"","col2","res2","end2"
"1","chr6",160000,440000
"2","chr6",440000,720000
"3","chr6",720000,1520000
"4","chr6",1520000,2240000
"5","chr6",2240000,2320000
"6","chr6",2320000,2760000
"7","chr6",2760000,3080000
"8","chr6",3080000,3280000
"9","chr6",3280000,3720000
"10","chr6",3720000,4040000
"11","chr6",4040000,4240000
"12","chr6",4240000,4800000
"13","chr6",4800000,5040000
"14","chr6",5040000,5400000
"15","chr6",5400000,5800000
"16","chr6",5800000,6120000
"17","chr6",6120000,6640000
"18","chr6",6640000,7280000
"19","chr6",7280000,7640000
"20","chr6",7640000,8040000
"21","chr6",8040000,8480000
"22","chr6",8480000,8920000
"23","chr6",8920000,1e+07
"24","chr6",1e+07,10480000
"25","chr6",10480000,10840000
"26","chr6",10840000,11080000
"27","chr6",11080000,11520000
"28","chr6",11520000,12280000
"29","chr6",12280000,12600000
"30","chr6",12600000,12920000
"31","chr6",12920000,13320000
"32","chr6",13320000,13840000
"33","chr6",13840000,14200000
"34","chr6",14200000,14720000
"35","chr6",14720000,15640000
"36","chr6",15640000,16320000
"37","chr6",16320000,16480000
"38","chr6",16480000,16800000
"39","chr6",16800000,17080000
"40","chr6",17080000,17600000
"41","chr6",17600000,18200000
"42","chr6",18200000,18560000
"43","chr6",18560000,1.9e+07
"44","chr6",1.9e+07,20080000
"45","chr6",20080000,20560000
"46","chr6",20560000,21600000
"47","chr6",21600000,22240000
"48","chr6",22240000,22920000
"49","chr6",22920000,23480000
"50","chr6",23480000,24280000
"51","chr6",24280000,24800000
"52","chr6",24800000,25240000
"53","chr6",25240000,25600000
"54","chr6",25600000,25960000
"55","chr6",25960000,26280000
"56","chr6",26280000,26600000
"57","chr6",26600000,27080000
"58","chr6",27080000,27880000
"59","chr6",27880000,28440000
"60","chr6",28440000,29040000
"61","chr6",29040000,29600000
"62","chr6",29600000,30160000
"63","chr6",30160000,30640000
"64","chr6",30640000,31080000
"65","chr6",31080000,31440000
"66","chr6",31440000,3.2e+07
"67","chr6",3.2e+07,32200000
"68","chr6",32200000,32360000
"69","chr6",32360000,32760000
"70","chr6",32760000,32960000
"71","chr6",32960000,33240000
"72","chr6",33240000,33680000
"73","chr6",33680000,34120000
"74","chr6",34120000,34400000
"75","chr6",34400000,34600000
"76","chr6",34600000,34840000
"77","chr6",34840000,35240000
"78","chr6",35240000,35440000
"79","chr6",35440000,35720000
"80","chr6",35720000,36160000
"81","chr6",36160000,36280000
"82","chr6",36280000,36720000
"83","chr6",36720000,36880000
"84","chr6",36880000,37320000
"85","chr6",37320000,37440000
"86","chr6",37440000,37680000
"87","chr6",37680000,38120000
"88","chr6",38120000,38520000
"89","chr6",38520000,38840000
"90","chr6",38840000,39320000
"91","chr6",39320000,39960000
"92","chr6",39960000,40280000
"93","chr6",40280000,40560000
"94","chr6",40560000,40800000
"95","chr6",40800000,41040000
"96","chr6",41040000,41320000
"97","chr6",41320000,41680000
"98","chr6",41680000,42200000
"99","chr6",42200000,42520000
"100","chr6",42520000,42880000
"101","chr6",42880000,43200000
"102","chr6",43200000,43600000
"103","chr6",43600000,44040000
"104","chr6",44040000,44360000
"105","chr6",44360000,44600000
"106","chr6",44600000,44960000
"107","chr6",44960000,45360000
"108","chr6",45360000,45720000
"109","chr6",45720000,45920000
"110","chr6",45920000,46400000
"111","chr6",46400000,46760000
"112","chr6",46760000,4.7e+07
"113","chr6",4.7e+07,47360000
"114","chr6",47360000,47760000
"115","chr6",47760000,48760000
"116","chr6",48760000,49400000
"117","chr6",49400000,50040000
"118","chr6",50040000,50760000
"119","chr6",50760000,51400000
"120","chr6",51400000,51920000
"121","chr6",51920000,52120000
"122","chr6",52120000,52560000
"123","chr6",52560000,52960000
"124","chr6",52960000,53360000
"125","chr6",53360000,53560000
"126","chr6",53560000,53840000
"127","chr6",53840000,54240000
"128","chr6",54240000,55120000
"129","chr6",55120000,55840000
"130","chr6",55840000,56200000
"131","chr6",56200000,56480000
"132","chr6",56480000,56920000
"133","chr6",56920000,57200000
"134","chr6",57200000,58120000
