"","col2","res2","end2"
"1","chr6",160000,280000
"2","chr6",280000,4e+05
"3","chr6",4e+05,880000
"4","chr6",880000,1040000
"5","chr6",1040000,1360000
"6","chr6",1360000,1560000
"7","chr6",1560000,2200000
"8","chr6",2200000,2400000
"9","chr6",2400000,2760000
"10","chr6",2760000,3160000
"11","chr6",3160000,3320000
"12","chr6",3320000,3720000
"13","chr6",3720000,4e+06
"14","chr6",4e+06,5120000
"15","chr6",5120000,5400000
"16","chr6",5400000,5720000
"17","chr6",5720000,6040000
"18","chr6",6040000,6560000
"19","chr6",6560000,7280000
"20","chr6",7280000,7640000
"21","chr6",7640000,8120000
"22","chr6",8120000,8960000
"23","chr6",8960000,1e+07
"24","chr6",1e+07,10440000
"25","chr6",10440000,10920000
"26","chr6",10920000,11560000
"27","chr6",11560000,12280000
"28","chr6",12280000,12920000
"29","chr6",12920000,13240000
"30","chr6",13240000,13600000
"31","chr6",13600000,14120000
"32","chr6",14120000,14760000
"33","chr6",14760000,14920000
"34","chr6",14920000,15640000
"35","chr6",15640000,16240000
"36","chr6",16240000,16360000
"37","chr6",16360000,17120000
"38","chr6",17120000,17640000
"39","chr6",17640000,18240000
"40","chr6",18240000,1.9e+07
"41","chr6",1.9e+07,19920000
"42","chr6",19920000,20080000
"43","chr6",20080000,20560000
"44","chr6",20560000,21360000
"45","chr6",21360000,21440000
"46","chr6",21440000,22160000
"47","chr6",22160000,22840000
"48","chr6",22840000,24400000
"49","chr6",24400000,24760000
"50","chr6",24760000,25080000
"51","chr6",25080000,25640000
"52","chr6",25640000,2.6e+07
"53","chr6",2.6e+07,26600000
"54","chr6",26600000,27080000
"55","chr6",27080000,27880000
"56","chr6",27880000,28360000
"57","chr6",28360000,2.9e+07
"58","chr6",2.9e+07,29560000
"59","chr6",29560000,29720000
"60","chr6",29720000,3e+07
"61","chr6",3e+07,30440000
"62","chr6",30440000,30920000
"63","chr6",30920000,31040000
"64","chr6",31040000,31480000
"65","chr6",31480000,3.2e+07
"66","chr6",3.2e+07,32080000
"67","chr6",32080000,32160000
"68","chr6",32160000,32400000
"69","chr6",32400000,32600000
"70","chr6",32600000,32800000
"71","chr6",32800000,33240000
"72","chr6",33240000,33640000
"73","chr6",33640000,34160000
"74","chr6",34160000,34520000
"75","chr6",34520000,34600000
"76","chr6",34600000,34920000
"77","chr6",34920000,35240000
"78","chr6",35240000,35480000
"79","chr6",35480000,3.6e+07
"80","chr6",3.6e+07,36320000
