"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr10",1120001,1440001,1
"2","chr10",1440001,1840001,1
"3","chr10",1840001,2520001,1
"4","chr10",2520001,3160001,1
"5","chr10",3280001,3960001,1
"6","chr10",3960001,4840001,1
"7","chr10",4840001,5480001,1
"8","chr10",5480001,5920001,1
"9","chr10",5920001,6240001,1
"10","chr10",6240001,6480001,1
"11","chr10",7520001,7880001,1
"12","chr10",7880001,8080001,1
"13","chr10",8080001,9080001,1
"14","chr10",9080001,9360001,1
"15","chr10",9360001,9920001,1
"16","chr10",9920001,10440001,1
"17","chr10",10440001,11120001,1
"18","chr10",11120001,11520001,1
"19","chr10",11520001,12200001,1
"20","chr10",12200001,12720001,1
"21","chr10",12720001,13120001,1
"22","chr10",13120001,13600001,1
"23","chr10",13600001,14200001,1
"24","chr10",14200001,14520001,1
"25","chr10",14520001,14960001,1
"26","chr10",14960001,15440001,1
"27","chr10",15440001,15880001,1
"28","chr10",15880001,16760001,1
"29","chr10",16760001,17320001,1
"30","chr10",18360001,18920001,1
"31","chr10",18920001,19720001,1
"32","chr10",19720001,20120001,1
"33","chr10",20120001,20560001,1
"34","chr10",20560001,21080001,1
"35","chr10",21080001,21560001,1
"36","chr10",21560001,22240001,1
"37","chr10",22240001,22840001,1
"38","chr10",22840001,23400001,1
"39","chr10",23560001,23840001,1
"40","chr10",23840001,24160001,1
"41","chr10",24160001,24840001,1
"42","chr10",24840001,25400001,1
"43","chr10",25400001,26000001,1
"44","chr10",26000001,26560001,1
"45","chr10",26560001,27000001,1
"46","chr10",27000001,27600001,1
"47","chr10",27600001,28040001,1
"48","chr10",28040001,28680001,1
"49","chr10",28680001,28920001,1
"50","chr10",28920001,29760001,1
"51","chr10",29760001,30440001,1
"52","chr10",30440001,30960001,1
"53","chr10",30960001,31800001,1
"54","chr10",31800001,32040001,1
"55","chr10",32040001,32680001,1
"56","chr10",33720001,34120001,1
"57","chr10",34120001,34920001,1
"58","chr10",34920001,35520001,1
"59","chr10",35520001,35920001,1
"60","chr10",35960001,36280001,1
"61","chr10",36280001,36680001,1
"62","chr10",36680001,37160001,1
"63","chr10",38200001,38920001,1
"64","chr10",42400001,42600001,1
"65","chr10",42600001,42840001,1
"66","chr10",42840001,43320001,1
"67","chr10",43320001,44200001,1
"68","chr10",44200001,44840001,1
"69","chr10",44840001,45480001,1
"70","chr10",45480001,45720001,1
"71","chr10",49480001,49720001,1
"72","chr10",49720001,50480001,1
"73","chr10",50480001,51160001,1
"74","chr10",52000001,52440001,1
"75","chr10",52440001,52800001,1
"76","chr10",52800001,53160001,1
"77","chr10",53160001,53760001,1
"78","chr10",53760001,54040001,1
"79","chr10",54040001,54560001,1
"80","chr10",54560001,54960001,1
"81","chr10",54960001,55520001,1
"82","chr10",55520001,56160001,1
"83","chr10",56160001,56680001,1
"84","chr10",56680001,57280001,1
"85","chr10",57280001,57520001,1
"86","chr10",57520001,58160001,1
"87","chr10",58160001,58520001,1
"88","chr10",58520001,59160001,1
"89","chr10",59160001,59480001,1
"90","chr10",59480001,59840001,1
"91","chr10",59840001,60240001,1
"92","chr10",60240001,60560001,1
"93","chr10",60560001,61360001,1
"94","chr10",61360001,61840001,1
"95","chr10",61840001,62560001,1
"96","chr10",62560001,62920001,1
"97","chr10",62920001,63360001,1
"98","chr10",63360001,64000001,1
"99","chr10",64000001,64920001,1
"100","chr10",64920001,65600001,1
"101","chr10",65760001,66160001,1
"102","chr10",66160001,66520001,1
"103","chr10",66680001,67160001,1
"104","chr10",67160001,67600001,1
"105","chr10",67600001,67960001,1
"106","chr10",67960001,68640001,1
"107","chr10",68640001,69280001,1
"108","chr10",69280001,69560001,1
"109","chr10",69560001,70120001,1
"110","chr10",70120001,70720001,1
"111","chr10",70720001,71120001,1
"112","chr10",71120001,71720001,1
"113","chr10",71720001,72160001,1
"114","chr10",72160001,72640001,1
"115","chr10",72640001,73040001,1
"116","chr10",73040001,73560001,1
"117","chr10",73560001,74120001,1
"118","chr10",74120001,74840001,1
"119","chr10",74840001,75560001,1
"120","chr10",75560001,76000001,1
"121","chr10",76000001,76520001,1
"122","chr10",76520001,77000001,1
"123","chr10",77000001,77400001,1
