"","col2","res2","end2"
"1","chr17",280000,6e+05
"2","chr17",6e+05,920000
"3","chr17",920000,1560000
"4","chr17",1560000,1960000
"5","chr17",1960000,2240000
"6","chr17",2240000,2960000
"7","chr17",2960000,3240000
"8","chr17",3240000,3440000
"9","chr17",3440000,4080000
"10","chr17",4080000,4920000
"11","chr17",4920000,5440000
"12","chr17",5440000,6360000
"13","chr17",6360000,7120000
"14","chr17",7120000,8280000
"15","chr17",8280000,8720000
"16","chr17",8720000,9440000
"17","chr17",9440000,9800000
"18","chr17",9800000,10760000
"19","chr17",10760000,11880000
"20","chr17",11880000,12120000
"21","chr17",12120000,12880000
"22","chr17",12880000,13200000
"23","chr17",13200000,13520000
"24","chr17",13520000,13920000
"25","chr17",13920000,14200000
"26","chr17",14200000,14840000
"27","chr17",14840000,15120000
"28","chr17",15120000,15440000
"29","chr17",15440000,15720000
"30","chr17",15720000,16120000
"31","chr17",16120000,16560000
"32","chr17",16560000,16640000
"33","chr17",16640000,17240000
"34","chr17",17240000,17520000
"35","chr17",17520000,18440000
"36","chr17",18440000,18680000
"37","chr17",18680000,18920000
"38","chr17",18920000,19880000
"39","chr17",19880000,20320000
"40","chr17",20320000,20400000
"41","chr17",20400000,20920000
"42","chr17",20920000,21600000
"43","chr17",21600000,21840000
"44","chr17",21840000,22160000
"45","chr17",22160000,22240000
"46","chr17",22240000,25320000
"47","chr17",25320000,25520000
"48","chr17",25520000,25960000
"49","chr17",25960000,26240000
"50","chr17",26240000,26680000
"51","chr17",26680000,27280000
"52","chr17",27280000,27440000
"53","chr17",27440000,28120000
"54","chr17",28120000,28400000
"55","chr17",28400000,29160000
"56","chr17",29160000,29720000
"57","chr17",29720000,30360000
"58","chr17",30360000,30760000
"59","chr17",30760000,31280000
"60","chr17",31280000,31760000
"61","chr17",31760000,3.2e+07
"62","chr17",3.2e+07,32360000
"63","chr17",32360000,32720000
"64","chr17",32720000,33440000
"65","chr17",33440000,33920000
"66","chr17",33920000,34200000
"67","chr17",34200000,34440000
"68","chr17",34440000,3.5e+07
"69","chr17",3.5e+07,35440000
"70","chr17",35440000,35960000
"71","chr17",35960000,36240000
"72","chr17",36240000,37400000
"73","chr17",37400000,38160000
"74","chr17",38160000,38760000
"75","chr17",38760000,38960000
"76","chr17",38960000,39840000
"77","chr17",39840000,40720000
"78","chr17",40720000,41400000
"79","chr17",41400000,41880000
"80","chr17",41880000,42440000
"81","chr17",42440000,42800000
"82","chr17",42800000,43520000
"83","chr17",43520000,43600000
"84","chr17",43600000,44080000
"85","chr17",44080000,44360000
"86","chr17",44360000,44760000
"87","chr17",44760000,44840000
"88","chr17",44840000,45440000
"89","chr17",45440000,45560000
"90","chr17",45560000,46240000
"91","chr17",46240000,46720000
"92","chr17",46720000,47480000
"93","chr17",47480000,48120000
"94","chr17",48120000,48800000
"95","chr17",48800000,49360000
"96","chr17",49360000,49840000
"97","chr17",49840000,50440000
"98","chr17",50440000,51480000
"99","chr17",51480000,52040000
"100","chr17",52040000,53040000
"101","chr17",53040000,53600000
"102","chr17",53600000,53960000
"103","chr17",53960000,54560000
"104","chr17",54560000,54880000
"105","chr17",54880000,55200000
"106","chr17",55200000,55920000
"107","chr17",55920000,56560000
"108","chr17",56560000,57160000
"109","chr17",57160000,57680000
"110","chr17",57680000,58160000
"111","chr17",58160000,58760000
"112","chr17",58760000,59480000
"113","chr17",59480000,59920000
"114","chr17",59920000,60600000
"115","chr17",60600000,61120000
"116","chr17",61120000,61520000
"117","chr17",61520000,61960000
"118","chr17",61960000,62440000
"119","chr17",62440000,62640000
"120","chr17",62640000,63200000
"121","chr17",63200000,64160000
"122","chr17",64160000,64680000
"123","chr17",64680000,65360000
"124","chr17",65360000,66080000
"125","chr17",66080000,66520000
"126","chr17",66520000,66760000
"127","chr17",66760000,67320000
"128","chr17",67320000,68680000
"129","chr17",68680000,69080000
"130","chr17",69080000,70120000
"131","chr17",70120000,70560000
"132","chr17",70560000,71400000
"133","chr17",71400000,72200000
"134","chr17",72200000,72880000
"135","chr17",72880000,7.4e+07
"136","chr17",7.4e+07,74560000
"137","chr17",74560000,74800000
"138","chr17",74800000,75520000
"139","chr17",75520000,76080000
"140","chr17",76080000,77080000
"141","chr17",77080000,77680000
"142","chr17",77680000,78400000
"143","chr17",78400000,78960000
"144","chr17",78960000,79600000
"145","chr17",79600000,80160000
"146","chr17",80160000,80760000
"147","chr17",80760000,81200000
"148","chr17",81200000,81200000
