"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr17",1,280001,1
"2","chr17",320001,920001,1
"3","chr17",920001,1560001,1
"4","chr17",1560001,2240001,1
"5","chr17",2240001,2640001,1
"6","chr17",2640001,2960001,1
"7","chr17",2960001,3560001,1
"8","chr17",3560001,4080001,1
"9","chr17",4080001,4600001,1
"10","chr17",4600001,5400001,1
"11","chr17",5400001,6320001,1
"12","chr17",6320001,6920001,1
"13","chr17",6920001,7120001,1
"14","chr17",7120001,7600001,1
"15","chr17",7600001,8200001,1
"16","chr17",8200001,8720001,1
"17","chr17",8720001,9440001,1
"18","chr17",9440001,9800001,1
"19","chr17",9800001,10160001,1
"20","chr17",10160001,10600001,1
"21","chr17",10600001,10880001,1
"22","chr17",10880001,11840001,1
"23","chr17",11840001,12120001,1
"24","chr17",12120001,12880001,1
"25","chr17",12880001,13200001,1
"26","chr17",13200001,13520001,1
"27","chr17",13520001,13840001,1
"28","chr17",13840001,14240001,1
"29","chr17",14240001,14840001,1
"30","chr17",14840001,15440001,1
"31","chr17",15440001,15760001,1
"32","chr17",15760001,16120001,1
"33","chr17",16120001,16440001,1
"34","chr17",16440001,16760001,1
"35","chr17",16760001,17240001,1
"36","chr17",17240001,17680001,1
"37","chr17",17680001,17960001,1
"38","chr17",17960001,18320001,1
"39","chr17",18520001,18920001,1
"40","chr17",19120001,19680001,1
"41","chr17",19680001,20320001,1
"42","chr17",20320001,20800001,1
"43","chr17",20800001,21560001,1
"44","chr17",25240001,25520001,1
"45","chr17",25520001,25960001,1
"46","chr17",25960001,26680001,1
"47","chr17",26680001,27040001,1
"48","chr17",27040001,27440001,1
"49","chr17",27440001,27960001,1
"50","chr17",27960001,28400001,1
"51","chr17",28400001,29040001,1
"52","chr17",29040001,29720001,1
"53","chr17",29720001,30280001,1
"54","chr17",30280001,30800001,1
"55","chr17",30800001,31280001,1
"56","chr17",31280001,31720001,1
"57","chr17",31720001,32120001,1
"58","chr17",32120001,32720001,1
"59","chr17",32720001,33440001,1
"60","chr17",33440001,34080001,1
"61","chr17",34080001,34520001,1
"62","chr17",34800001,35440001,1
"63","chr17",35440001,36000001,1
"64","chr17",36080001,36440001,1
"65","chr17",36440001,36960001,1
"66","chr17",36960001,37400001,1
"67","chr17",37400001,38160001,1
"68","chr17",38160001,38760001,1
"69","chr17",38760001,38960001,1
"70","chr17",38960001,39480001,1
"71","chr17",39480001,39840001,1
"72","chr17",39840001,40320001,1
"73","chr17",40320001,40720001,1
"74","chr17",40720001,41400001,1
"75","chr17",41400001,41840001,1
"76","chr17",41840001,42440001,1
"77","chr17",42440001,42880001,1
"78","chr17",42880001,43600001,1
"79","chr17",43640001,44080001,1
"80","chr17",44760001,45000001,1
"81","chr17",45000001,45560001,1
"82","chr17",45560001,45840001,1
"83","chr17",45840001,46240001,1
"84","chr17",46240001,46720001,1
"85","chr17",46720001,47360001,1
"86","chr17",47360001,47880001,1
"87","chr17",47880001,48240001,1
"88","chr17",48240001,48800001,1
"89","chr17",48800001,49360001,1
"90","chr17",49360001,49840001,1
"91","chr17",49840001,50440001,1
"92","chr17",50440001,51200001,1
"93","chr17",51200001,51600001,1
"94","chr17",51600001,52240001,1
"95","chr17",52240001,52960001,1
"96","chr17",52960001,53600001,1
"97","chr17",53600001,53960001,1
"98","chr17",53960001,54560001,1
"99","chr17",54560001,55040001,1
"100","chr17",55040001,55920001,1
"101","chr17",55920001,56280001,1
"102","chr17",56280001,56600001,1
"103","chr17",56600001,57160001,1
"104","chr17",57160001,57680001,1
"105","chr17",57680001,58160001,1
"106","chr17",58160001,58760001,1
"107","chr17",58760001,59480001,1
"108","chr17",59480001,59680001,1
"109","chr17",59680001,59920001,1
"110","chr17",59920001,60200001,1
"111","chr17",60200001,60600001,1
"112","chr17",60600001,61040001,1
"113","chr17",61040001,61520001,1
"114","chr17",61520001,61920001,1
"115","chr17",61920001,62520001,1
"116","chr17",62560001,63200001,1
"117","chr17",63200001,63760001,1
"118","chr17",63760001,64160001,1
"119","chr17",64160001,64680001,1
"120","chr17",64680001,65360001,1
"121","chr17",65360001,66080001,1
"122","chr17",66080001,66520001,1
"123","chr17",66520001,67280001,1
"124","chr17",67280001,67560001,1
"125","chr17",67560001,68200001,1
"126","chr17",68200001,68600001,1
"127","chr17",68600001,69080001,1
"128","chr17",69080001,69480001,1
"129","chr17",69480001,70120001,1
"130","chr17",70120001,70720001,1
"131","chr17",70720001,71400001,1
"132","chr17",71400001,72200001,1
"133","chr17",72200001,72720001,1
"134","chr17",72720001,73200001,1
"135","chr17",73200001,73920001,1
"136","chr17",73920001,74520001,1
"137","chr17",74520001,74800001,1
"138","chr17",74800001,75080001,1
"139","chr17",75080001,75520001,1
"140","chr17",75520001,76080001,1
"141","chr17",76080001,76760001,1
"142","chr17",76760001,77080001,1
"143","chr17",77120001,77720001,1
"144","chr17",77720001,77960001,1
"145","chr17",77960001,78400001,1
"146","chr17",78400001,79600001,1
"147","chr17",79600001,80080001,1
"148","chr17",80080001,81200001,1
