"","col2","res2","end2"
"1","chr14",19040000,19120000
"2","chr14",19120000,19400000
"3","chr14",19400000,19480000
"4","chr14",19480000,19760000
"5","chr14",19760000,19840000
"6","chr14",19840000,20080000
"7","chr14",20080000,20160000
"8","chr14",20160000,20320000
"9","chr14",20320000,20760000
"10","chr14",20760000,21080000
"11","chr14",21080000,21440000
"12","chr14",21440000,21680000
"13","chr14",21680000,22040000
"14","chr14",22040000,22360000
"15","chr14",22360000,22720000
"16","chr14",22720000,2.3e+07
"17","chr14",2.3e+07,23320000
"18","chr14",23320000,23560000
"19","chr14",23560000,24040000
"20","chr14",24040000,24440000
"21","chr14",24440000,24560000
"22","chr14",24560000,24920000
"23","chr14",24920000,25160000
"24","chr14",25160000,25640000
"25","chr14",25640000,26240000
"26","chr14",26240000,26600000
"27","chr14",26600000,27200000
"28","chr14",27200000,27400000
"29","chr14",27400000,28040000
"30","chr14",28040000,28720000
"31","chr14",28720000,29120000
"32","chr14",29120000,3e+07
"33","chr14",3e+07,30800000
"34","chr14",30800000,31160000
"35","chr14",31160000,31400000
"36","chr14",31400000,31920000
"37","chr14",31920000,32400000
"38","chr14",32400000,32720000
"39","chr14",32720000,33040000
"40","chr14",33040000,33880000
"41","chr14",33880000,34280000
"42","chr14",34280000,34800000
"43","chr14",34800000,35480000
"44","chr14",35480000,35920000
"45","chr14",35920000,36320000
"46","chr14",36320000,3.7e+07
"47","chr14",3.7e+07,37680000
"48","chr14",37680000,38360000
"49","chr14",38360000,39160000
"50","chr14",39160000,39520000
"51","chr14",39520000,39920000
"52","chr14",39920000,41560000
"53","chr14",41560000,42520000
"54","chr14",42520000,4.4e+07
"55","chr14",4.4e+07,45320000
"56","chr14",45320000,45760000
"57","chr14",45760000,46800000
"58","chr14",46800000,47640000
"59","chr14",47640000,48360000
"60","chr14",48360000,48880000
"61","chr14",48880000,49640000
"62","chr14",49640000,50040000
"63","chr14",50040000,50320000
"64","chr14",50320000,50760000
"65","chr14",50760000,5.1e+07
"66","chr14",5.1e+07,51360000
"67","chr14",51360000,51720000
"68","chr14",51720000,52240000
"69","chr14",52240000,52440000
"70","chr14",52440000,52680000
"71","chr14",52680000,53160000
"72","chr14",53160000,53760000
"73","chr14",53760000,5.4e+07
"74","chr14",5.4e+07,54400000
"75","chr14",54400000,54880000
"76","chr14",54880000,55360000
"77","chr14",55360000,55640000
"78","chr14",55640000,55920000
"79","chr14",55920000,56160000
"80","chr14",56160000,56960000
"81","chr14",56960000,57880000
"82","chr14",57880000,58560000
"83","chr14",58560000,58920000
"84","chr14",58920000,59560000
"85","chr14",59560000,59960000
"86","chr14",59960000,60720000
"87","chr14",60720000,61080000
"88","chr14",61080000,61720000
"89","chr14",61720000,62320000
"90","chr14",62320000,62600000
"91","chr14",62600000,63800000
"92","chr14",63800000,64240000
"93","chr14",64240000,64800000
"94","chr14",64800000,65520000
"95","chr14",65520000,66320000
"96","chr14",66320000,66840000
"97","chr14",66840000,67840000
"98","chr14",67840000,68360000
"99","chr14",68360000,69320000
"100","chr14",69320000,69960000
"101","chr14",69960000,70320000
"102","chr14",70320000,70520000
"103","chr14",70520000,71040000
"104","chr14",71040000,71480000
"105","chr14",71480000,71880000
"106","chr14",71880000,72160000
"107","chr14",72160000,72440000
"108","chr14",72440000,72880000
"109","chr14",72880000,73400000
"110","chr14",73400000,73640000
"111","chr14",73640000,73960000
"112","chr14",73960000,74560000
"113","chr14",74560000,74960000
"114","chr14",74960000,75320000
"115","chr14",75320000,75560000
"116","chr14",75560000,76120000
"117","chr14",76120000,76480000
"118","chr14",76480000,77160000
"119","chr14",77160000,77800000
"120","chr14",77800000,78320000
"121","chr14",78320000,79320000
"122","chr14",79320000,80480000
"123","chr14",80480000,81360000
"124","chr14",81360000,82040000
"125","chr14",82040000,82440000
"126","chr14",82440000,83760000
"127","chr14",83760000,84720000
"128","chr14",84720000,85640000
"129","chr14",85640000,8.6e+07
"130","chr14",8.6e+07,86520000
"131","chr14",86520000,87520000
"132","chr14",87520000,88200000
"133","chr14",88200000,88920000
"134","chr14",88920000,89480000
"135","chr14",89480000,90400000
"136","chr14",90400000,90720000
"137","chr14",90720000,91280000
"138","chr14",91280000,91920000
"139","chr14",91920000,92480000
"140","chr14",92480000,93280000
"141","chr14",93280000,93680000
"142","chr14",93680000,94400000
"143","chr14",94400000,94960000
"144","chr14",94960000,95160000
"145","chr14",95160000,95560000
"146","chr14",95560000,9.6e+07
"147","chr14",9.6e+07,96520000
"148","chr14",96520000,9.7e+07
"149","chr14",9.7e+07,97400000
"150","chr14",97400000,98120000
"151","chr14",98120000,98840000
"152","chr14",98840000,99840000
"153","chr14",99840000,100720000
"154","chr14",100720000,101160000
"155","chr14",101160000,102160000
"156","chr14",102160000,102400000
"157","chr14",102400000,102800000
"158","chr14",102800000,103160000
"159","chr14",103160000,103480000
"160","chr14",103480000,1.04e+08
"161","chr14",1.04e+08,104200000
"162","chr14",104200000,104480000
"163","chr14",104480000,105120000
"164","chr14",105120000,106040000
"165","chr14",106040000,106640000
"166","chr14",106640000,107360000
"167","chr14",107360000,107360000
