"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr14",20080001,20760001,1
"2","chr14",20760001,21440001,1
"3","chr14",21440001,22000001,1
"4","chr14",22000001,22720001,1
"5","chr14",22720001,23000001,1
"6","chr14",23000001,23320001,1
"7","chr14",23320001,23800001,1
"8","chr14",23800001,24400001,1
"9","chr14",24400001,24920001,1
"10","chr14",24920001,25160001,1
"11","chr14",25160001,25640001,1
"12","chr14",25640001,26240001,1
"13","chr14",26240001,26640001,1
"14","chr14",26640001,27040001,1
"15","chr14",27040001,27400001,1
"16","chr14",27400001,28040001,1
"17","chr14",28040001,28760001,1
"18","chr14",28760001,29200001,1
"19","chr14",29200001,30000001,1
"20","chr14",30000001,30520001,1
"21","chr14",30520001,31000001,1
"22","chr14",31000001,31400001,1
"23","chr14",31400001,31920001,1
"24","chr14",31920001,32400001,1
"25","chr14",32400001,32720001,1
"26","chr14",32720001,33040001,1
"27","chr14",33040001,33640001,1
"28","chr14",33640001,34280001,1
"29","chr14",34280001,34800001,1
"30","chr14",34800001,35040001,1
"31","chr14",35040001,35600001,1
"32","chr14",35600001,36280001,1
"33","chr14",36280001,37080001,1
"34","chr14",37080001,37680001,1
"35","chr14",37680001,38360001,1
"36","chr14",38360001,39160001,1
"37","chr14",39160001,39520001,1
"38","chr14",39520001,39920001,1
"39","chr14",39920001,40400001,1
"40","chr14",40400001,41040001,1
"41","chr14",41040001,41360001,1
"42","chr14",41360001,42040001,1
"43","chr14",42040001,42440001,1
"44","chr14",42440001,42800001,1
"45","chr14",42800001,43480001,1
"46","chr14",43480001,44000001,1
"47","chr14",44000001,44440001,1
"48","chr14",44440001,45320001,1
"49","chr14",45320001,45760001,1
"50","chr14",45760001,46280001,1
"51","chr14",46280001,47000001,1
"52","chr14",47000001,47400001,1
"53","chr14",47400001,47640001,1
"54","chr14",47640001,48360001,1
"55","chr14",48360001,48880001,1
"56","chr14",48880001,49240001,1
"57","chr14",49240001,49640001,1
"58","chr14",49640001,50040001,1
"59","chr14",50040001,50320001,1
"60","chr14",50320001,50560001,1
"61","chr14",50560001,51000001,1
"62","chr14",51000001,51360001,1
"63","chr14",51360001,51720001,1
"64","chr14",51720001,52240001,1
"65","chr14",52240001,52760001,1
"66","chr14",52760001,53120001,1
"67","chr14",53120001,53800001,1
"68","chr14",53800001,54400001,1
"69","chr14",54400001,54880001,1
"70","chr14",54880001,55640001,1
"71","chr14",55640001,56120001,1
"72","chr14",56120001,56960001,1
"73","chr14",56960001,57800001,1
"74","chr14",57800001,58560001,1
"75","chr14",58560001,58960001,1
"76","chr14",58960001,59560001,1
"77","chr14",59560001,59960001,1
"78","chr14",59960001,60400001,1
"79","chr14",60400001,60720001,1
"80","chr14",60720001,61080001,1
"81","chr14",61080001,61720001,1
"82","chr14",61720001,62320001,1
"83","chr14",62320001,62600001,1
"84","chr14",62600001,63400001,1
"85","chr14",63400001,63800001,1
"86","chr14",63800001,64240001,1
"87","chr14",64240001,64800001,1
"88","chr14",64800001,65440001,1
"89","chr14",65440001,65880001,1
"90","chr14",65880001,66400001,1
"91","chr14",66400001,66800001,1
"92","chr14",66800001,67600001,1
"93","chr14",67600001,68200001,1
"94","chr14",68200001,68400001,1
"95","chr14",68400001,69280001,1
"96","chr14",69280001,69600001,1
"97","chr14",69600001,69960001,1
"98","chr14",69960001,70280001,1
"99","chr14",70280001,70520001,1
"100","chr14",70520001,71040001,1
"101","chr14",71040001,71480001,1
"102","chr14",71480001,72240001,1
"103","chr14",72240001,72880001,1
"104","chr14",72880001,73440001,1
"105","chr14",73440001,73640001,1
"106","chr14",73640001,73960001,1
"107","chr14",73960001,74560001,1
"108","chr14",74560001,75280001,1
"109","chr14",75280001,75600001,1
"110","chr14",75600001,76120001,1
"111","chr14",76120001,76520001,1
"112","chr14",76520001,77120001,1
"113","chr14",77120001,77600001,1
"114","chr14",77600001,78320001,1
"115","chr14",78320001,78600001,1
"116","chr14",78600001,79320001,1
"117","chr14",79480001,79800001,1
"118","chr14",79800001,80040001,1
"119","chr14",80040001,80480001,1
"120","chr14",80480001,81360001,1
"121","chr14",81360001,82000001,1
"122","chr14",82000001,82440001,1
"123","chr14",82440001,83160001,1
"124","chr14",83160001,83760001,1
"125","chr14",83760001,84360001,1
"126","chr14",84360001,84840001,1
"127","chr14",84840001,85120001,1
"128","chr14",85120001,85640001,1
"129","chr14",85640001,86000001,1
"130","chr14",86000001,86520001,1
"131","chr14",86520001,87160001,1
"132","chr14",87160001,87560001,1
"133","chr14",87560001,88200001,1
"134","chr14",88200001,88920001,1
"135","chr14",88920001,89480001,1
"136","chr14",89480001,90400001,1
"137","chr14",90400001,90720001,1
"138","chr14",90720001,91240001,1
"139","chr14",91240001,91920001,1
"140","chr14",91920001,92600001,1
"141","chr14",92600001,93240001,1
"142","chr14",93240001,93680001,1
"143","chr14",93680001,94360001,1
"144","chr14",94360001,94640001,1
"145","chr14",94640001,94960001,1
"146","chr14",94960001,95320001,1
"147","chr14",95320001,96000001,1
"148","chr14",96000001,96520001,1
"149","chr14",96520001,97000001,1
"150","chr14",97000001,97480001,1
"151","chr14",97480001,98160001,1
"152","chr14",98160001,98640001,1
"153","chr14",98640001,99120001,1
"154","chr14",99120001,99760001,1
"155","chr14",99760001,99960001,1
"156","chr14",99960001,100400001,1
"157","chr14",100400001,100840001,1
"158","chr14",100840001,101160001,1
"159","chr14",101160001,101720001,1
"160","chr14",101720001,102080001,1
"161","chr14",102080001,102400001,1
"162","chr14",102400001,102800001,1
"163","chr14",102800001,103440001,1
"164","chr14",103440001,104040001,1
"165","chr14",104040001,104440001,1
"166","chr14",104440001,106040001,1
"167","chr14",106040001,107320001,1
