"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr17",1,600001,1
"2","chr17",600001,960001,1
"3","chr17",960001,1560001,1
"4","chr17",1560001,2200001,1
"5","chr17",2200001,2560001,1
"6","chr17",2560001,2960001,1
"7","chr17",2960001,3440001,1
"8","chr17",3440001,3840001,1
"9","chr17",3840001,4720001,1
"10","chr17",4720001,5400001,1
"11","chr17",5400001,6360001,1
"12","chr17",6360001,6920001,1
"13","chr17",6920001,7480001,1
"14","chr17",7480001,8320001,1
"15","chr17",8320001,8880001,1
"16","chr17",8880001,9480001,1
"17","chr17",9480001,10200001,1
"18","chr17",10200001,10600001,1
"19","chr17",10760001,11040001,1
"20","chr17",11040001,11880001,1
"21","chr17",12040001,12280001,1
"22","chr17",12280001,12640001,1
"23","chr17",12640001,12920001,1
"24","chr17",12920001,13240001,1
"25","chr17",13240001,13480001,1
"26","chr17",13480001,14200001,1
"27","chr17",14200001,15120001,1
"28","chr17",15120001,15520001,1
"29","chr17",15520001,16040001,1
"30","chr17",16040001,16680001,1
"31","chr17",16800001,17240001,1
"32","chr17",17240001,18000001,1
"33","chr17",18000001,18600001,1
"34","chr17",18720001,18920001,1
"35","chr17",19120001,19720001,1
"36","chr17",19720001,20280001,1
"37","chr17",20560001,20800001,1
"38","chr17",20800001,21560001,1
"39","chr17",25400001,25960001,1
"40","chr17",25960001,26600001,1
"41","chr17",26600001,26960001,1
"42","chr17",26960001,27280001,1
"43","chr17",27280001,27960001,1
"44","chr17",27960001,28360001,1
"45","chr17",28400001,28960001,1
"46","chr17",29080001,29760001,1
"47","chr17",29760001,30440001,1
"48","chr17",30440001,30920001,1
"49","chr17",30920001,31280001,1
"50","chr17",31280001,32040001,1
"51","chr17",32040001,32480001,1
"52","chr17",32480001,32720001,1
"53","chr17",32720001,33320001,1
"54","chr17",33320001,34160001,1
"55","chr17",34160001,34480001,1
"56","chr17",34800001,35440001,1
"57","chr17",35440001,35760001,1
"58","chr17",35800001,36320001,1
"59","chr17",37560001,37960001,1
"60","chr17",37960001,38440001,1
"61","chr17",38440001,38880001,1
"62","chr17",38880001,39440001,1
"63","chr17",39440001,39840001,1
"64","chr17",39840001,40320001,1
"65","chr17",40320001,40880001,1
"66","chr17",40880001,41400001,1
"67","chr17",41400001,41880001,1
"68","chr17",41880001,42240001,1
"69","chr17",42240001,42480001,1
"70","chr17",42480001,42920001,1
"71","chr17",42920001,43240001,1
"72","chr17",43240001,43520001,1
"73","chr17",43680001,44000001,1
"74","chr17",44000001,44240001,1
"75","chr17",44760001,45000001,1
"76","chr17",45000001,45720001,1
"77","chr17",45720001,46200001,1
"78","chr17",46200001,46720001,1
"79","chr17",46880001,47200001,1
"80","chr17",47200001,47440001,1
"81","chr17",47440001,47920001,1
"82","chr17",47920001,48440001,1
"83","chr17",48440001,48920001,1
"84","chr17",48920001,49240001,1
"85","chr17",49240001,49640001,1
"86","chr17",49640001,50200001,1
"87","chr17",50200001,50680001,1
"88","chr17",50680001,51120001,1
"89","chr17",51120001,51720001,1
"90","chr17",51720001,52240001,1
"91","chr17",52240001,53000001,1
"92","chr17",53000001,53600001,1
"93","chr17",53600001,53880001,1
"94","chr17",53880001,54600001,1
"95","chr17",54600001,54880001,1
"96","chr17",54880001,55200001,1
"97","chr17",55200001,55840001,1
"98","chr17",55840001,56600001,1
"99","chr17",56600001,57200001,1
"100","chr17",57200001,57880001,1
"101","chr17",57880001,58760001,1
"102","chr17",58760001,59280001,1
"103","chr17",59280001,60000001,1
"104","chr17",60000001,60360001,1
"105","chr17",60360001,60760001,1
"106","chr17",60760001,61400001,1
"107","chr17",61400001,62000001,1
"108","chr17",62000001,62440001,1
"109","chr17",62440001,62800001,1
"110","chr17",62840001,63240001,1
"111","chr17",63240001,64160001,1
"112","chr17",64160001,64680001,1
"113","chr17",64680001,65200001,1
"114","chr17",65200001,65720001,1
"115","chr17",65720001,66520001,1
"116","chr17",66520001,67240001,1
"117","chr17",67240001,67560001,1
"118","chr17",67560001,68200001,1
"119","chr17",68200001,68640001,1
"120","chr17",68640001,69120001,1
"121","chr17",69120001,69680001,1
"122","chr17",69680001,70080001,1
"123","chr17",70080001,70560001,1
"124","chr17",70560001,71440001,1
"125","chr17",71440001,72240001,1
"126","chr17",72240001,72680001,1
"127","chr17",72680001,73240001,1
"128","chr17",73240001,73920001,1
"129","chr17",73920001,74760001,1
"130","chr17",74840001,75280001,1
"131","chr17",75280001,75840001,1
"132","chr17",75840001,76160001,1
"133","chr17",76160001,76480001,1
"134","chr17",76480001,77000001,1
"135","chr17",77000001,77560001,1
"136","chr17",77680001,78360001,1
"137","chr17",78360001,79840001,1
"138","chr17",79840001,81160001,1
