"","col2","res2","end2"
"1","chr20",240000,520000
"2","chr20",520000,960000
"3","chr20",960000,1200000
"4","chr20",1200000,1440000
"5","chr20",1440000,1920000
"6","chr20",1920000,2160000
"7","chr20",2160000,2480000
"8","chr20",2480000,3e+06
"9","chr20",3e+06,3320000
"10","chr20",3320000,3640000
"11","chr20",3640000,4200000
"12","chr20",4200000,4600000
"13","chr20",4600000,5120000
"14","chr20",5120000,5480000
"15","chr20",5480000,6120000
"16","chr20",6120000,6560000
"17","chr20",6560000,7320000
"18","chr20",7320000,7920000
"19","chr20",7920000,8720000
"20","chr20",8720000,9360000
"21","chr20",9360000,9920000
"22","chr20",9920000,10400000
"23","chr20",10400000,11560000
"24","chr20",11560000,12360000
"25","chr20",12360000,12880000
"26","chr20",12880000,13280000
"27","chr20",13280000,13760000
"28","chr20",13760000,14080000
"29","chr20",14080000,14680000
"30","chr20",14680000,15280000
"31","chr20",15280000,15960000
"32","chr20",15960000,16760000
"33","chr20",16760000,17480000
"34","chr20",17480000,17960000
"35","chr20",17960000,18600000
"36","chr20",18600000,19200000
"37","chr20",19200000,19600000
"38","chr20",19600000,20040000
"39","chr20",20040000,20600000
"40","chr20",20600000,21600000
"41","chr20",21600000,22280000
"42","chr20",22280000,22680000
"43","chr20",22680000,23320000
"44","chr20",23320000,23640000
"45","chr20",23640000,24120000
"46","chr20",24120000,24920000
"47","chr20",24920000,25400000
"48","chr20",25400000,25760000
"49","chr20",25760000,29800000
"50","chr20",29800000,29880000
"51","chr20",29880000,30120000
"52","chr20",30120000,30400000
"53","chr20",30400000,30760000
"54","chr20",30760000,31400000
"55","chr20",31400000,31960000
"56","chr20",31960000,32760000
"57","chr20",32760000,33400000
"58","chr20",33400000,34040000
"59","chr20",34040000,34560000
"60","chr20",34560000,35160000
"61","chr20",35160000,35600000
"62","chr20",35600000,35800000
"63","chr20",35800000,36320000
"64","chr20",36320000,36520000
"65","chr20",36520000,37120000
"66","chr20",37120000,37720000
"67","chr20",37720000,38480000
"68","chr20",38480000,38840000
"69","chr20",38840000,39320000
"70","chr20",39320000,39600000
"71","chr20",39600000,40040000
"72","chr20",40040000,40360000
"73","chr20",40360000,41120000
"74","chr20",41120000,42040000
"75","chr20",42040000,42720000
"76","chr20",42720000,43520000
"77","chr20",43520000,43920000
"78","chr20",43920000,44600000
"79","chr20",44600000,45360000
"80","chr20",45360000,45800000
"81","chr20",45800000,46280000
"82","chr20",46280000,46960000
"83","chr20",46960000,47560000
"84","chr20",47560000,47880000
"85","chr20",47880000,48160000
"86","chr20",48160000,48560000
"87","chr20",48560000,49240000
"88","chr20",49240000,49600000
"89","chr20",49600000,49960000
"90","chr20",49960000,50240000
"91","chr20",50240000,50840000
"92","chr20",50840000,51280000
"93","chr20",51280000,51840000
"94","chr20",51840000,52120000
"95","chr20",52120000,52840000
"96","chr20",52840000,53280000
"97","chr20",53280000,54120000
"98","chr20",54120000,54840000
"99","chr20",54840000,55080000
"100","chr20",55080000,55640000
"101","chr20",55640000,56160000
"102","chr20",56160000,56800000
"103","chr20",56800000,57320000
"104","chr20",57320000,58120000
"105","chr20",58120000,58640000
"106","chr20",58640000,59280000
"107","chr20",59280000,59840000
"108","chr20",59840000,60560000
"109","chr20",60560000,61480000
"110","chr20",61480000,62160000
"111","chr20",62160000,63040000
"112","chr20",63040000,63040000
