"","Level_1.chr","Level_1.start","Level_1.end","Level_1.Level"
"1","chr1",960001,1480001,1
"2","chr1",1480001,1720001,1
"3","chr1",1720001,2120001,1
"4","chr1",2160001,2720001,1
"5","chr1",2720001,3360001,1
"6","chr1",3360001,3800001,1
"7","chr1",3880001,4080001,1
"8","chr1",4080001,4560001,1
"9","chr1",4560001,4920001,1
"10","chr1",4920001,5360001,1
"11","chr1",5360001,5960001,1
"12","chr1",5960001,6560001,1
"13","chr1",6560001,7160001,1
"14","chr1",7160001,7720001,1
"15","chr1",7720001,8040001,1
"16","chr1",8040001,8440001,1
"17","chr1",8440001,8840001,1
"18","chr1",8840001,9640001,1
"19","chr1",9640001,10400001,1
"20","chr1",10400001,11040001,1
"21","chr1",11040001,11840001,1
"22","chr1",11840001,12320001,1
"23","chr1",12320001,12880001,1
"24","chr1",13760001,14160001,1
"25","chr1",15200001,15480001,1
"26","chr1",15480001,15840001,1
"27","chr1",15840001,16520001,1
"28","chr1",16520001,17240001,1
"29","chr1",17240001,17760001,1
"30","chr1",17760001,18240001,1
"31","chr1",18240001,18880001,1
"32","chr1",18880001,19200001,1
"33","chr1",19200001,19520001,1
"34","chr1",19520001,20040001,1
"35","chr1",21080001,21520001,1
"36","chr1",21520001,22000001,1
"37","chr1",22000001,22400001,1
"38","chr1",22400001,22800001,1
"39","chr1",22800001,23000001,1
"40","chr1",23000001,23240001,1
"41","chr1",23240001,23720001,1
"42","chr1",23720001,24280001,1
"43","chr1",24280001,25000001,1
"44","chr1",25000001,25640001,1
"45","chr1",25640001,26160001,1
"46","chr1",26160001,26760001,1
"47","chr1",26760001,27240001,1
"48","chr1",27240001,27640001,1
"49","chr1",27640001,28160001,1
"50","chr1",28160001,28560001,1
"51","chr1",28560001,28960001,1
"52","chr1",28960001,29560001,1
"53","chr1",29640001,29840001,1
"54","chr1",29920001,30120001,1
"55","chr1",30120001,30560001,1
"56","chr1",30560001,31200001,1
"57","chr1",31200001,31640001,1
"58","chr1",31640001,32080001,1
"59","chr1",32080001,32640001,1
"60","chr1",32640001,33280001,1
"61","chr1",33280001,33600001,1
"62","chr1",33600001,33960001,1
"63","chr1",34120001,34600001,1
"64","chr1",34600001,35200001,1
"65","chr1",35200001,35600001,1
"66","chr1",35600001,36280001,1
"67","chr1",36280001,36960001,1
"68","chr1",36960001,37440001,1
"69","chr1",37440001,37880001,1
"70","chr1",37880001,38480001,1
"71","chr1",38480001,39320001,1
"72","chr1",39320001,40000001,1
"73","chr1",40000001,40520001,1
"74","chr1",40520001,41080001,1
"75","chr1",41080001,41480001,1
"76","chr1",41480001,41720001,1
"77","chr1",41720001,42040001,1
"78","chr1",42040001,42640001,1
"79","chr1",42640001,43240001,1
"80","chr1",43240001,43720001,1
"81","chr1",43720001,44200001,1
"82","chr1",44200001,44560001,1
"83","chr1",44560001,45120001,1
"84","chr1",45120001,45800001,1
"85","chr1",45800001,46120001,1
"86","chr1",46120001,46720001,1
"87","chr1",46720001,47120001,1
