"","col2","res2","end2"
"1","chr1",720000,880000
"2","chr1",880000,1360000
"3","chr1",1360000,1480000
"4","chr1",1480000,1680000
"5","chr1",1680000,2120000
"6","chr1",2120000,2720000
"7","chr1",2720000,3360000
"8","chr1",3360000,3880000
"9","chr1",3880000,4080000
"10","chr1",4080000,4200000
"11","chr1",4200000,4320000
"12","chr1",4320000,4520000
"13","chr1",4520000,4600000
"14","chr1",4600000,4920000
"15","chr1",4920000,5080000
"16","chr1",5080000,5320000
"17","chr1",5320000,5400000
"18","chr1",5400000,5560000
"19","chr1",5560000,5720000
"20","chr1",5720000,6080000
"21","chr1",6080000,6720000
"22","chr1",6720000,7040000
"23","chr1",7040000,7280000
"24","chr1",7280000,7720000
"25","chr1",7720000,8040000
"26","chr1",8040000,8400000
"27","chr1",8400000,8520000
"28","chr1",8520000,8840000
"29","chr1",8840000,9680000
"30","chr1",9680000,10240000
"31","chr1",10240000,10440000
"32","chr1",10440000,11040000
"33","chr1",11040000,11320000
"34","chr1",11320000,11720000
"35","chr1",11720000,11960000
"36","chr1",11960000,12360000
"37","chr1",12360000,12760000
"38","chr1",12760000,12880000
"39","chr1",12880000,12960000
"40","chr1",12960000,13760000
"41","chr1",13760000,13960000
"42","chr1",13960000,14160000
"43","chr1",14160000,14320000
"44","chr1",14320000,14400000
"45","chr1",14400000,14720000
"46","chr1",14720000,14880000
"47","chr1",14880000,15160000
"48","chr1",15160000,15360000
"49","chr1",15360000,15680000
"50","chr1",15680000,15840000
"51","chr1",15840000,16320000
"52","chr1",16320000,16840000
"53","chr1",16840000,17240000
"54","chr1",17240000,17760000
"55","chr1",17760000,18080000
"56","chr1",18080000,18160000
"57","chr1",18160000,18400000
"58","chr1",18400000,18600000
"59","chr1",18600000,18760000
"60","chr1",18760000,18920000
"61","chr1",18920000,19200000
"62","chr1",19200000,19560000
"63","chr1",19560000,20040000
"64","chr1",20040000,20200000
"65","chr1",20200000,20520000
"66","chr1",20520000,20800000
"67","chr1",20800000,21280000
"68","chr1",21280000,21520000
"69","chr1",21520000,2.2e+07
"70","chr1",2.2e+07,22400000
"71","chr1",22400000,22800000
"72","chr1",22800000,22880000
"73","chr1",22880000,23280000
"74","chr1",23280000,23480000
"75","chr1",23480000,23600000
"76","chr1",23600000,24280000
"77","chr1",24280000,24720000
"78","chr1",24720000,25280000
"79","chr1",25280000,25400000
"80","chr1",25400000,25640000
"81","chr1",25640000,25800000
"82","chr1",25800000,26160000
"83","chr1",26160000,26360000
"84","chr1",26360000,26800000
"85","chr1",26800000,27200000
"86","chr1",27200000,27640000
"87","chr1",27640000,28160000
"88","chr1",28160000,28960000
"89","chr1",28960000,29560000
"90","chr1",29560000,30200000
"91","chr1",30200000,30320000
"92","chr1",30320000,30640000
"93","chr1",30640000,31200000
"94","chr1",31200000,31440000
"95","chr1",31440000,31720000
"96","chr1",31720000,32040000
"97","chr1",32040000,32840000
"98","chr1",32840000,33320000
"99","chr1",33320000,33600000
"100","chr1",33600000,34200000
"101","chr1",34200000,34400000
"102","chr1",34400000,34560000
"103","chr1",34560000,34800000
"104","chr1",34800000,34960000
"105","chr1",34960000,35240000
"106","chr1",35240000,35880000
"107","chr1",35880000,36280000
"108","chr1",36280000,3.7e+07
"109","chr1",3.7e+07,37200000
"110","chr1",37200000,37520000
"111","chr1",37520000,37800000
"112","chr1",37800000,37880000
"113","chr1",37880000,38480000
"114","chr1",38480000,38880000
"115","chr1",38880000,39040000
