"","col2","res2","end2"
"1","chr7",320000,8e+05
"2","chr7",8e+05,1240000
"3","chr7",1240000,1520000
"4","chr7",1520000,2440000
"5","chr7",2440000,2920000
"6","chr7",2920000,3360000
"7","chr7",3360000,3960000
"8","chr7",3960000,4600000
"9","chr7",4600000,5240000
"10","chr7",5240000,5760000
"11","chr7",5760000,6480000
"12","chr7",6480000,7e+06
"13","chr7",7e+06,7600000
"14","chr7",7600000,8360000
"15","chr7",8360000,9640000
"16","chr7",9640000,10560000
"17","chr7",10560000,10960000
"18","chr7",10960000,11400000
"19","chr7",11400000,12560000
"20","chr7",12560000,13320000
"21","chr7",13320000,14720000
"22","chr7",14720000,16120000
"23","chr7",16120000,16640000
"24","chr7",16640000,16960000
"25","chr7",16960000,17760000
"26","chr7",17760000,18400000
"27","chr7",18400000,18720000
"28","chr7",18720000,19120000
"29","chr7",19120000,19760000
"30","chr7",19760000,20800000
"31","chr7",20800000,21320000
"32","chr7",21320000,21800000
"33","chr7",21800000,22120000
"34","chr7",22120000,22560000
"35","chr7",22560000,23120000
"36","chr7",23120000,23600000
"37","chr7",23600000,2.4e+07
"38","chr7",2.4e+07,24800000
"39","chr7",24800000,25160000
"40","chr7",25160000,25880000
"41","chr7",25880000,26400000
"42","chr7",26400000,26720000
"43","chr7",26720000,27240000
"44","chr7",27240000,27640000
"45","chr7",27640000,28160000
"46","chr7",28160000,28960000
"47","chr7",28960000,29440000
"48","chr7",29440000,29640000
"49","chr7",29640000,30160000
"50","chr7",30160000,30640000
"51","chr7",30640000,30800000
"52","chr7",30800000,31160000
"53","chr7",31160000,31760000
"54","chr7",31760000,32520000
"55","chr7",32520000,32760000
"56","chr7",32760000,33160000
"57","chr7",33160000,33960000
"58","chr7",33960000,34240000
"59","chr7",34240000,34720000
"60","chr7",34720000,35120000
"61","chr7",35120000,35680000
"62","chr7",35680000,3.6e+07
"63","chr7",3.6e+07,36480000
"64","chr7",36480000,37240000
"65","chr7",37240000,37880000
"66","chr7",37880000,38400000
"67","chr7",38400000,38840000
"68","chr7",38840000,39600000
"69","chr7",39600000,40200000
"70","chr7",40200000,40760000
"71","chr7",40760000,41080000
"72","chr7",41080000,41760000
"73","chr7",41760000,42960000
"74","chr7",42960000,43520000
"75","chr7",43520000,43960000
"76","chr7",43960000,44280000
"77","chr7",44280000,44520000
"78","chr7",44520000,45200000
"79","chr7",45200000,45680000
"80","chr7",45680000,45920000
"81","chr7",45920000,46400000
"82","chr7",46400000,47240000
"83","chr7",47240000,47880000
"84","chr7",47880000,48240000
"85","chr7",48240000,48520000
"86","chr7",48520000,49040000
"87","chr7",49040000,50080000
"88","chr7",50080000,50520000
"89","chr7",50520000,50760000
"90","chr7",50760000,51240000
"91","chr7",51240000,51480000
"92","chr7",51480000,5.2e+07
"93","chr7",5.2e+07,52520000
"94","chr7",52520000,53280000
"95","chr7",53280000,53960000
"96","chr7",53960000,54800000
"97","chr7",54800000,55320000
"98","chr7",55320000,55680000
"99","chr7",55680000,56040000
"100","chr7",56040000,56160000
"101","chr7",56160000,56440000
"102","chr7",56440000,56880000
"103","chr7",56880000,5.7e+07
"104","chr7",5.7e+07,57680000
"105","chr7",57680000,57800000
"106","chr7",57800000,61480000
"107","chr7",61480000,61560000
"108","chr7",61560000,62040000
"109","chr7",62040000,62160000
"110","chr7",62160000,62240000
"111","chr7",62240000,62320000
"112","chr7",62320000,62400000
"113","chr7",62400000,62480000
"114","chr7",62480000,62760000
"115","chr7",62760000,63960000
"116","chr7",63960000,64040000
"117","chr7",64040000,64640000
"118","chr7",64640000,64720000
"119","chr7",64720000,65240000
"120","chr7",65240000,65320000
"121","chr7",65320000,65600000
"122","chr7",65600000,65960000
"123","chr7",65960000,66480000
"124","chr7",66480000,66800000
"125","chr7",66800000,67840000
"126","chr7",67840000,68480000
"127","chr7",68480000,69760000
"128","chr7",69760000,70280000
"129","chr7",70280000,71360000
"130","chr7",71360000,72080000
"131","chr7",72080000,72200000
"132","chr7",72200000,72440000
"133","chr7",72440000,72680000
"134","chr7",72680000,72960000
"135","chr7",72960000,73440000
"136","chr7",73440000,73840000
"137","chr7",73840000,74080000
"138","chr7",74080000,74160000
"139","chr7",74160000,75040000
"140","chr7",75040000,75120000
"141","chr7",75120000,75680000
"142","chr7",75680000,75960000
"143","chr7",75960000,76240000
"144","chr7",76240000,76400000
"145","chr7",76400000,76640000
"146","chr7",76640000,76960000
"147","chr7",76960000,77280000
"148","chr7",77280000,77560000
"149","chr7",77560000,78080000
"150","chr7",78080000,78880000
"151","chr7",78880000,79680000
"152","chr7",79680000,80040000
"153","chr7",80040000,80320000
"154","chr7",80320000,81120000
"155","chr7",81120000,81680000
"156","chr7",81680000,82400000
"157","chr7",82400000,82960000
"158","chr7",82960000,83520000
"159","chr7",83520000,84680000
"160","chr7",84680000,85480000
"161","chr7",85480000,86520000
"162","chr7",86520000,87080000
"163","chr7",87080000,87800000
"164","chr7",87800000,88520000
"165","chr7",88520000,89760000
"166","chr7",89760000,90080000
"167","chr7",90080000,90720000
"168","chr7",90720000,90920000
"169","chr7",90920000,91440000
"170","chr7",91440000,91760000
"171","chr7",91760000,92200000
"172","chr7",92200000,92680000
"173","chr7",92680000,93240000
"174","chr7",93240000,94080000
"175","chr7",94080000,94880000
"176","chr7",94880000,95320000
"177","chr7",95320000,96720000
"178","chr7",96720000,97520000
"179","chr7",97520000,97920000
"180","chr7",97920000,98480000
"181","chr7",98480000,99040000
"182","chr7",99040000,99480000
"183","chr7",99480000,99720000
"184","chr7",99720000,1e+08
"185","chr7",1e+08,100480000
"186","chr7",100480000,100880000
"187","chr7",100880000,100960000
"188","chr7",100960000,102320000
"189","chr7",102320000,102400000
"190","chr7",102400000,102720000
"191","chr7",102720000,103080000
"192","chr7",103080000,103840000
"193","chr7",103840000,104560000
"194","chr7",104560000,105240000
"195","chr7",105240000,105680000
"196","chr7",105680000,106160000
"197","chr7",106160000,106400000
"198","chr7",106400000,106840000
"199","chr7",106840000,107400000
"200","chr7",107400000,107800000
